genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	-0.260181	0.519441	-0.312164	-1.00016	-0.0510054	-0.727538	-1.60204	-1.95996	-1.90239	-0.391441	-1.49724	-0.45797	-0.223786	1.95996	-0.598131	0.424864	0.242746	0.654884	0.506499	0.512732	0.475313	0.582055	0.401654	0.352023	0.562382	0.302271	0.534538	0.267307	0.572215	0.487798	0.388236	0.632939	0.434122	0.601762	0.469337	0.488644	0.444734	0.513925	0.439149	0.577159	0.45878	0.500517	0.340508	0.664703	0.529608	0.553891	0.393629	0.247273	0.288957	0.236664	0.581861	0.37279	0.572727	0.372347	0.615651	0.472681	0.633425	0.663656	0.471914	0.380677	0.447746	0.214972	0.422631	0.325159	0.428947	0.482368	0.47209	0.619636	0.638975	0.4135	0.44207	0.425302	0.478028	0.581396	0.440054	0.460045	0.501835	0.589709	0.603143	0.237001	0.710137	0.344556	0.456905	0.44313	0.54527	0.492593	0.48815	0.504415	0.363329	0.568677	0.510391	0.513107	0.407229	0.48087	0.748579	0.48069	0.528983	0.583866	0.403407	0.407714
g1	0.400278	-0.00832781	0.740647	1.95996	1.13387	1.25251	1.52318	1.78173	-0.424581	-0.732202	0.190013	-1.13836	-1.5842	-1.95996	-1.53718	0.506146	0.563225	0.646587	0.69959	0.500826	0.518949	0.494786	0.526762	0.571272	0.650399	0.467106	0.463109	0.466096	0.557489	0.610188	0.422143	0.54481	0.51731	0.604265	0.448859	0.480385	0.384102	0.479211	0.568073	0.569443	0.456308	0.535595	0.48849	0.391314	0.430019	0.395155	0.512212	0.441403	0.724994	0.487948	0.401955	0.441687	0.726817	0.517634	0.490953	0.468057	0.37784	0.525677	0.357734	0.739926	0.52478	0.424651	0.528155	0.429884	0.329756	0.623577	0.443808	0.230596	0.466501	0.354093	0.55923	0.404647	0.610266	0.435926	0.652598	0.52294	0.46319	0.465149	0.226763	0.357723	0.516964	0.560611	0.412905	0.417898	0.498476	0.353088	0.684219	0.53451	0.270445	0.468645	0.400954	0.712747	0.625517	0.472502	0.375127	0.568904	0.383554	0.489907	0.69587	0.37297
g2	-1.95996	-0.098224	-0.415765	-0.586	-0.135658	-0.257654	-0.885834	-1.05182	0.991571	1.35857	1.32506	1.5038	1.75194	1.95996	0.685587	0.53524	0.515648	0.440617	0.387731	0.474747	0.476139	0.352358	0.468279	0.520445	0.445758	0.554808	0.410579	0.493889	0.453782	0.618708	0.424669	0.596532	0.620193	0.658454	0.541855	0.509035	0.427824	0.298904	0.654233	0.346606	0.482564	0.392679	0.58583	0.51325	0.555137	0.449923	0.706822	0.482296	0.444561	0.489243	0.432948	0.501832	0.430254	0.543312	0.604542	0.552864	0.549159	0.417617	0.504975	0.523246	0.382973	0.434852	0.447337	0.489247	0.483085	0.448282	0.506375	0.455979	0.192972	0.525222	0.352882	0.464029	0.487581	0.483233	0.642884	0.533723	0.620733	0.226271	0.471218	0.629655	0.492641	0.680001	0.569642	0.432957	0.309643	0.425708	0.374179	0.39181	0.611893	0.599029	0.523761	0.550525	0.611732	0.555625	0.489902	0.570483	0.545881	0.408686	0.416391	0.412672
g3	-0.476562	0.646123	-1.2948	-1.95996	0.935289	0.843195	0.656307	-0.0675898	0.539544	0.80706	0.103693	0.644646	1.16543	1.95996	-0.805287	0.377696	0.427709	0.26309	0.477792	0.601815	0.519696	0.343274	0.314009	0.68245	0.431316	0.563662	0.472032	0.38016	0.300817	0.486403	0.527518	0.527758	0.521223	0.713766	0.65092	0.306698	0.32743	0.614061	0.535206	0.645305	0.685569	0.337377	0.258782	0.527556	0.474994	0.530907	0.507813	0.282477	0.392572	0.490359	0.352186	0.534929	0.53796	0.511509	0.434923	0.421277	0.687369	0.263703	0.417361	0.323432	0.507382	0.511399	0.574274	0.461519	0.686559	0.482741	0.532876	0.599989	0.534147	0.586055	0.550504	0.425632	0.44762	0.670413	0.575606	0.623693	0.579302	0.624306	0.409079	0.594091	0.420797	0.584925	0.40355	0.532829	0.552512	0.423771	0.669282	0.464637	0.522859	0.485103	0.413964	0.535907	0.526823	0.495189	0.387043	0.479402	0.477056	0.518722	0.570874	0.498849
g4	-1.33741	-1.68434	-1.15084	-0.543653	-0.98913	0.390213	0.550095	1.95996	-0.129643	-0.325031	0.672193	0.377712	-0.489332	-1.95996	-0.605177	0.380197	0.498492	0.574116	0.424116	0.507912	0.496885	0.504767	0.478763	0.552672	0.426025	0.516472	0.465193	0.417149	0.522836	0.488575	0.643689	0.438209	0.616437	0.537096	0.467593	0.513531	0.5985	0.36264	0.463784	0.753814	0.397072	0.204677	0.436751	0.551868	0.644056	0.43346	0.463461	0.441829	0.577439	0.494768	0.423801	0.458977	0.480284	0.4957	0.589758	0.477617	0.509538	0.339479	0.538884	0.509937	0.562737	0.598325	0.634596	0.39156	0.248946	0.468835	0.424905	0.501262	0.609216	0.581646	0.309491	0.429476	0.184263	0.567801	0.438103	0.602621	0.410791	0.45	0.652447	0.585835	0.513277	0.751444	0.474351	0.482911	0.544565	0.523153	0.675753	0.414926	0.326701	0.540771	0.547415	0.561648	0.613558	0.642431	0.618374	0.454046	0.59106	0.549691	0.571935	0.660439
g5	-0.955545	-0.141138	-1.14774	-1.78935	0.37558	0.254143	-1.34264	-1.95996	0.459666	1.50588	0.00127011	1.35523	1.46051	1.95996	1.31851	0.68758	0.522501	0.624936	0.504175	0.630793	0.463226	0.659404	0.583447	0.329187	0.59538	0.528961	0.486328	0.535318	0.631791	0.316995	0.544913	0.394565	0.528265	0.372308	0.447359	0.673652	0.447752	0.457719	0.537924	0.735095	0.476058	0.384707	0.379717	0.551682	0.625231	0.541	0.537615	0.717632	0.35789	0.630007	0.659452	0.382232	0.564722	0.544147	0.583461	0.71677	0.510994	0.422264	0.522024	0.405005	0.524724	0.56162	0.590302	0.439252	0.515265	0.662226	0.502952	0.383867	0.505893	0.640508	0.477944	0.539862	0.483749	0.47363	0.490777	0.443548	0.415045	0.393951	0.567965	0.418249	0.499783	0.620999	0.599812	0.388056	0.491881	0.466932	0.618728	0.449209	0.527879	0.476158	0.520402	0.626312	0.532104	0.499266	0.492812	0.538381	0.650833	0.523141	0.557834	0.392699
g6	-1.95996	-1.1694	-1.35448	-1.63256	-0.0755857	-0.445942	-0.575254	-1.18763	-1.00504	-0.232142	-1.35124	-0.240428	0.333815	1.95996	0.881915	0.68339	0.476707	0.551477	0.620772	0.421887	0.557444	0.439414	0.490348	0.507897	0.451743	0.467191	0.445113	0.444212	0.545681	0.361949	0.502486	0.426019	0.304044	0.335218	0.567975	0.472902	0.502017	0.603929	0.369244	0.349593	0.491575	0.491488	0.561538	0.466168	0.504844	0.430711	0.578085	0.549487	0.604529	0.467552	0.468979	0.401799	0.390924	0.637407	0.575463	0.557408	0.455428	0.639177	0.507882	0.636334	0.283351	0.272498	0.643195	0.479176	0.504664	0.360393	0.448405	0.571793	0.645871	0.351043	0.478175	0.586159	0.448492	0.575188	0.485565	0.530781	0.482758	0.702955	0.417671	0.601483	0.443458	0.522421	0.461968	0.50007	0.657654	0.339325	0.446048	0.307242	0.310599	0.431041	0.542036	0.538561	0.66447	0.485673	0.548561	0.425629	0.290462	0.532391	0.649608	0.373858
g7	-1.4467	-1.23658	-1.41703	-1.95996	-1.01755	-1.13427	-1.20762	-1.39637	0.0820014	0.497464	0.0144038	0.275406	0.975189	1.95996	1.28843	0.348869	0.643464	0.54107	0.640485	0.542462	0.518641	0.635637	0.451788	0.445067	0.521016	0.586125	0.310686	0.524833	0.601982	0.410944	0.509672	0.582391	0.291349	0.663194	0.548532	0.464869	0.333488	0.4525	0.761837	0.652596	0.499186	0.474011	0.470616	0.522915	0.661711	0.5795	0.494834	0.596009	0.460918	0.376337	0.733541	0.65633	0.479992	0.795762	0.5569	0.488914	0.625952	0.482565	0.272246	0.571019	0.503605	0.596735	0.560738	0.536407	0.564826	0.414322	0.335678	0.552465	0.338439	0.509335	0.44512	0.44719	0.360189	0.551648	0.592698	0.298733	0.498967	0.587424	0.523257	0.378252	0.28926	0.426823	0.256654	0.407688	0.540972	0.607349	0.521876	0.584968	0.469345	0.449689	0.504526	0.565634	0.521667	0.514346	0.384785	0.592428	0.57025	0.478563	0.505454	0.494494
g8	1.95996	0.887627	1.25765	1.38307	0.526959	0.751993	0.974642	1.16445	0.98684	0.730533	1.06201	-0.518207	-0.805479	-1.95996	-1.90836	0.610742	0.505666	0.389255	0.673452	0.548245	0.537652	0.617472	0.460939	0.484234	0.479801	0.476689	0.241019	0.647026	0.499841	0.549646	0.395922	0.798778	0.561204	0.726643	0.362387	0.597971	0.462782	0.523154	0.529476	0.472392	0.525295	0.692544	0.438618	0.483562	0.511509	0.469108	0.470921	0.58214	0.548153	0.456351	0.495452	0.491787	0.440497	0.393295	0.597436	0.401582	0.437279	0.534979	0.563347	0.443033	0.349975	0.395567	0.614464	0.675924	0.442752	0.361124	0.600985	0.463476	0.391959	0.382672	0.477976	0.529306	0.298753	0.372964	0.455536	0.452225	0.462058	0.488497	0.358613	0.505586	0.514836	0.488235	0.537734	0.63964	0.59357	0.468419	0.423934	0.542715	0.446972	0.426505	0.611137	0.363381	0.428758	0.523015	0.606318	0.524231	0.451326	0.497439	0.532385	0.428826
g9	-0.347951	-1.95996	-1.70723	-1.55371	-1.89806	-0.71551	0.0784744	1.95996	1.78941	0.968976	1.30651	0.613068	0.231464	-0.816652	-0.579108	0.399155	0.554438	0.419117	0.49952	0.580118	0.595032	0.516727	0.486327	0.328756	0.534753	0.545919	0.485232	0.430986	0.425299	0.544512	0.359055	0.42624	0.490269	0.282165	0.526979	0.591538	0.484061	0.256706	0.479723	0.298748	0.578886	0.491512	0.431812	0.706899	0.620357	0.454253	0.404734	0.581987	0.603657	0.632706	0.621515	0.52683	0.537336	0.648377	0.482035	0.391296	0.461466	0.485434	0.6601	0.401026	0.389678	0.462569	0.461343	0.349359	0.43007	0.512243	0.531972	0.648057	0.438595	0.57975	0.464112	0.404838	0.61256	0.426	0.597444	0.528267	0.392877	0.482928	0.566872	0.656643	0.464159	0.371023	0.339819	0.503242	0.465961	0.492483	0.48379	0.59399	0.643447	0.285285	0.412066	0.394642	0.485306	0.57315	0.562647	0.59991	0.535393	0.460698	0.50175	0.627126
g10	1.13897	1.84943	1.08961	0.537586	1.05874	-0.354118	-0.367797	-1.95996	-1.02804	-0.651721	-0.903308	0.355655	1.18978	1.95996	0.223228	0.537059	0.519005	0.489659	0.494401	0.531055	0.492562	0.666667	0.449625	0.693849	0.58676	0.551275	0.574241	0.454369	0.632489	0.492562	0.616331	0.658015	0.569688	0.433586	0.460831	0.444342	0.685048	0.56015	0.613434	0.263186	0.638947	0.393334	0.50563	0.533253	0.505829	0.386958	0.389765	0.435376	0.511064	0.473983	0.370958	0.433812	0.516177	0.631292	0.513388	0.460414	0.569727	0.458119	0.464728	0.517718	0.392066	0.300562	0.446193	0.466225	0.465217	0.796991	0.45661	0.545393	0.487839	0.463259	0.591422	0.469493	0.517313	0.450613	0.490273	0.575836	0.39839	0.529944	0.524981	0.581665	0.45439	0.653041	0.556537	0.486114	0.4543	0.343106	0.479721	0.536343	0.536785	0.565929	0.536849	0.5098	0.445336	0.552113	0.374622	0.754475	0.614752	0.364256	0.420538	0.507549
g11	-1.73011	-1.95996	-1.49255	-1.28677	-1.32191	-0.174353	0.704082	1.28478	1.08013	1.05915	1.95996	1.87462	1.74903	1.71014	1.93589	0.468833	0.480335	0.499797	0.507055	0.466762	0.616424	0.61187	0.475333	0.537738	0.567454	0.534737	0.478613	0.453408	0.784101	0.456839	0.496383	0.496846	0.442526	0.513612	0.543197	0.44181	0.482098	0.514986	0.664747	0.473149	0.452825	0.460244	0.658027	0.662419	0.317717	0.664994	0.284537	0.561424	0.630846	0.349518	0.597704	0.617033	0.440705	0.542059	0.350883	0.573767	0.680355	0.624725	0.480208	0.511454	0.439546	0.500604	0.551972	0.606305	0.390056	0.442564	0.395676	0.506106	0.46467	0.447579	0.423448	0.594749	0.514889	0.51201	0.418645	0.388755	0.650259	0.525028	0.391333	0.259134	0.443864	0.562982	0.476147	0.576783	0.44563	0.501906	0.386433	0.40574	0.366546	0.321696	0.533567	0.391599	0.520286	0.521189	0.682758	0.55778	0.563112	0.571653	0.603185	0.496836
