genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	-0.637638	-0.225049	-0.18754	-0.412589	-0.150032	-0.525113	-0.78767	-0.0375081	-0.712654	-0.825178	-0.300065	-0.262557	-0.900194	-0.600129	-0.675146	-0.337573	-0.450097	-0.375081	-0.937702	-0.862686	-0.750162	-0.562621	-0.487605	-0.0750162	-0.112524	0.411671	0.491751	0.513359	0.614651	0.606888	0.498128	0.465705	0.453091	0.69596	0.599374	0.64134	0.606641	0.515801	0.467815	0.362387	0.524424	0.415207	0.479317	0.544898	0.436508	0.415815	0.603765	0.315997	0.527202	0.298018	0.560257	0.509677	0.575116	0.460817	0.350614	0.512249	0.606743	0.425527	0.523014	0.506774	0.54859	0.548035	0.740524	0.437026	0.558072	0.465897	0.484501	0.56564	0.464573	0.378119	0.573411	0.486675	0.599306	0.572969	0.721114	0.678347	0.482312	0.370744	0.43482	0.367743	0.718722	0.487993	0.578308	0.539064	0.710537	0.413367	0.488411	0.60036	0.455887	0.775656	0.597273	0.444439	0.606762	0.420161	0.567784	0.642138	0.509852	0.592223	0.57181	0.463463
g1	-0.680001	-0.24	-0.2	-0.44	-0.16	-0.560001	-0.840001	-0.04	-0.760001	-0.880001	-0.32	-0.28	-0.960001	-0.640001	-0.720001	-0.36	-0.48	-0.4	-1.0	-0.920001	-0.800001	-0.600001	-0.520001	-0.0800001	-0.12	0.707172	0.631808	0.313874	0.590281	0.283859	0.551013	0.725045	0.482523	0.688883	0.600214	0.402204	0.700781	0.726924	0.524464	0.540305	0.620318	0.611629	0.609808	0.440106	0.472633	0.425211	0.461909	0.52858	0.624768	0.646078	0.709379	0.455127	0.347209	0.475363	0.43527	0.596146	0.463134	0.497953	0.705019	0.593229	0.361616	0.365387	0.450469	0.60176	0.591911	0.421826	0.773684	0.641876	0.562957	0.449501	0.42869	0.658321	0.60187	0.603585	0.587479	0.41073	0.508264	0.46663	0.538976	0.445865	0.435447	0.389978	0.494991	0.282509	0.458926	0.341657	0.589296	0.561104	0.439655	0.727684	0.384733	0.52425	0.682241	0.553907	0.689034	0.459465	0.539766	0.457845	0.488591	0.621768
g2	0.469262	0.165622	0.138018	0.30364	0.110415	0.386451	0.579677	0.0276037	0.52447	0.607281	0.220829	0.193226	0.662488	0.441659	0.496866	0.248433	0.331244	0.276037	0.690092	0.634884	0.552073	0.414055	0.358848	0.0552073	0.082811	0.604442	0.450498	0.549846	0.478278	0.587005	0.605107	0.519935	0.414521	0.578858	0.492505	0.578205	0.520494	0.445993	0.552951	0.460074	0.45355	0.520397	0.548082	0.4716	0.320968	0.612079	0.450235	0.431758	0.598304	0.55393	0.400019	0.365981	0.523864	0.588277	0.600771	0.54307	0.533546	0.406405	0.715785	0.531496	0.468124	0.266427	0.523094	0.500854	0.417858	0.639443	0.631417	0.498806	0.586809	0.491747	0.467523	0.766758	0.526278	0.53264	0.501196	0.531138	0.391794	0.527889	0.500251	0.281261	0.448742	0.476915	0.282794	0.420709	0.51616	0.569936	0.468444	0.4393	0.520011	0.490867	0.363568	0.463752	0.500795	0.576433	0.677459	0.326987	0.225073	0.412108	0.522045	0.367294
g3	-1.20188	-0.424193	-0.353494	-0.777686	-0.282795	-0.989783	-1.48467	-0.0706988	-1.34328	-1.55537	-0.56559	-0.494891	-1.69677	-1.13118	-1.27258	-0.636289	-0.848385	-0.706988	-1.76747	-1.62607	-1.41398	-1.06048	-0.919084	-0.141398	-0.212096	0.516918	0.673842	0.48077	0.335176	0.487623	0.544889	0.374407	0.535986	0.463201	0.595293	0.481419	0.414791	0.693042	0.474903	0.579095	0.675084	0.394947	0.609073	0.549875	0.717617	0.555518	0.540536	0.622625	0.437327	0.384741	0.24806	0.480966	0.604522	0.584904	0.477382	0.542865	0.735764	0.320976	0.531731	0.561205	0.443325	0.293798	0.538584	0.387458	0.516517	0.478934	0.49041	0.653486	0.392323	0.474722	0.446412	0.370395	0.581614	0.505749	0.606291	0.46386	0.478483	0.416952	0.402214	0.376865	0.408178	0.531228	0.470374	0.55403	0.333679	0.540301	0.448902	0.690563	0.360919	0.489352	0.737862	0.490307	0.514485	0.489594	0.526446	0.50714	0.499656	0.535491	0.408563	0.383793
g4	0.344905	0.121731	0.101443	0.223174	0.0811541	0.284039	0.426059	0.0202885	0.385482	0.446348	0.162308	0.14202	0.486925	0.324616	0.365193	0.182597	0.243462	0.202885	0.507213	0.466636	0.40577	0.304328	0.263751	0.040577	0.0608656	0.500803	0.411898	0.558413	0.491057	0.65271	0.486971	0.357459	0.69167	0.499093	0.424482	0.541611	0.613578	0.524433	0.569215	0.402193	0.565507	0.41882	0.496767	0.413503	0.562677	0.557657	0.471091	0.432717	0.536464	0.326155	0.563422	0.613364	0.604201	0.382058	0.509225	0.491377	0.595142	0.754049	0.590198	0.390927	0.716334	0.56418	0.44078	0.378562	0.479191	0.679824	0.529982	0.501167	0.416256	0.414117	0.727733	0.575924	0.427685	0.474232	0.520003	0.553078	0.35649	0.476728	0.332899	0.479341	0.593259	0.662055	0.395644	0.633267	0.686016	0.349069	0.540223	0.543605	0.499358	0.519302	0.693302	0.700806	0.654284	0.69699	0.50605	0.567046	0.42355	0.486044	0.496462	0.556296
g5	0.491934	0.173624	0.144686	0.31831	0.115749	0.405122	0.607683	0.0289373	0.549808	0.63662	0.231498	0.202561	0.694495	0.462997	0.520871	0.260436	0.347247	0.289373	0.723432	0.665558	0.578746	0.434059	0.376185	0.0578746	0.0868119	0.595247	0.345911	0.734838	0.650857	0.508233	0.535047	0.430215	0.616299	0.647902	0.5329	0.40474	0.374559	0.210129	0.411614	0.45795	0.536502	0.496965	0.377835	0.679835	0.485713	0.494334	0.4115	0.35948	0.694899	0.323569	0.589749	0.400403	0.346811	0.629552	0.618835	0.534499	0.536064	0.40287	0.445493	0.615862	0.612643	0.719362	0.427587	0.741959	0.490506	0.44139	0.47543	0.491956	0.72379	0.561034	0.475198	0.727093	0.451702	0.465945	0.468805	0.51073	0.599133	0.495135	0.432765	0.521502	0.50998	0.373167	0.649282	0.404976	0.732447	0.506996	0.409407	0.540076	0.582947	0.689729	0.381726	0.59124	0.553958	0.508327	0.522078	0.268153	0.392681	0.618956	0.456445	0.634146
g6	0.966743	0.341203	0.284336	0.625539	0.227469	0.796141	1.19421	0.0568672	1.08048	1.25108	0.454938	0.398071	1.36481	0.909876	1.02361	0.511805	0.682407	0.568672	1.42168	1.30795	1.13734	0.853008	0.739274	0.113734	0.170602	0.576768	0.438324	0.3268	0.654634	0.637464	0.518532	0.535152	0.519582	0.532476	0.648189	0.502896	0.635423	0.740221	0.581125	0.39799	0.548321	0.548171	0.659572	0.759305	0.316083	0.565893	0.601073	0.560823	0.501855	0.599425	0.533851	0.360606	0.387847	0.497607	0.391398	0.655301	0.682936	0.572119	0.539306	0.531542	0.5355	0.454603	0.667922	0.452293	0.696665	0.509726	0.540154	0.412409	0.518949	0.474348	0.218626	0.682673	0.42608	0.425971	0.678852	0.417378	0.654998	0.610963	0.571383	0.633123	0.518638	0.653883	0.353138	0.457342	0.505943	0.510402	0.591286	0.629818	0.402478	0.601251	0.493519	0.457609	0.488355	0.539472	0.637433	0.467513	0.525867	0.497005	0.366609	0.368039
g7	1.2998	0.458752	0.382294	0.841046	0.305835	1.07042	1.60563	0.0764587	1.45272	1.68209	0.61167	0.535211	1.83501	1.22334	1.37626	0.688129	0.917505	0.764587	1.91147	1.75855	1.52917	1.14688	0.993964	0.152917	0.229376	0.504317	0.607836	0.600883	0.552353	0.713775	0.41148	0.587283	0.473762	0.369682	0.369921	0.564492	0.352177	0.353481	0.571369	0.460886	0.480594	0.226514	0.635878	0.570879	0.404737	0.711867	0.429035	0.775055	0.662952	0.319556	0.400205	0.40884	0.382346	0.493519	0.624159	0.750015	0.469696	0.394766	0.504728	0.378158	0.511433	0.420209	0.561698	0.465079	0.467917	0.346669	0.421923	0.732606	0.540244	0.511432	0.69563	0.359498	0.480631	0.636959	0.561317	0.78125	0.646334	0.530066	0.516206	0.430981	0.56189	0.408449	0.594696	0.390235	0.596601	0.453509	0.428735	0.494481	0.321038	0.471576	0.451935	0.601455	0.337305	0.499271	0.702722	0.693151	0.442927	0.720737	0.412634	0.502779
g8	0.0315986	0.0111525	0.00929371	0.0204462	0.00743497	0.0260224	0.0390336	0.00185874	0.0353161	0.0408923	0.0148699	0.0130112	0.0446098	0.0297399	0.0334574	0.0167287	0.0223049	0.0185874	0.0464685	0.0427511	0.0371748	0.0278811	0.0241636	0.00371748	0.00557623	0.611416	0.370619	0.40702	0.390967	0.519636	0.441305	0.459944	0.456431	0.491856	0.661419	0.517998	0.626941	0.622064	0.337633	0.630691	0.576993	0.531489	0.626605	0.339003	0.328489	0.480727	0.685769	0.608309	0.352369	0.371274	0.490825	0.416443	0.219266	0.651627	0.454773	0.638172	0.573043	0.554457	0.484989	0.509557	0.635681	0.675309	0.577863	0.429042	0.580814	0.417405	0.339885	0.34311	0.266554	0.670179	0.46295	0.684944	0.560457	0.572642	0.546951	0.227732	0.378907	0.29535	0.629006	0.406112	0.406335	0.418862	0.549327	0.674144	0.428268	0.499799	0.48781	0.452696	0.466186	0.534964	0.367093	0.605676	0.583393	0.567568	0.562498	0.507123	0.572148	0.457712	0.402277	0.582427
g9	-0.743728	-0.262492	-0.218743	-0.481236	-0.174995	-0.612482	-0.918723	-0.0437487	-0.831225	-0.962471	-0.34999	-0.306241	-1.04997	-0.699979	-0.787476	-0.393738	-0.524984	-0.437487	-1.09372	-1.00622	-0.874974	-0.65623	-0.568733	-0.0874974	-0.131246	0.617275	0.507258	0.306744	0.485794	0.555393	0.621841	0.545854	0.693672	0.346217	0.589205	0.416642	0.378537	0.29508	0.602381	0.502575	0.589486	0.46749	0.586155	0.437425	0.337874	0.495391	0.450686	0.363437	0.616943	0.519497	0.488715	0.359675	0.528945	0.590254	0.533876	0.411091	0.387787	0.599901	0.46622	0.373213	0.515471	0.630191	0.33252	0.475106	0.544478	0.708946	0.473975	0.434831	0.325288	0.475202	0.50049	0.397007	0.488424	0.464671	0.283164	0.426262	0.577934	0.462794	0.491257	0.502283	0.680897	0.360534	0.475354	0.378637	0.714753	0.52256	0.363773	0.591897	0.630146	0.579411	0.638947	0.514951	0.485147	0.465538	0.482203	0.578398	0.331729	0.333306	0.589982	0.674989
