genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	0.33642	0.807409	1.34568	0.0672841	0.672841	0.740125	1.61482	0.269136	1.48025	1.6821	1.54753	0.538273	0.941977	0.201852	0.874693	0.403705	1.14383	1.21111	0.134568	1.41297	0.470989	1.00926	0.605557	1.2784	1.07655	0.519152	0.510486	0.416772	0.230877	0.536454	0.33319	0.337998	0.58581	0.358972	0.44579	0.309509	0.366315	0.368315	0.292353	0.501148	0.550471	0.528727	0.494178	0.212558	0.420066	0.281793	0.566066	0.332004	0.479516	0.436569	0.436577	0.231265	0.437174	0.455097	0.21518	0.325807	0.523931	0.485845	0.676516	0.288891	0.439243	0.393987	0.398613	0.408838	0.55469	0.35123	0.32018	0.490708	0.441901	0.38372	0.440005	0.393816	0.36042	0.312968	0.474869	0.324391	0.389072	0.756901	0.616338	0.376408	0.46027	0.570947	0.312019	0.386303	0.551538	0.349785	0.484113	0.675089	0.576878	0.394229	0.613369	0.30613	0.456494	0.457536	0.298198	0.383205	0.321127	0.539705	0.651395	0.246872
g1	0.181748	0.436195	0.726992	0.0363496	0.363496	0.399846	0.87239	0.145398	0.799691	0.90874	0.836041	0.290797	0.508894	0.109049	0.472545	0.218098	0.617943	0.654293	0.0726992	0.763341	0.254447	0.545244	0.327146	0.690642	0.581594	0.349294	0.629116	0.465569	0.355166	0.431078	0.567964	0.387901	0.430858	0.269564	0.519503	0.313827	0.521597	0.589243	0.383101	0.406238	0.501792	0.589329	0.636323	0.591395	0.339505	0.453342	0.4814	0.55614	0.403746	0.444801	0.461251	0.52688	0.554548	0.452809	0.500192	0.593283	0.562474	0.353092	0.399779	0.362668	0.263594	0.637308	0.30725	0.350284	0.557706	0.526953	0.425747	0.312014	0.450781	0.427722	0.436256	0.368476	0.454327	0.469123	0.356581	0.521796	0.310968	0.245128	0.466188	0.460573	0.538247	0.436006	0.453402	0.418206	0.390496	0.362443	0.536984	0.37905	0.333514	0.564508	0.492232	0.389087	0.547536	0.628891	0.590114	0.57449	0.432589	0.404703	0.392565	0.392577
g2	0.380837	0.91401	1.52335	0.0761675	0.761675	0.837842	1.82802	0.30467	1.67568	1.90419	1.75185	0.60934	1.06634	0.228502	0.990177	0.457005	1.29485	1.37101	0.152335	1.59952	0.533172	1.14251	0.685507	1.44718	1.21868	0.329782	0.554695	0.467289	0.450996	0.682973	0.568827	0.421066	0.466678	0.565336	0.481763	0.594781	0.324489	0.520863	0.264399	0.640102	0.524949	0.573466	0.441609	0.514623	0.495669	0.438332	0.424902	0.367661	0.595847	0.344216	0.581679	0.382292	0.249649	0.432145	0.397594	0.495391	0.526475	0.516968	0.464881	0.517072	0.572144	0.341111	0.559122	0.193245	0.365102	0.498145	0.391289	0.397175	0.528667	0.434669	0.387745	0.44249	0.490303	0.539298	0.404974	0.4355	0.559564	0.526323	0.428827	0.368489	0.495225	0.55327	0.400925	0.339929	0.237666	0.507737	0.403949	0.540129	0.260762	0.574332	0.494969	0.304637	0.637811	0.32048	0.315982	0.457435	0.302648	0.650804	0.610274	0.529317
g3	-0.0514128	-0.123391	-0.205651	-0.0102826	-0.102826	-0.113108	-0.246781	-0.0411302	-0.226216	-0.257064	-0.236499	-0.0822605	-0.143956	-0.0308477	-0.133673	-0.0616954	-0.174804	-0.185086	-0.0205651	-0.215934	-0.0719779	-0.154238	-0.0925431	-0.195369	-0.164521	0.614483	0.382623	0.428013	0.535291	0.638886	0.593576	0.373919	0.39647	0.348404	0.481603	0.267813	0.469724	0.430364	0.453663	0.565227	0.455882	0.609386	0.620414	0.528653	0.640345	0.473598	0.685616	0.358752	0.421466	0.414175	0.309289	0.477892	0.568294	0.258908	0.462565	0.458602	0.379224	0.667209	0.632079	0.426464	0.422711	0.420721	0.455296	0.362017	0.428297	0.497728	0.439239	0.484352	0.432076	0.436423	0.551332	0.509378	0.366376	0.643624	0.746842	0.299397	0.400817	0.275044	0.561549	0.332657	0.384778	0.274715	0.405249	0.416948	0.461032	0.71282	0.459444	0.387451	0.549384	0.348509	0.476457	0.470886	0.579317	0.322452	0.442043	0.393196	0.588338	0.588921	0.402256	0.308458
g4	-0.201341	-0.483219	-0.805365	-0.0402683	-0.402683	-0.442951	-0.966438	-0.161073	-0.885902	-1.00671	-0.92617	-0.322146	-0.563756	-0.120805	-0.523487	-0.24161	-0.68456	-0.724829	-0.0805365	-0.845634	-0.281878	-0.604024	-0.362414	-0.765097	-0.644292	0.445044	0.520823	0.570411	0.562275	0.404835	0.503267	0.428662	0.342062	0.585163	0.363336	0.468692	0.565102	0.444558	0.320008	0.282911	0.602268	0.538043	0.505128	0.501875	0.470809	0.634236	0.610903	0.567511	0.56935	0.421478	0.480481	0.713093	0.552826	0.458969	0.159045	0.676219	0.61018	0.494345	0.541476	0.498083	0.212249	0.537427	0.671098	0.370082	0.38305	0.486705	0.537568	0.515298	0.329193	0.61152	0.519056	0.497002	0.508634	0.419665	0.499481	0.347638	0.577638	0.657167	0.400038	0.502656	0.425243	0.491509	0.29157	0.432624	0.477921	0.546099	0.426016	0.583649	0.639735	0.567103	0.435272	0.416342	0.377332	0.485803	0.499147	0.385878	0.350079	0.58121	0.38742	0.305173
g5	-0.369105	-0.885852	-1.47642	-0.073821	-0.73821	-0.812031	-1.7717	-0.295284	-1.62406	-1.84552	-1.69788	-0.590568	-1.03349	-0.221463	-0.959673	-0.442926	-1.25496	-1.32878	-0.147642	-1.55024	-0.516747	-1.10731	-0.664389	-1.4026	-1.18114	0.363647	0.505841	0.382531	0.396565	0.336659	0.45168	0.448808	0.327064	0.658163	0.374811	0.451349	0.525317	0.426579	0.514934	0.444367	0.37739	0.397494	0.638028	0.35054	0.490103	0.352874	0.526591	0.520752	0.41647	0.452896	0.258561	0.592428	0.487474	0.423086	0.417575	0.492958	0.350015	0.34751	0.503211	0.51163	0.451849	0.437999	0.457549	0.484856	0.480513	0.506392	0.487729	0.368196	0.470435	0.565082	0.387877	0.418233	0.41416	0.421996	0.466635	0.419993	0.495108	0.690261	0.530844	0.311168	0.384872	0.406542	0.660079	0.373117	0.349401	0.495548	0.433842	0.296438	0.242143	0.394294	0.394404	0.218272	0.625818	0.369114	0.441921	0.38857	0.451816	0.430418	0.412124	0.449379
g6	0.225309	0.540741	0.901235	0.0450618	0.450618	0.495679	1.08148	0.180247	0.991359	1.12654	1.03642	0.360494	0.630865	0.135185	0.585803	0.270371	0.76605	0.811112	0.0901235	0.946297	0.315432	0.675926	0.405556	0.856173	0.720988	0.40195	0.396054	0.546301	0.448531	0.372076	0.464497	0.487513	0.418505	0.51844	0.54687	0.389648	0.533793	0.494045	0.474904	0.572894	0.460311	0.571729	0.53433	0.248272	0.402451	0.384029	0.201005	0.545215	0.389473	0.699895	0.329989	0.570322	0.460872	0.637756	0.453215	0.432254	0.285745	0.362069	0.447719	0.48056	0.505279	0.402957	0.380535	0.579667	0.409666	0.557024	0.515228	0.44332	0.583505	0.325566	0.36178	0.508994	0.401858	0.501434	0.192447	0.632914	0.589509	0.554571	0.354293	0.508554	0.36171	0.45549	0.523596	0.393048	0.608084	0.29589	0.447641	0.543967	0.438413	0.459691	0.425687	0.341992	0.417792	0.408103	0.359256	0.375158	0.482113	0.428867	0.393294	0.53991
g7	-0.001855	-0.00445201	-0.00742002	-0.000371001	-0.00371001	-0.00408101	-0.00890402	-0.001484	-0.00816202	-0.00927502	-0.00853302	-0.00296801	-0.00519401	-0.001113	-0.00482301	-0.00222601	-0.00630702	-0.00667802	-0.000742002	-0.00779102	-0.00259701	-0.00556501	-0.00333901	-0.00704902	-0.00593602	0.27052	0.56577	0.31705	0.642593	0.510085	0.214198	0.436665	0.583485	0.454887	0.399063	0.391737	0.471425	0.351505	0.423168	0.403293	0.403924	0.510708	0.394526	0.433949	0.463269	0.495171	0.244459	0.277271	0.456485	0.363532	0.579539	0.667056	0.454639	0.302398	0.56142	0.65258	0.422083	0.613946	0.56043	0.432982	0.322822	0.321573	0.432236	0.5538	0.395078	0.428507	0.366903	0.536913	0.363517	0.572686	0.50465	0.400493	0.345384	0.400058	0.700031	0.407561	0.648454	0.497902	0.398201	0.703735	0.456522	0.456575	0.490492	0.517139	0.583283	0.305946	0.458935	0.466117	0.567319	0.493922	0.427612	0.327597	0.644752	0.550658	0.544103	0.323483	0.292417	0.406448	0.518865	0.226635
g8	-0.0110461	-0.0265106	-0.0441844	-0.00220922	-0.0220922	-0.0243014	-0.0530213	-0.00883688	-0.0486029	-0.0552305	-0.0508121	-0.0176738	-0.0309291	-0.00662766	-0.0287199	-0.0132553	-0.0375567	-0.039766	-0.00441844	-0.0463936	-0.0154645	-0.0331383	-0.019883	-0.0419752	-0.0353475	0.548384	0.582722	0.447088	0.587302	0.419183	0.442042	0.158312	0.584023	0.579333	0.64516	0.543223	0.584596	0.460982	0.548389	0.409759	0.411449	0.397359	0.644391	0.481813	0.407692	0.333939	0.497529	0.531338	0.414353	0.505347	0.580802	0.33662	0.551582	0.525983	0.41847	0.474305	0.562541	0.614728	0.381355	0.176081	0.497987	0.498389	0.432724	0.441192	0.512413	0.404988	0.338951	0.398302	0.432554	0.335679	0.277454	0.405009	0.321468	0.509268	0.456245	0.573376	0.338984	0.357304	0.480989	0.42574	0.335025	0.361372	0.378842	0.336265	0.457049	0.440802	0.455081	0.390189	0.473322	0.688187	0.443109	0.548441	0.385202	0.485319	0.548142	0.504534	0.454603	0.33894	0.476037	0.420364
g9	0.104406	0.250575	0.417625	0.0208812	0.208812	0.229694	0.50115	0.083525	0.459387	0.522031	0.480269	0.16705	0.292337	0.0626437	0.271456	0.125287	0.354981	0.375862	0.0417625	0.438506	0.146169	0.313219	0.187931	0.396744	0.3341	0.56526	0.587888	0.217094	0.414121	0.412671	0.349714	0.603093	0.21607	0.319183	0.465662	0.48711	0.582051	0.411896	0.35052	0.39503	0.391774	0.37867	0.365423	0.54283	0.562116	0.412721	0.270665	0.519152	0.364593	0.507633	0.442089	0.231212	0.49175	0.424674	0.497027	0.528893	0.450784	0.581718	0.557769	0.513904	0.431568	0.327848	0.337601	0.431911	0.279742	0.618529	0.429687	0.508904	0.319137	0.45861	0.376789	0.602954	0.366978	0.386258	0.584816	0.547824	0.491261	0.576627	0.391571	0.386522	0.279474	0.439032	0.522775	0.432423	0.353831	0.398171	0.499222	0.458932	0.484618	0.429215	0.283885	0.294337	0.511043	0.509963	0.46728	0.513445	0.342831	0.420585	0.627006	0.277387
