genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149
g0	-1.54111	-0.558578	-1.08163	-1.74781	-1.86464	1.67398	1.4843	1.40498	1.95996	1.02142	0.847626	-0.0338896	-1.50296	-0.742943	-0.394988	0.621579	-0.945594	-0.978247	-1.26013	-1.95996	0.561391	0.172895	0.497177	0.557062	0.487853	0.620004	0.350803	0.609132	0.412347	0.555913	0.550008	0.564008	0.413789	0.532685	0.47767	0.56598	0.506008	0.474415	0.647647	0.564066	0.40095	0.737544	0.64777	0.447561	0.534362	0.501074	0.370278	0.312967	0.448261	0.549585	0.327396	0.418821	0.500163	0.793241	0.561471	0.502922	0.493015	0.654882	0.594085	0.331967	0.536129	0.441074	0.572831	0.576072	0.572195	0.479387	0.545089	0.521656	0.419208	0.55755	0.481646	0.531657	0.64848	0.415455	0.447791	0.5505	0.54346	0.387202	0.420297	0.371791	0.650685	0.493828	0.347064	0.834553	0.605076	0.421545	0.673049	0.574571	0.472439	0.582017	0.63372	0.636923	0.540152	0.571077	0.676489	0.360359	0.500815	0.334199	0.723966	0.67595	0.578375	0.450578	0.430376	0.513969	0.596781	0.829572	0.455463	0.340309	0.554399	0.460586	0.52862	0.679318	0.359858	0.611145	0.406001	0.461635	0.685465	0.469599	0.466257	0.594814	0.446565	0.359453	0.470346	0.449625	0.454483	0.497849	0.344593	0.215948	0.663231	0.478763	0.745565	0.638119	0.447822	0.348717	0.789383	0.406801	0.586178	0.290489	0.666943	0.401633	0.645932	0.605643	0.263552	0.599327	0.460866	0.495071	0.586595	0.552533	0.621427	0.475917
g1	-1.49227	-1.95996	-1.77334	-1.30867	-0.763251	-0.879493	-0.824225	-0.175192	-0.241549	0.120466	0.222019	0.951805	1.8612	0.923217	0.649154	0.0570995	0.113916	1.02087	1.42919	1.95996	0.452908	0.525353	0.381965	0.479284	0.523586	0.446164	0.414343	0.694265	0.509426	0.278553	0.519999	0.537086	0.587649	0.494293	0.440352	0.588215	0.545285	0.470706	0.608637	0.356798	0.588945	0.428306	0.584987	0.621277	0.298686	0.328439	0.46583	0.463323	0.355613	0.452122	0.433141	0.378226	0.489645	0.854647	0.211893	0.38752	0.439912	0.521857	0.551253	0.613426	0.359871	0.520453	0.572334	0.647909	0.343928	0.679451	0.47635	0.395114	0.449809	0.570131	0.515669	0.431523	0.450875	0.655897	0.477092	0.539254	0.442178	0.459982	0.6745	0.471411	0.319849	0.507119	0.409881	0.359737	0.306536	0.399806	0.414307	0.364057	0.466528	0.439608	0.29111	0.417675	0.471594	0.647672	0.635936	0.584274	0.671022	0.663739	0.522476	0.676123	0.526915	0.33021	0.409789	0.497786	0.45779	0.495553	0.491742	0.488232	0.743332	0.678398	0.308026	0.48001	0.395667	0.432286	0.272953	0.616774	0.60217	0.374255	0.511891	0.517443	0.697803	0.56348	0.535901	0.434476	0.578405	0.44225	0.767677	0.361243	0.388062	0.262657	0.465004	0.657076	0.453175	0.66876	0.622059	0.403893	0.485521	0.498505	0.343598	0.511728	0.594657	0.516671	0.444388	0.226873	0.464767	0.585009	0.507618	0.695197	0.659745	0.380316
g2	-1.66425	-1.95996	-0.88867	-0.488195	-0.37165	-0.548653	-0.169357	-0.0827874	-0.220287	0.107916	0.601127	0.896718	1.45981	1.31776	1.08704	0.947022	1.2371	1.39347	1.69256	1.95996	0.481478	0.525788	0.484484	0.49056	0.235583	0.273304	0.439748	0.434482	0.346935	0.49009	0.556403	0.631135	0.475677	0.558981	0.352803	0.498277	0.360797	0.417242	0.43988	0.313049	0.46057	0.469857	0.605382	0.565942	0.305005	0.364135	0.642757	0.434742	0.212261	0.486255	0.491912	0.338433	0.389004	0.326768	0.602913	0.409547	0.564662	0.284977	0.541274	0.488495	0.61871	0.49821	0.37793	0.416328	0.535193	0.695944	0.343984	0.595915	0.459621	0.531728	0.406593	0.64618	0.391078	0.618954	0.439508	0.388804	0.464554	0.693755	0.468476	0.590947	0.420389	0.579417	0.50647	0.4772	0.422203	0.541957	0.615021	0.471095	0.612718	0.402308	0.431602	0.387602	0.42416	0.3612	0.465637	0.457972	0.612736	0.451808	0.306362	0.635943	0.353456	0.616376	0.565185	0.652346	0.505418	0.460671	0.713832	0.230142	0.44591	0.567297	0.526121	0.506582	0.428158	0.778094	0.717353	0.397152	0.32387	0.411012	0.644069	0.52285	0.587352	0.33331	0.634244	0.471111	0.79545	0.548969	0.529265	0.523651	0.642313	0.348677	0.310176	0.600029	0.512047	0.508537	0.725701	0.532589	0.538897	0.627873	0.460518	0.501194	0.353137	0.503014	0.558626	0.511527	0.556116	0.482106	0.63573	0.573712	0.586559	0.481701
g3	1.44544	1.95996	1.41679	0.657126	-0.000139872	0.853033	0.514048	0.0816785	0.417051	-0.3886	-0.601047	-1.5932	-1.95996	-1.0975	0.570868	1.04545	0.865544	0.667062	0.00423798	-0.444251	0.457521	0.448569	0.284291	0.467428	0.457707	0.695896	0.414694	0.3945	0.408989	0.715302	0.39752	0.51984	0.565061	0.513967	0.503264	0.402991	0.451807	0.512431	0.300916	0.702418	0.621596	0.492556	0.346242	0.458826	0.274941	0.399253	0.448617	0.419451	0.376015	0.465476	0.473289	0.600509	0.32874	0.529109	0.505086	0.354809	0.53548	0.431613	0.400604	0.607215	0.223429	0.550307	0.609104	0.30122	0.741015	0.481773	0.682717	0.436369	0.304314	0.372687	0.532388	0.544625	0.457762	0.394127	0.541436	0.390314	0.476261	0.440927	0.295791	0.48059	0.625932	0.47881	0.542857	0.4475	0.519869	0.734644	0.538753	0.518229	0.482339	0.460068	0.44681	0.691739	0.445023	0.257978	0.367267	0.414023	0.59903	0.382188	0.438146	0.496451	0.35684	0.617294	0.454077	0.51392	0.406068	0.485089	0.496355	0.469013	0.621966	0.582491	0.56847	0.344526	0.384951	0.425974	0.394179	0.468956	0.484622	0.41035	0.770598	0.512113	0.563796	0.487154	0.363704	0.545004	0.443609	0.363252	0.436946	0.374555	0.560281	0.521052	0.614551	0.650261	0.747885	0.349635	0.228135	0.816472	0.600784	0.733826	0.429158	0.362842	0.391313	0.464841	0.492044	0.462637	0.18094	0.637708	0.519423	0.744823	0.715631	0.496008
g4	-0.87054	-1.95996	-1.6735	-1.41689	1.0241	-0.727853	-0.588149	-0.328287	-1.40801	-1.15671	-0.251615	0.381673	1.95996	1.78571	-0.0387409	-0.530466	-0.0889947	0.223867	0.437156	0.593996	0.755892	0.521603	0.472325	0.676025	0.525044	0.430846	0.512826	0.64786	0.557033	0.714254	0.519559	0.430556	0.507168	0.506997	0.382183	0.379026	0.398971	0.445958	0.51433	0.415211	0.496856	0.287722	0.529465	0.478722	0.592186	0.563157	0.455896	0.693647	0.519889	0.415267	0.467192	0.470662	0.466418	0.574943	0.586733	0.463331	0.646841	0.722549	0.525958	0.359051	0.794086	0.583717	0.582329	0.580628	0.395346	0.519189	0.741775	0.530109	0.628034	0.541168	0.449551	0.443768	0.500562	0.355052	0.53336	0.774648	0.485994	0.489008	0.450198	0.374582	0.399976	0.386802	0.52223	0.664068	0.355375	0.674065	0.513598	0.514682	0.486655	0.563857	0.509226	0.576605	0.530213	0.689599	0.426447	0.425401	0.515601	0.427569	0.38153	0.436213	0.428753	0.406076	0.533478	0.498749	0.580491	0.421817	0.615733	0.554978	0.681046	0.374214	0.221013	0.521237	0.696758	0.633454	0.526842	0.518683	0.246255	0.298749	0.375725	0.481345	0.67492	0.683857	0.658348	0.503403	0.632038	0.706899	0.469283	0.577443	0.595011	0.536555	0.515505	0.471534	0.652532	0.54116	0.330174	0.70969	0.443693	0.520626	0.516718	0.43586	0.541177	0.880842	0.430186	0.258827	0.454384	0.583113	0.444235	0.585092	0.637649	0.578373
g5	-0.967504	-1.95996	-0.970706	-0.79111	-0.145736	-0.297558	-0.218185	-0.00874154	-1.50439	-1.09446	-0.389229	0.137253	0.269395	-0.0418655	-0.694603	-1.20223	-0.680621	-0.266896	1.1041	1.95996	0.376353	0.300653	0.418144	0.497769	0.454974	0.561127	0.563358	0.311457	0.54972	0.461471	0.184053	0.430339	0.389097	0.33288	0.654084	0.404088	0.560428	0.571586	0.687835	0.314231	0.406455	0.385807	0.373103	0.333565	0.513297	0.546659	0.557733	0.430131	0.763197	0.550992	0.494917	0.6194	0.343789	0.730359	0.373317	0.456501	0.460226	0.466892	0.586368	0.319009	0.508434	0.484195	0.449939	0.689114	0.528176	0.570787	0.302328	0.868963	0.412431	0.320081	0.459547	0.618639	0.573046	0.499106	0.409062	0.396988	0.307932	0.587056	0.402413	0.30504	0.395589	0.464652	0.522835	0.617235	0.695119	0.472749	0.530607	0.578615	0.598472	0.596409	0.459468	0.454404	0.486085	0.538666	0.574291	0.568656	0.566018	0.380008	0.658933	0.409749	0.567447	0.4934	0.327425	0.229694	0.442191	0.501588	0.522633	0.302748	0.379031	0.590569	0.581201	0.410219	0.251938	0.347978	0.602625	0.487967	0.881924	0.430848	0.860643	0.455431	0.416995	0.444104	0.615244	0.680615	0.482672	0.695948	0.573472	0.539346	0.456026	0.608056	0.501235	0.518408	0.430117	0.601281	0.45474	0.638133	0.676121	0.385243	0.237573	0.504942	0.47654	0.652972	0.415684	0.437748	0.441975	0.575586	0.631351	0.659354	0.757229	0.60997
g6	1.53727	1.95996	-0.236413	-0.341306	-0.583691	0.60733	-0.323415	-0.593002	1.19013	0.497476	-1.09233	-1.75862	-1.95996	-1.64443	0.50829	1.11292	-0.339687	-0.584994	-0.621458	-1.36314	0.738572	0.592868	0.627926	0.484464	0.481891	0.550193	0.574024	0.524943	0.553879	0.586189	0.556268	0.604514	0.568539	0.645793	0.627773	0.273228	0.379106	0.564636	0.634258	0.59436	0.764653	0.445402	0.472471	0.499378	0.631939	0.288518	0.399855	0.732939	0.366184	0.591173	0.447117	0.763612	0.643426	0.396458	0.692919	0.402284	0.353118	0.492772	0.613583	0.59981	0.301743	0.627968	0.299091	0.695343	0.307135	0.611823	0.400473	0.527203	0.388478	0.379159	0.390285	0.497612	0.442304	0.398031	0.575827	0.369792	0.521937	0.589757	0.527933	0.55172	0.540519	0.506041	0.556337	0.573997	0.462223	0.475066	0.49017	0.451944	0.640153	0.609256	0.151318	0.525566	0.559294	0.507343	0.306869	0.523025	0.562085	0.694615	0.366009	0.517655	0.53629	0.716474	0.432971	0.459278	0.638671	0.594376	0.541901	0.635749	0.55867	0.465856	0.477761	0.340136	0.556475	0.462876	0.508799	0.484121	0.566502	0.627546	0.565841	0.577918	0.5533	0.721656	0.348839	0.458402	0.473693	0.739255	0.4742	0.488926	0.579715	0.373097	0.30536	0.566285	0.547834	0.732488	0.423102	0.679613	0.513492	0.442236	0.51516	0.427218	0.422956	0.518943	0.550269	0.21986	0.512412	0.775282	0.71137	0.423298	0.651367	0.555017
g7	-1.85872	-1.95996	-1.69895	-1.20242	-1.03788	-1.14369	-0.723006	-0.520782	-0.827048	-0.330139	-0.315974	-0.0598925	0.669793	-0.257871	-0.577151	-1.08988	-0.608695	-0.14165	0.278505	1.95996	0.272447	0.624075	0.604728	0.500748	0.39939	0.613296	0.570475	0.542801	0.661955	0.215331	0.364785	0.594795	0.463662	0.368065	0.510779	0.458695	0.384213	0.408762	0.471161	0.692656	0.484318	0.352741	0.589889	0.456934	0.369583	0.223158	0.385362	0.462686	0.631209	0.560768	0.419679	0.268037	0.466121	0.533508	0.379149	0.610774	0.462541	0.525624	0.552625	0.40535	0.482696	0.566059	0.376962	0.488169	0.482268	0.306683	0.604156	0.52039	0.500098	0.593746	0.522549	0.564108	0.556797	0.420549	0.410834	0.409846	0.448243	0.395739	0.636804	0.455567	0.507462	0.318862	0.513275	0.468501	0.504672	0.471754	0.560931	0.307569	0.471937	0.461122	0.617227	0.685112	0.476312	0.575901	0.249844	0.403412	0.473968	0.312585	0.542328	0.565014	0.71723	0.388508	0.346473	0.556207	0.645828	0.446186	0.61072	0.284611	0.638316	0.318173	0.676044	0.643749	0.511174	0.643776	0.428518	0.444735	0.541059	0.375588	0.714435	0.353956	0.346113	0.464117	0.771245	0.469547	0.540561	0.516999	0.533856	0.214229	0.572097	0.40601	0.556933	0.798879	0.633443	0.500206	0.540116	0.724221	0.659064	0.332739	0.552587	0.253839	0.527223	0.341607	0.381198	0.516845	0.679032	0.62814	0.527199	0.579108	0.697476	0.696248
g8	-1.92149	-1.95996	-1.53741	-1.35458	-1.07481	-1.39208	-1.20784	-1.04593	-1.54237	-1.29725	0.048597	0.713106	0.849908	0.661406	0.582392	0.476372	1.01426	1.31746	1.40211	1.95996	0.317843	0.407669	0.553687	0.574362	0.526448	0.632601	0.594153	0.597146	0.442226	0.565991	0.535036	0.567316	0.335888	0.461843	0.555296	0.309049	0.214062	0.615399	0.510326	0.416172	0.720988	0.277071	0.44828	0.481759	0.598119	0.497741	0.550282	0.548093	0.557159	0.799098	0.395355	0.259969	0.386062	0.305991	0.686764	0.535411	0.423295	0.660568	0.404864	0.350256	0.44987	0.424732	0.365194	0.335498	0.543355	0.477005	0.62867	0.616766	0.524345	0.549455	0.437156	0.585209	0.601332	0.319146	0.376674	0.56632	0.632176	0.628252	0.726079	0.426098	0.533313	0.499375	0.581363	0.590983	0.301745	0.727266	0.706015	0.608817	0.489737	0.677953	0.6782	0.541811	0.386684	0.463755	0.413124	0.590791	0.442671	0.525624	0.294873	0.608565	0.496774	0.580782	0.644187	0.333374	0.436641	0.454075	0.563207	0.481819	0.453585	0.386941	0.275621	0.375982	0.537534	0.624849	0.554765	0.405647	0.644167	0.605243	0.371772	0.455353	0.829668	0.573729	0.559196	0.476447	0.668087	0.418266	0.551988	0.531374	0.420014	0.34581	0.373144	0.558562	0.379547	0.409095	0.447723	0.36638	0.528386	0.492844	0.648292	0.48761	0.618108	0.525494	0.704627	0.155089	0.668951	0.643376	0.552189	0.480014	0.41545	0.742196
g9	1.60685	1.95996	1.73601	1.14863	1.10828	1.34138	1.2895	0.770732	1.07169	0.141375	-0.326288	-0.593589	-1.84254	-1.59168	-0.386189	0.479415	0.450583	-0.758425	-0.996655	-1.95996	0.583652	0.402341	0.458024	0.526052	0.518019	0.639503	0.685921	0.239106	0.445886	0.434915	0.524699	0.523861	0.464341	0.47805	0.590006	0.470855	0.468621	0.655599	0.526756	0.462042	0.367997	0.206258	0.281823	0.4831	0.610041	0.606897	0.587743	0.609365	0.415012	0.424461	0.43846	0.589179	0.417249	0.270975	0.287084	0.357338	0.312663	0.674493	0.417731	0.477692	0.526011	0.414525	0.643756	0.556928	0.585579	0.57772	0.645938	0.531189	0.374337	0.573869	0.562426	0.424332	0.616014	0.418678	0.643284	0.531775	0.581771	0.568727	0.63392	0.605336	0.401295	0.551056	0.610963	0.622477	0.450239	0.460158	0.476208	0.346502	0.481059	0.628229	0.571083	0.743267	0.667883	0.633563	0.414232	0.511261	0.545135	0.542148	0.623532	0.352394	0.544826	0.650817	0.736769	0.470307	0.616391	0.509147	0.389983	0.498569	0.582509	0.586141	0.45919	0.539801	0.48275	0.593823	0.368048	0.545915	0.584792	0.406556	0.439729	0.579949	0.344432	0.376795	0.510803	0.185589	0.628858	0.438366	0.556737	0.426816	0.358748	0.474439	0.469963	0.642515	0.390113	0.414051	0.347513	0.514715	0.397412	0.332974	0.526978	0.534595	0.542107	0.637682	0.695094	0.460826	0.369581	0.4897	0.621429	0.620772	0.844194	0.468385
