genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	-0.298404	-1.10378	-1.2666	-1.82246	-0.0122938	-0.763209	-1.21105	-0.73281	-1.95996	-0.229935	1.06302	0.802592	1.95996	1.08761	1.31629	0.390754	0.441778	0.626464	0.682222	0.529815	0.59157	0.479953	0.434644	0.716865	0.300814	0.344042	0.493398	0.800893	0.473849	0.582619	0.735247	0.554814	0.479876	0.452585	0.444757	0.549847	0.574267	0.529821	0.472102	0.592381	0.431082	0.394066	0.622789	0.544732	0.624287	0.408174	0.418627	0.451494	0.604303	0.302082	0.653487	0.67556	0.588362	0.594604	0.398976	0.631318	0.674174	0.568555	0.492606	0.368703	0.545119	0.601483	0.266928	0.544842	0.493473	0.448936	0.430162	0.422315	0.442877	0.65683	0.449572	0.438489	0.487756	0.508457	0.453237	0.610219	0.462452	0.444726	0.384113	0.971887	0.548715	0.563301	0.597343	0.268341	0.503474	0.55149	0.672871	0.54736	0.495852	0.574587	0.398045	0.521508	0.545524	0.342097	0.303114	0.562458	0.709025	0.600819	0.607198	0.446373
g1	-1.95996	-1.34176	-0.511519	-0.239857	-0.677367	0.8539	1.11975	0.351089	1.03758	0.446409	0.320739	1.95996	-0.0737757	0.136961	-1.16089	0.412725	0.455215	0.486093	0.262241	0.571261	0.412287	0.429267	0.522506	0.494323	0.65697	0.542798	0.572855	0.568667	0.594792	0.567078	0.714932	0.387144	0.629471	0.641484	0.333683	0.46858	0.379182	0.635261	0.718411	0.491812	0.505142	0.656052	0.717178	0.656043	0.888574	0.583421	0.540585	0.587819	0.346219	0.600951	0.642884	0.416958	0.643394	0.237339	0.489932	0.511568	0.495397	0.742242	0.633648	0.345684	0.354579	0.563386	0.637519	0.630549	0.444099	0.61999	0.429166	0.458167	0.651243	0.434532	0.443609	0.432928	0.4395	0.624124	0.709052	0.657704	0.541601	0.410705	0.690195	0.494831	0.544643	0.628537	0.416084	0.586295	0.331382	0.494181	0.78579	0.568893	0.782849	0.632446	0.357413	0.567434	0.632217	0.336125	0.445424	0.628636	0.670507	0.744897	0.586518	0.500737
g2	-1.95996	-1.648	-0.359043	1.29875	0.351731	1.76106	1.95616	-0.245509	0.952978	0.881111	0.27726	0.684785	-0.603765	1.95996	1.36594	0.716769	0.547521	0.239558	0.258905	0.390775	0.435995	0.572847	0.409033	0.622365	0.43748	0.455752	0.530695	0.433617	0.617865	0.529768	0.71035	0.894674	0.550767	0.677696	0.769453	0.526117	0.543948	0.541333	0.487358	0.611508	0.573138	0.380099	0.472085	0.543841	0.48481	0.585601	0.521534	0.610267	0.700191	0.676323	0.523922	0.482339	0.674777	0.612734	0.516885	0.286455	0.669155	0.780998	0.490971	0.667145	0.318464	0.683867	0.395688	0.452516	0.629633	0.49465	0.250005	0.426016	0.349416	0.621051	0.385532	0.480412	0.472633	0.719691	0.685552	0.649506	0.711433	0.458238	0.738185	0.268631	0.31365	0.759782	0.691332	0.678561	0.473491	0.518586	0.50565	0.576329	0.422617	0.602056	0.43783	0.370024	0.512581	0.739747	0.209867	0.442869	0.575278	0.55435	0.375063	0.780923
g3	-0.554739	-1.49422	-1.65103	-1.95996	1.95996	0.904129	0.259924	1.39124	-0.454829	-0.19373	0.814278	-1.3522	-0.198235	-0.756433	-0.455443	0.556294	0.486145	0.509723	0.579466	0.509048	0.374855	0.387652	0.211897	0.441396	0.404851	0.602096	0.569885	0.430108	0.522585	0.471926	0.580759	0.708838	0.312998	0.617047	0.62587	0.579732	0.553175	0.429096	0.831164	0.541837	0.263098	0.432817	0.544313	0.634996	0.2809	0.41552	0.637527	0.425841	0.654834	0.589297	0.618834	0.497828	0.389094	0.512048	0.398398	0.529857	0.554666	0.42765	0.486921	0.446203	0.412503	0.408486	0.625315	0.573618	0.479536	0.661595	0.359689	0.447548	0.470523	0.163084	0.641908	0.760622	0.649035	0.436995	0.362925	0.584181	0.444368	0.465982	0.493955	0.379597	0.592821	0.244701	0.596118	0.554444	0.504763	0.664067	0.387376	0.481541	0.502508	0.722853	0.450841	0.611306	0.273459	0.535433	0.324892	0.448464	0.413635	0.416067	0.698737	0.497677
g4	-1.95996	-1.83627	-0.879046	1.16673	-1.21098	-1.15835	0.279641	-0.888187	-0.694428	-1.20708	-1.80848	0.12065	-1.43986	1.95996	0.566973	0.65282	0.476592	0.514085	0.809679	0.708251	0.670255	0.559268	0.490177	0.54762	0.450557	0.711131	0.543223	0.544843	0.657515	0.395939	0.388866	0.276805	0.421632	0.649025	0.581601	0.503034	0.777947	0.599202	0.57453	0.673371	0.675667	0.279115	0.656195	0.650654	0.325591	0.556566	0.410216	0.479553	0.683629	0.563159	0.600339	0.522601	0.471246	0.562962	0.713674	0.730438	0.487664	0.415623	0.273324	0.715418	0.497132	0.588411	0.663111	0.377997	0.379967	0.302009	0.533915	0.576039	0.329358	0.384733	0.408945	0.355769	0.801096	0.595009	0.436597	0.742085	0.615197	0.441662	0.727379	0.390241	0.530876	0.467338	0.478901	0.485398	0.777551	0.518661	0.688803	0.540874	0.454222	0.474403	0.571196	0.450232	0.47019	0.338399	0.688719	0.733228	0.499847	0.567559	0.609601	0.499713
g5	1.95996	0.900904	0.304202	-0.215953	-0.140754	-0.642229	-1.53496	-0.827829	-1.95996	-1.78061	-0.133187	-1.61715	-0.751241	-1.05872	-0.0675155	0.287056	0.540974	0.618769	0.533634	0.391204	0.469191	0.366333	0.336387	0.57528	0.70005	0.590092	0.586347	0.605594	0.292074	0.604861	0.575746	0.611154	0.370558	0.518056	0.41725	0.544514	0.292734	0.463606	0.678425	0.727137	0.472567	0.595432	0.420174	0.501325	0.591465	0.535314	0.589409	0.461443	0.627899	0.790373	0.407457	0.671373	0.34411	0.317734	0.580408	0.637556	0.552381	0.562654	0.493449	0.400945	0.460492	0.848877	0.489105	0.381741	0.653938	0.509423	0.741824	0.385255	0.448583	0.48439	0.601092	0.415552	0.404379	0.548475	0.220304	0.544184	0.467421	0.622635	0.550386	0.57791	0.416955	0.246088	0.477491	0.446542	0.661076	0.639198	0.468781	0.235885	0.534323	0.42997	0.330915	0.389524	0.202094	0.358866	0.458425	0.348918	0.512462	0.381989	0.40028	0.765162
g6	1.95996	1.14766	1.0606	-0.754722	-0.53415	-1.31504	-1.60369	-1.26665	-1.95996	-0.3097	0.00495447	-1.3192	-0.694919	-0.738992	1.88846	0.834439	0.56296	0.46629	0.506582	0.658852	0.554202	0.291853	0.568226	0.655205	0.473659	0.617257	0.433275	0.520945	0.742002	0.492235	0.329136	0.301043	0.612631	0.573998	0.685249	0.367794	0.665664	0.562834	0.59985	0.407501	0.798486	0.567407	0.582638	0.601566	0.486934	0.707102	0.721373	0.492445	0.543059	0.525422	0.750595	0.520219	0.441254	0.46246	0.538254	0.330348	0.46696	0.375584	0.666546	0.581786	0.564893	0.510444	0.626714	0.764505	0.585167	0.521177	0.395157	0.803245	0.594121	0.299137	0.471363	0.607128	0.407426	0.548116	0.416481	0.472964	0.533291	0.319871	0.441894	0.46036	0.363002	0.542698	0.553456	0.557	0.516484	0.375201	0.355542	0.527446	0.83154	0.544136	0.514496	0.405909	0.866039	0.49152	0.368524	0.316574	0.497228	0.55871	0.344407	0.450139
g7	1.95996	1.59079	1.39456	0.933177	1.33293	-0.246786	-1.10224	-1.0268	-1.95996	-0.848421	-0.771387	-1.02121	-0.0418719	-0.415526	0.488152	0.284792	0.793254	0.420294	0.502231	0.487377	0.768611	0.598653	0.550932	0.700699	0.535626	0.707471	0.555163	0.466956	0.551748	0.517413	0.526444	0.530994	0.320081	0.739179	0.538236	0.364152	0.200088	0.403926	0.33127	0.495822	0.499093	0.57758	0.598163	0.601342	0.508402	0.578265	0.472074	0.690698	0.815817	0.380027	0.609176	0.565097	0.37064	0.767475	0.586608	0.658035	0.453478	0.557019	0.517166	0.53757	0.552604	0.828521	0.4708	0.584165	0.44574	0.635578	0.539043	0.454043	0.458907	0.933602	0.463434	0.617183	0.456669	0.627863	0.435248	0.316479	0.45905	0.479531	0.416661	0.558718	0.394129	0.580137	0.330958	0.454768	0.603379	0.521039	0.615986	0.707029	0.252403	0.374759	0.36714	0.457794	0.390942	0.637645	0.626293	0.671521	0.569244	0.51969	0.410778	0.428737
g8	-1.07355	-0.600547	-0.190592	1.0761	0.322814	0.718715	1.95996	0.389438	0.939547	-0.0891452	-1.95996	-0.752542	-1.24456	-0.624406	-0.810318	0.342183	0.653119	0.537764	0.518896	0.573081	0.373864	0.483475	0.722938	0.325173	0.540406	0.228261	0.30426	0.474463	0.563063	0.359474	0.417314	0.425723	0.538095	0.653112	0.601457	0.250764	0.392832	0.471141	0.539803	0.517711	0.59855	0.794559	0.43242	0.535931	0.549672	0.507853	0.531163	0.661768	0.546299	0.437071	0.656291	0.647281	0.326915	0.634882	0.612679	0.446509	0.491301	0.6482	0.574835	0.651146	0.544346	0.873541	0.576226	0.494789	0.299947	0.598596	0.459642	0.45602	0.373043	0.502231	0.664564	0.605509	0.604	0.440939	0.372428	0.493847	0.532842	0.460852	0.390871	0.5787	0.380086	0.370487	0.485463	0.65488	0.528606	0.483325	0.454996	0.519191	0.455563	0.504004	0.699831	0.550586	0.621274	0.388598	0.685228	0.528904	0.527951	0.616346	0.501791	0.451694
g9	-1.95996	-1.03041	0.584618	1.95996	0.441549	1.2458	1.50559	0.904675	1.07416	0.963684	0.848156	1.29747	-0.543141	-0.506057	-1.55078	0.597107	0.603507	0.536706	0.580147	0.620157	0.502106	0.535688	0.691563	0.422076	0.371975	0.387251	0.661965	0.525015	0.608741	0.800433	0.691373	0.713442	0.623408	0.470802	0.528016	0.430184	0.492992	0.831095	0.639792	0.54094	0.423097	0.420109	0.554217	0.686143	0.59837	0.812827	0.737073	0.468028	0.375303	0.656862	0.460412	0.7663	0.503924	0.33919	0.480144	0.417163	0.72301	0.632004	0.495274	0.507888	0.408267	0.671126	0.593002	0.185803	0.483657	0.598941	0.530538	0.488697	0.423885	0.365184	0.571425	0.296415	0.416043	0.467715	0.513689	0.721181	0.565572	0.473995	0.382034	0.595798	0.584735	0.641367	0.455001	0.734789	0.473323	0.492681	0.172207	0.838155	0.369991	0.564237	0.478641	0.594264	0.730452	0.522315	0.464026	0.55312	0.660011	0.476803	0.420625	0.691797
