genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g0	-1.13865	-0.899627	-0.36174	-0.505113	-1.42802	-1.6314	-1.95996	-0.629276	-1.19178	-1.71657	-0.487859	-1.003	-0.934995	-0.90195	-0.176998	-0.796399	0.417745	1.68432	0.638305	1.66017	1.57217	1.52456	1.95996	-0.695227	-0.906199	0.463027	0.586432	0.291485	0.550495	0.342189	0.613355	0.577968	0.435312	0.889735	0.502533	0.423889	0.530275	0.698791	0.625728	0.698717	0.626008	0.429905	0.549845	0.518809	0.451531	0.448767	0.597536	0.436715	0.2455	0.545771	0.878948	0.541941	0.35711	0.424035	0.529956	0.322619	0.59814	0.523666	0.727271	0.797628	0.168981	0.648874	0.4517	0.506106	0.549264	0.467028	0.518644	0.400941	0.576549	0.524056	0.413644	0.366019	0.443536	0.416965	0.534168	0.340456	0.346754	0.487106	0.163888	0.577669	0.306444	0.204025	0.710961	0.607924	0.357235	0.529474	0.628053	0.450191	0.497216	0.416289	0.418992	0.671011	0.491742	0.367397	0.562691	0.600899	0.382132	0.518651	0.200299	0.505574	0.734183	0.686525	0.438647	0.570593	0.399085	0.420948	0.422466	0.595956	0.449107	0.484292	0.468787	0.530001	0.5438	0.709917	0.507458	0.562127	0.563479	0.542146	0.460817	0.658875	0.381846	0.609573	0.380122	0.417742	0.368623	0.645846	0.644305	0.615437	0.346602	0.382293	0.402908	0.466397	0.596651	0.533288	0.572946	0.298498	0.515361	0.643138	0.485799	0.489326	0.610515	0.641908	0.686646	0.44225	0.535496	0.398088	0.387169	0.371432	0.151944	0.429912	0.359698	0.432532	0.421928	0.641124	0.390718	0.541515	0.447227	0.579396	0.441097	0.502594	0.59818	0.519677	0.54873	0.519844	0.533974	0.647706	0.534034	0.618488	0.41809	0.538587	0.424914	0.577585	0.710361	0.539327	0.661009	0.527607	0.49214	0.419534	0.463665	0.478338	0.644936	0.400289	0.493993	0.306671	0.578647	0.53636	0.311864	0.299593	0.551174	0.568507	0.552856	0.596291	0.38052	0.503744	0.545008	0.417846	0.676014	0.564462	0.566907	0.534842
g1	-0.497353	-0.792669	-1.68155	0.0107946	0.379935	1.39603	1.95996	1.17163	1.23852	1.33926	-0.639066	0.108042	-0.348672	-0.775643	-0.890684	-0.553221	-1.48591	-1.95996	-1.12372	-1.70442	-1.19013	-1.09073	-1.14283	-0.0739114	0.377713	0.542945	0.446239	0.588487	0.36667	0.621393	0.664601	0.410185	0.419466	0.347777	0.294486	0.389327	0.657836	0.619543	0.417846	0.504261	0.56325	0.448152	0.285341	0.566703	0.581123	0.514619	0.597569	0.51285	0.469701	0.420516	0.766485	0.352704	0.600619	0.398587	0.4152	0.405037	0.56834	0.384892	0.546939	0.569158	0.580736	0.614648	0.64364	0.460192	0.612484	0.255947	0.38814	0.639414	0.448397	0.49288	0.514794	0.520212	0.591674	0.556585	0.494321	0.675547	0.346965	0.498706	0.661733	0.242553	0.720919	0.414919	0.28416	0.457283	0.527756	0.632987	0.359	0.473482	0.443355	0.420015	0.476368	0.536642	0.441409	0.487504	0.456984	0.390574	0.616116	0.474893	0.516855	0.476308	0.549705	0.445463	0.445244	0.614667	0.357911	0.408365	0.340548	0.519061	0.400961	0.588385	0.661318	0.597812	0.49313	0.610388	0.628192	0.567266	0.500993	0.391916	0.636618	0.611538	0.622847	0.450705	0.648591	0.331834	0.641334	0.653486	0.630502	0.419073	0.459467	0.523061	0.543184	0.435773	0.397523	0.607202	0.556864	0.527995	0.454441	0.494525	0.433451	0.513769	0.417851	0.493531	0.55281	0.562282	0.431305	0.313516	0.598916	0.314598	0.547898	0.541977	0.506001	0.643802	0.392155	0.388453	0.572804	0.432124	0.201767	0.421066	0.560098	0.605444	0.57713	0.652271	0.231769	0.672775	0.524761	0.3048	0.429897	0.505246	0.442602	0.441238	0.558442	0.570898	0.637726	0.238945	0.503005	0.480436	0.14906	0.76064	0.68023	0.52761	0.45541	0.344152	0.406813	0.463593	0.525943	0.555263	0.63592	0.83107	0.520602	0.514809	0.525988	0.50818	0.446569	0.589702	0.780001	0.36936	0.364021	0.51562	0.588742	0.450396
g2	-1.40794	-1.15682	0.370138	0.0756521	-0.830004	-1.11126	-1.32337	-0.757262	-1.31738	-1.45646	-1.06967	-1.95996	-0.282829	0.0038189	0.262076	-0.402686	1.38033	1.41979	1.39299	1.95996	1.34214	1.29153	1.69749	0.729534	0.129478	0.387875	0.445687	0.49142	0.511264	0.390068	0.431625	0.374467	0.418774	0.346741	0.523384	0.581287	0.668249	0.676396	0.285316	0.402518	0.410284	0.383469	0.884427	0.631234	0.22065	0.615926	0.30051	0.709619	0.523021	0.411788	0.552864	0.581611	0.185772	0.493852	0.607583	0.550917	0.341688	0.363358	0.44356	0.550377	0.517105	0.526143	0.481299	0.502131	0.466931	0.491885	0.590552	0.600972	0.440801	0.57592	0.490975	0.520593	0.426295	0.485558	0.305824	0.241322	0.635568	0.545522	0.468407	0.26067	0.791258	0.41741	0.483441	0.420109	0.674255	0.578382	0.661023	0.41833	0.51093	0.562556	0.500927	0.395377	0.638292	0.416021	0.260921	0.342611	0.656896	0.508433	0.657965	0.454347	0.662369	0.450317	0.624488	0.517565	0.57371	0.534393	0.474851	0.284903	0.473552	0.542046	0.586281	0.432917	0.470091	0.2544	0.513791	0.270575	0.448732	0.39338	0.338998	0.529445	0.644372	0.574425	0.389665	0.454322	0.526142	0.505559	0.663251	0.458069	0.542757	0.437073	0.568254	0.323426	0.646794	0.46476	0.577054	0.517361	0.44553	0.384018	0.622369	0.467625	0.767835	0.519851	0.664452	0.478091	0.596401	0.534535	0.466827	0.709414	0.433205	0.501836	0.326592	0.306155	0.474522	0.52207	0.607091	0.505337	0.439487	0.516924	0.573389	0.436643	0.409984	0.758226	0.536991	0.426456	0.411362	0.769727	0.230252	0.442817	0.475568	0.570936	0.63273	0.368363	0.299632	0.511838	0.6374	0.475775	0.306097	0.556156	0.381293	0.570343	0.481994	0.493021	0.651626	0.484156	0.588901	0.733742	0.576853	0.425301	0.539476	0.347453	0.327668	0.519419	0.381453	0.600217	0.461359	0.383636	0.540163	0.739239	0.339414	0.530863
g3	1.35494	1.67698	1.95996	1.18142	0.838096	0.300939	-0.588032	-0.294608	-1.84529	-1.95996	-0.4621	-0.77725	-0.64159	-0.0544755	-0.0403684	-0.2534	0.105306	0.661648	-0.24394	0.361614	0.33101	0.00626477	0.334942	-0.303801	-1.31264	0.366146	0.642868	0.618754	0.552539	0.532832	0.454033	0.587792	0.544295	0.4594	0.50182	0.324283	0.519797	0.603418	0.568941	0.491117	0.455882	0.51853	0.769025	0.657658	0.450035	0.514099	0.30225	0.612328	0.561381	0.56688	0.505703	0.375056	0.675744	0.438743	0.57045	0.810413	0.427024	0.406108	0.38166	0.66135	0.685622	0.557443	0.56538	0.42327	0.451707	0.454717	0.566639	0.533754	0.545524	0.521298	0.821912	0.777271	0.587479	0.583416	0.586207	0.702891	0.526602	0.414875	0.318347	0.383909	0.332057	0.396796	0.467984	0.494977	0.522497	0.633381	0.79592	0.608655	0.428241	0.453009	0.410331	0.516658	0.56934	0.532064	0.608111	0.436907	0.386064	0.683695	0.44792	0.58781	0.459533	0.456659	0.595517	0.442552	0.612266	0.409959	0.271769	0.435362	0.606935	0.513593	0.502259	0.388204	0.534822	0.544915	0.618125	0.60026	0.354475	0.6709	0.487861	0.383796	0.479097	0.603259	0.60454	0.616219	0.368024	0.439782	0.38792	0.591878	0.645292	0.312627	0.428656	0.526202	0.246874	0.359597	0.412829	0.767253	0.579564	0.545516	0.547171	0.509422	0.638723	0.297089	0.500117	0.44647	0.566234	0.486008	0.612125	0.377166	0.580112	0.379669	0.448883	0.529943	0.659827	0.487518	0.674066	0.402064	0.388896	0.517113	0.82129	0.47602	0.554699	0.324796	0.768047	0.525626	0.507295	0.705147	0.727281	0.540422	0.35273	0.598971	0.553293	0.517338	0.473964	0.572566	0.698429	0.489812	0.517592	0.731417	0.458204	0.441114	0.430361	0.636754	0.398964	0.388182	0.53294	0.443474	0.428054	0.645597	0.434339	0.592497	0.554908	0.553558	0.435814	0.571124	0.440329	0.341965	0.71402	0.519693	0.538528	0.535975
g4	-1.0172	-1.73279	-1.95996	-1.36077	-0.514256	-0.459121	0.897238	0.220344	1.31582	1.49887	1.41646	1.95996	1.52157	0.468254	0.108392	0.5047	0.359177	-0.0347512	0.609856	0.432214	0.670546	0.68392	0.321056	0.361811	0.835471	0.363944	0.342894	0.676959	0.587427	0.619612	0.429718	0.779427	0.456855	0.266058	0.544279	0.621264	0.625762	0.558187	0.640661	0.666999	0.493074	0.477347	0.721824	0.598064	0.468178	0.231884	0.292603	0.655532	0.495679	0.692241	0.396272	0.45345	0.786113	0.363535	0.440316	0.328556	0.468251	0.394567	0.621147	0.228392	0.264087	0.479164	0.549389	0.490794	0.542598	0.596411	0.563978	0.505477	0.379365	0.372877	0.610066	0.323269	0.434337	0.26267	0.664057	0.382508	0.661735	0.388909	0.615048	0.508931	0.698716	0.667289	0.30658	0.498425	0.655799	0.50169	0.395101	0.682088	0.30804	0.439762	0.556519	0.404857	0.815069	0.28771	0.411166	0.733301	0.368684	0.401899	0.573565	0.317241	0.594708	0.359498	0.342405	0.44796	0.642339	0.568578	0.638389	0.625287	0.571776	0.581202	0.495568	0.415266	0.51588	0.618391	0.526479	0.406249	0.554118	0.435615	0.541803	0.592994	0.477578	0.53757	0.568543	0.456964	0.481464	0.550152	0.401088	0.427416	0.671719	0.268714	0.387216	0.251166	0.658192	0.546464	0.280226	0.488301	0.39731	0.570622	0.287543	0.640632	0.535566	0.392714	0.394997	0.40373	0.380591	0.576663	0.683544	0.371268	0.468421	0.774472	0.689367	0.670821	0.727779	0.23374	0.715198	0.405441	0.528384	0.250668	0.333185	0.558382	0.369652	0.547898	0.24839	0.411651	0.546386	0.609384	0.440607	0.566449	0.684863	0.406326	0.457942	0.622052	0.445764	0.4774	0.7727	0.612902	0.47316	0.411994	0.488864	0.644799	0.398027	0.678419	0.549543	0.568453	0.516597	0.567393	0.500939	0.40657	0.616852	0.647087	0.617902	0.394036	0.661578	0.484821	0.46214	0.506927	0.510486	0.460629	0.473692	0.63135
g5	0.239242	-0.0103863	-0.69998	0.148045	0.244369	0.594005	1.52803	1.04258	1.45504	1.95996	1.43841	1.795	1.72597	0.22106	-0.861167	-0.0681363	-1.56547	-1.90781	-1.20805	-1.95996	-1.25733	-0.60523	-1.18119	-1.00318	-0.10315	0.445042	0.594544	0.410679	0.468704	0.36313	0.407271	0.456369	0.639915	0.505072	0.566012	0.377101	0.577356	0.591778	0.493005	0.57703	0.552191	0.597836	0.439979	0.69366	0.700743	0.469179	0.336916	0.572229	0.622845	0.722427	0.48147	0.484366	0.352098	0.72676	0.545904	0.537757	0.525744	0.49749	0.448688	0.389223	0.406008	0.847923	0.630444	0.344844	0.505757	0.553863	0.651715	0.62104	0.36245	0.61677	0.54344	0.535233	0.849901	0.33679	0.621519	0.519855	0.290152	0.298089	0.595754	0.469179	0.62949	0.433557	0.464062	0.34563	0.307407	0.576619	0.39835	0.364049	0.560653	0.470402	0.605625	0.536675	0.559158	0.462919	0.456347	0.415035	0.394459	0.397968	0.621055	0.481155	0.448968	0.524672	0.317703	0.636094	0.790838	0.745043	0.447824	0.544837	0.489895	0.522944	0.479317	0.516144	0.540237	0.679636	0.684988	0.593313	0.459231	0.513872	0.898316	0.678415	0.630776	0.529004	0.682126	0.494703	0.488263	0.428008	0.315821	0.563371	0.505497	0.254823	0.65082	0.346858	0.487245	0.256064	0.42712	0.409485	0.675063	0.385798	0.593893	0.337882	0.292957	0.598931	0.748482	0.535011	0.566618	0.359854	0.462337	0.377427	0.60245	0.626862	0.435083	0.5086	0.579136	0.418468	0.599851	0.276628	0.325401	0.62731	0.566216	0.496954	0.758151	0.611936	0.583725	0.56278	0.433294	0.65596	0.551703	0.524042	0.609283	0.386133	0.325912	0.430987	0.422518	0.580543	0.708901	0.673018	0.431318	0.488547	0.429118	0.431887	0.700233	0.674258	0.706976	0.593046	0.295628	0.446685	0.639556	0.491541	0.683497	0.39613	0.381727	0.518918	0.515573	0.293659	0.410859	0.522689	0.620913	0.489966	0.52606	0.413898
g6	-0.298664	1.84419	1.95996	1.54448	0.994834	0.211242	-0.481848	-0.370992	-1.83382	-1.95996	-1.55477	-1.64431	-1.34484	-0.825553	-0.23043	-1.69324	-0.898316	-0.807022	-0.914423	-0.566974	-1.01463	-1.86886	-1.00784	-1.50936	-1.82484	0.589557	0.578295	0.565436	0.63551	0.689687	0.593801	0.601638	0.466593	0.565863	0.7263	0.296425	0.763259	0.506904	0.419452	0.637025	0.414479	0.498672	0.559414	0.537314	0.492904	0.399653	0.550176	0.379006	0.595567	0.453582	0.389875	0.46051	0.453513	0.434114	0.551796	0.351345	0.565778	0.663709	0.503949	0.504914	0.336968	0.599598	0.128077	0.818878	0.584058	0.553607	0.407404	0.405081	0.655528	0.607466	0.509863	0.623887	0.503204	0.447421	0.351211	0.286414	0.334975	0.501933	0.350243	0.497764	0.633521	0.331965	0.409777	0.648424	0.57137	0.48857	0.561014	0.517849	0.714324	0.385269	0.636185	0.675017	0.465864	0.362645	0.32813	0.291528	0.572583	0.757143	0.670745	0.439205	0.483955	0.439437	0.409815	0.456113	0.439724	0.273386	0.576815	0.60257	0.338041	0.285976	0.380142	0.445866	0.555755	0.362606	0.609947	0.639551	0.408938	0.650805	0.751019	0.788617	0.506666	0.662829	0.513966	0.610242	0.639713	0.548146	0.769587	0.486847	0.419843	0.386104	0.274007	0.349057	0.598063	0.479718	0.604184	0.479783	0.447908	0.487752	0.713766	0.552253	0.37247	0.753662	0.272547	0.551135	0.502712	0.459099	0.459553	0.418231	0.393565	0.44757	0.670311	0.471299	0.522205	0.461335	0.420132	0.545641	0.595104	0.409464	0.523126	0.480989	0.62471	0.369183	0.361558	0.405521	0.449496	0.352304	0.393723	0.480271	0.521242	0.443571	0.368795	0.722467	0.333348	0.788667	0.701701	0.430742	0.660096	0.514323	0.372482	0.50621	0.779529	0.572744	0.297439	0.39008	0.489065	0.748634	0.310324	0.528611	0.600434	0.65247	0.374267	0.706408	0.324607	0.570226	0.529579	0.55537	0.3282	0.308573	0.505111	0.376838
g7	1.17216	1.76515	1.95996	1.90225	0.997035	0.885632	0.522518	0.917406	-0.293506	-0.411032	-0.113252	-0.666299	-0.472451	-0.33039	-0.0479339	-0.343271	-0.267112	-0.0924942	-0.503096	-0.406028	-0.69337	-1.34696	-1.23437	-1.47517	-1.95996	0.514373	0.594934	0.419679	0.354712	0.541865	0.527538	0.49568	0.640461	0.52108	0.610799	0.496858	0.711909	0.586724	0.621632	0.520705	0.412595	0.52569	0.509068	0.571485	0.372817	0.356705	0.304267	0.479824	0.216492	0.500685	0.415386	0.329626	0.3947	0.466306	0.605271	0.452276	0.459921	0.3772	0.425943	0.482095	0.611683	0.607265	0.542495	0.414011	0.496209	0.406478	0.60794	0.517465	0.540563	0.316613	0.608343	0.639773	0.387492	0.400258	0.477494	0.571416	0.594922	0.464634	0.375647	0.537216	0.467165	0.50377	0.589092	0.508329	0.31882	0.405268	0.38383	0.575424	0.640517	0.492885	0.432192	0.379418	0.559649	0.7263	0.584246	0.491113	0.35887	0.338405	0.583317	0.64131	0.458201	0.647825	0.441802	0.293086	0.630495	0.466903	0.611899	0.614927	0.63327	0.374238	0.503814	0.509769	0.687737	0.576795	0.369502	0.71386	0.436499	0.380271	0.473036	0.772957	0.528465	0.5304	0.3518	0.532888	0.529175	0.406046	0.543658	0.558748	0.458392	0.66386	0.671623	0.329586	0.519434	0.426448	0.57302	0.590687	0.512338	0.542912	0.672247	0.412151	0.297497	0.485607	0.705264	0.495193	0.497481	0.49799	0.503599	0.60263	0.573724	0.414252	0.505126	0.564928	0.40692	0.657373	0.43556	0.40135	0.465449	0.503529	0.622001	0.414388	0.629569	0.507442	0.532417	0.433668	0.703441	0.544344	0.405402	0.407712	0.663626	0.440004	0.381354	0.492022	0.517012	0.54292	0.286903	0.32399	0.399628	0.555087	0.415412	0.432227	0.667067	0.632651	0.470096	0.490922	0.447012	0.681532	0.611378	0.317139	0.709691	0.369121	0.257837	0.697078	0.653746	0.388833	0.644326	0.531216	0.609161	0.576231	0.608951	0.495721
g8	0.379981	1.18214	1.19453	0.799074	0.604971	0.360211	-0.344279	-0.100393	-0.64701	-1.60363	-0.218459	-1.95996	-0.565674	0.0783428	0.762907	0.130765	0.841275	1.31887	1.20554	1.95996	-0.606045	-0.871553	1.08598	0.174271	-1.73926	0.551156	0.382759	0.408935	0.515849	0.620322	0.424038	0.52164	0.61091	0.494351	0.474281	0.713482	0.679026	0.431713	0.487594	0.486216	0.347143	0.542417	0.567397	0.575755	0.447887	0.487993	0.453799	0.310953	0.410846	0.600342	0.536981	0.61015	0.386092	0.515075	0.503133	0.482163	0.460505	0.419971	0.704336	0.565786	0.739605	0.409797	0.45053	0.407123	0.598623	0.442245	0.257521	0.234155	0.450754	0.549026	0.486435	0.475438	0.683202	0.595052	0.551892	0.559903	0.504453	0.505323	0.484847	0.539598	0.443488	0.447107	0.495263	0.227379	0.447551	0.532879	0.667403	0.47289	0.453339	0.740062	0.404155	0.648911	0.53562	0.626044	0.517186	0.59729	0.327218	0.585248	0.487688	0.589743	0.34219	0.450489	0.538341	0.667723	0.430366	0.548592	0.584657	0.650237	0.522182	0.559467	0.533669	0.592703	0.84022	0.254573	0.579415	0.511887	0.609034	0.683937	0.634284	0.313762	0.462303	0.605596	0.283588	0.423635	0.331713	0.449012	0.688797	0.573608	0.582748	0.370315	0.526856	0.241262	0.385122	0.517961	0.628152	0.58158	0.448635	0.682291	0.572434	0.571341	0.4726	0.534981	0.296001	0.517141	0.376534	0.225241	0.709614	0.593716	0.505789	0.521103	0.640325	0.344457	0.444546	0.303049	0.447944	0.319062	0.690152	0.319391	0.550215	0.651328	0.424996	0.464704	0.415731	0.591187	0.405548	0.666593	0.557841	0.46982	0.311865	0.62132	0.615558	0.537182	0.44785	0.807745	0.463014	0.185564	0.446399	0.565664	0.20645	0.415158	0.485235	0.456722	0.544637	0.567474	0.494436	0.214206	0.443742	0.609698	0.485193	0.468811	0.457575	0.64775	0.363726	0.510302	0.709815	0.618697	0.624236	0.502703	0.540402	0.575101
g9	1.74577	1.77743	1.95996	1.84643	1.04016	0.676227	0.286476	0.741646	0.383409	-0.342603	0.207164	0.0553487	0.708394	1.21355	1.43473	0.679676	0.989989	1.03884	0.0392577	0.132896	-0.248429	-0.662927	-0.20841	-1.82486	-1.95996	0.475669	0.391494	0.37335	0.625853	0.704731	0.614632	0.398279	0.593699	0.680747	0.53886	0.474529	0.562907	0.758695	0.438306	0.311805	0.674839	0.412977	0.373223	0.491137	0.475798	0.363805	0.442693	0.553252	0.247911	0.32396	0.507355	0.341032	0.587295	0.526173	0.45983	0.623347	0.585566	0.650864	0.673249	0.374229	0.39655	0.469147	0.365628	0.41504	0.491312	0.498687	0.359949	0.741798	0.325931	0.648657	0.576748	0.481325	0.613618	0.758195	0.417057	0.275194	0.415314	0.445632	0.548864	0.454501	0.623706	0.763281	0.488583	0.340535	0.295493	0.562205	0.529712	0.194439	0.450824	0.564419	0.532727	0.710096	0.563579	0.43711	0.693743	0.558424	0.430508	0.545712	0.658225	0.459036	0.251546	0.495247	0.440738	0.288885	0.59049	0.481963	0.440559	0.64999	0.755961	0.412349	0.356888	0.543301	0.377433	0.658814	0.238899	0.602877	0.615026	0.471015	0.476651	0.195182	0.370979	0.474374	0.43932	0.613803	0.542399	0.404409	0.364245	0.409038	0.429463	0.591788	0.770828	0.626749	0.372902	0.589749	0.484517	0.457961	0.453136	0.654605	0.780066	0.437743	0.40718	0.307647	0.453328	0.717924	0.318092	0.703746	0.774985	0.243123	0.417127	0.500639	0.689607	0.562729	0.586404	0.36815	0.291588	0.46783	0.672603	0.536813	0.633189	0.596537	0.40407	0.49676	0.385487	0.488901	0.35773	0.458662	0.195448	0.445153	0.516694	0.566624	0.608988	0.589377	0.62396	0.341972	0.516948	0.591782	0.483203	0.787793	0.56815	0.71029	0.606834	0.371753	0.540896	0.504981	0.41347	0.437954	0.507677	0.653014	0.760851	0.498986	0.576516	0.418608	0.587631	0.389984	0.432032	0.635898	0.460582	0.679925	0.501974	0.55854
