genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g0	0.812449	0.110489	0.157673	0.370901	0.878333	1.48029	1.57099	1.54784	1.77449	1.95996	0.601834	0.372244	0.235889	-0.178705	-0.0353803	-1.6361	-1.94231	-1.63573	-1.74416	-1.44443	-1.84566	-1.95996	-1.66526	-1.88739	-0.901525	0.524403	0.365676	0.596762	0.412383	0.598116	0.455486	0.584386	0.638673	0.448694	0.672471	0.618846	0.216173	0.592366	0.58613	0.546217	0.516647	0.517257	0.439116	0.541195	0.726709	0.568353	0.567981	0.635261	0.359138	0.413388	0.522217	0.672158	0.486092	0.779234	0.325153	0.413236	0.558898	0.533136	0.629207	0.660233	0.381255	0.616762	0.6374	0.478367	0.591581	0.439336	0.602971	0.820197	0.817676	0.512242	0.515328	0.505187	0.583916	0.417533	0.523028	0.627256	0.767767	0.446635	0.535299	0.763368	0.602479	0.574715	0.423101	0.69277	0.648337	0.636691	0.360761	0.518188	0.343624	0.57819	0.714138	0.564666	0.424208	0.538962	0.555375	0.372424	0.432967	0.50069	0.496841	0.508873	0.421695	0.439578	0.622572	0.803845	0.60408	0.696885	0.370767	0.540332	0.5542	0.359343	0.534011	0.532317	0.694123	0.330583	0.649521	0.466402	0.617601	0.619306	0.276264	0.404225	0.358847	0.477664	0.589441	0.697719	0.578255	0.394696	0.654949	0.559959	0.375017	0.562468	0.527605	0.304541	0.506172	0.652181	0.303938	0.650295	0.614352	0.673473	0.481491	0.539745	0.572191	0.564385	0.21349	0.49627	0.458395	0.453654	0.397478	0.581009	0.658069	0.325309	0.617348	0.395554	0.340934	0.377798	0.638576	0.441273	0.600297	0.658538	0.528147	0.491002	0.66771	0.530566	0.425665	0.514272	0.422528	0.404914	0.525671	0.536499	0.489586	0.586377	0.580833	0.775902	0.383445	0.55013	0.564638	0.604839	0.525007	0.476282	0.510811	0.471266	0.567421	0.50347	0.362412	0.572162	0.667035	0.406413	0.525449	0.503964	0.460476	0.678683	0.398923	0.556608	0.592939	0.565199	0.509083	0.403735	0.353406	0.570352	0.641176	0.499778
g1	-1.37173	-1.95996	-1.28018	-0.413819	0.479952	1.24308	1.56008	1.31682	1.56751	1.95996	1.34304	1.17278	0.564327	0.060025	0.447631	0.123309	-0.287102	-0.0805994	-0.426135	-0.0770414	-0.129242	-0.30824	-0.0398474	-0.674168	-0.240782	0.656064	0.602127	0.252628	0.573356	0.659168	0.319326	0.85276	0.564314	0.567393	0.470856	0.538482	0.457945	0.551982	0.492679	0.406404	0.262518	0.415361	0.478217	0.420655	0.599498	0.797931	0.79259	0.497471	0.625868	0.385368	0.400544	0.721025	0.202544	0.550873	0.775857	0.551729	0.619135	0.627632	0.280962	0.636374	0.519883	0.546299	0.665742	0.414154	0.392052	0.575178	0.602572	0.383368	0.702907	0.37723	0.443582	0.292692	0.436102	0.773576	0.497065	0.564169	0.379918	0.210187	0.564986	0.832979	0.332157	0.475811	0.625411	0.62971	0.292484	0.541132	0.64104	0.141863	0.448793	0.441104	0.533133	0.588562	0.743647	0.551624	0.50108	0.656164	0.666331	0.542971	0.455191	0.534961	0.556636	0.135994	0.529421	0.56273	0.531259	0.512252	0.426714	0.587924	0.454531	0.445472	0.807857	0.633525	0.242755	0.694746	0.1519	0.331435	0.386328	0.300213	0.71202	0.320262	0.597071	0.593957	0.444359	0.332236	0.512009	0.669867	0.505283	0.541459	0.542856	0.695662	0.578679	0.203567	0.443481	0.466231	0.435065	0.665978	0.519898	0.519924	0.437128	0.618688	0.35119	0.316494	0.357467	0.53279	0.418467	0.852502	0.43688	0.718672	0.283429	0.497041	0.468543	0.6653	0.569408	0.45446	0.52357	0.678512	0.445144	0.2973	0.511008	0.57178	0.621662	0.439088	0.683514	0.509235	0.280352	0.638159	0.377404	0.55745	0.622637	0.227964	0.668311	0.488206	0.709835	0.459977	0.42234	0.679244	0.562676	0.468416	0.49526	0.580359	0.403346	0.550778	0.487194	0.524627	0.681429	0.661964	0.660993	0.456393	0.540303	0.433741	0.442831	0.439277	0.499408	0.490069	0.324631	0.401449	0.558491	0.48946	0.490721	0.492528
g2	0.0678424	-0.565543	-0.433476	-0.0159113	0.483406	0.605768	1.36284	0.959979	1.63437	1.95996	1.69337	1.53891	1.41985	0.74496	1.2059	0.294283	-0.962841	-0.180797	-1.05551	-0.260012	-0.744142	-1.95996	-0.977617	-1.23744	-0.120097	0.557011	0.523634	0.625071	0.315397	0.36121	0.577353	0.496002	0.22991	0.589395	0.421561	0.365337	0.53348	0.399055	0.32326	0.448275	0.691092	0.651868	0.267572	0.598174	0.591094	0.420664	0.590621	0.475214	0.501447	0.517428	0.678358	0.63626	0.619737	0.460498	0.661252	0.29532	0.719309	0.474855	0.617002	0.548885	0.48054	0.59768	0.43012	0.467827	0.481149	0.607751	0.565836	0.612488	0.472648	0.633999	0.417123	0.353263	0.563747	0.566167	0.461594	0.637423	0.497875	0.380886	0.570601	0.535966	0.69921	0.404166	0.671134	0.552962	0.613871	0.527986	0.586927	0.525693	0.578256	0.674147	0.351706	0.298041	0.478644	0.601639	0.489768	0.429557	0.579851	0.288961	0.626868	0.844001	0.464368	0.509082	0.497166	0.398896	0.649946	0.407894	0.802418	0.436225	0.425389	0.335849	0.63496	0.474321	0.493096	0.571635	0.58099	0.431599	0.409264	0.52315	0.541362	0.512859	0.788177	0.681541	0.45388	0.42192	0.628532	0.347022	0.63991	0.423753	0.488461	0.486229	0.497529	0.545369	0.884602	0.531391	0.648779	0.358331	0.507838	0.587036	0.52091	0.478886	0.267704	0.533283	0.40549	0.419835	0.649353	0.619197	0.426187	0.473308	0.647213	0.435493	0.391636	0.480283	0.509123	0.620801	0.370969	0.49991	0.546066	0.545902	0.786261	0.715318	0.415327	0.646658	0.410292	0.836215	0.549056	0.589892	0.596826	0.685245	0.517932	0.52431	0.575282	0.625624	0.675016	0.595618	0.452425	0.496965	0.537884	0.502635	0.735537	0.300871	0.526314	0.429849	0.592234	0.58384	0.346885	0.54629	0.336452	0.686676	0.483745	0.531696	0.679902	0.509053	0.70502	0.553268	0.462704	0.293595	0.542074	0.551233	0.518573	0.48091
g3	0.161657	-0.0776891	0.349592	1.51093	1.55418	1.74635	1.77809	1.36666	1.77772	1.95996	1.76173	1.69841	0.779044	0.387574	0.933134	0.0447221	-1.12716	-0.952712	-1.38258	-0.916301	-1.01983	-1.72371	-1.49008	-1.95996	-1.50182	0.447717	0.656372	0.658913	0.535599	0.758929	0.561994	0.588169	0.563852	0.509747	0.444638	0.655711	0.56995	0.635308	0.535243	0.441202	0.390762	0.249032	0.333392	0.625801	0.464108	0.381453	0.555716	0.403236	0.477682	0.433214	0.305926	0.543972	0.636373	0.462516	0.378043	0.533962	0.461534	0.722665	0.566243	0.580394	0.527377	0.591265	0.544611	0.618505	0.561398	0.469587	0.417049	0.726765	0.573431	0.587398	0.527787	0.584243	0.723472	0.594112	0.425618	0.62504	0.532224	0.351368	0.572221	0.491113	0.70415	0.503547	0.5686	0.392376	0.34806	0.583814	0.66562	0.542859	0.709784	0.478728	0.53577	0.560102	0.590777	0.55221	0.518731	0.353604	0.586991	0.485355	0.528093	0.697005	0.630488	0.32953	0.537271	0.585298	0.485142	0.673069	0.437992	0.327448	0.663489	0.293785	0.725871	0.707479	0.409153	0.476405	0.557016	0.532563	0.348567	0.532812	0.49427	0.474382	0.623191	0.492212	0.637519	0.662743	0.578163	0.703112	0.522922	0.60372	0.467841	0.701785	0.293341	0.636835	0.64249	0.562079	0.289085	0.589595	0.571523	0.465279	0.145361	0.486016	0.419868	0.5211	0.488105	0.70852	0.55917	0.481863	0.454034	0.363708	0.418031	0.583006	0.59728	0.418619	0.440821	0.610698	0.4501	0.391411	0.566737	0.661392	0.665927	0.478243	0.603229	0.442538	0.531985	0.412067	0.361693	0.415459	0.605268	0.680638	0.38713	0.520116	0.604072	0.532699	0.572023	0.705237	0.330626	0.483214	0.517554	0.640571	0.502814	0.325927	0.33878	0.434268	0.371517	0.555846	0.441629	0.330711	0.401743	0.677132	0.44398	0.524979	0.445023	0.495776	0.41299	0.546279	0.47333	0.35968	0.369479	0.849487	0.292831	0.626945
g4	0.358851	0.899295	0.870309	0.803584	-0.853863	-1.47798	-1.66654	-1.24735	-1.4729	-1.95996	-1.62032	-1.24726	-0.809704	-0.241639	-0.426491	1.60629	1.89838	0.879724	0.98452	0.850555	1.36497	1.95996	0.895892	1.58583	1.39532	0.358949	0.402952	0.428415	0.551591	0.385028	0.293836	0.589429	0.544005	0.412246	0.436505	0.678291	0.269471	0.450754	0.432406	0.362832	0.557502	0.658327	0.241336	0.436313	0.520073	0.518515	0.424021	0.721872	0.581981	0.486517	0.558666	0.481403	0.548222	0.658024	0.488182	0.59299	0.556993	0.702327	0.690552	0.0611224	0.396291	0.59805	0.359509	0.501442	0.311431	0.41223	0.606392	0.427025	0.763782	0.396698	0.520056	0.713468	0.314851	0.287897	0.688718	0.339155	0.360758	0.577836	0.708247	0.428452	0.416844	0.641878	0.710901	0.268702	0.614116	0.535607	0.635422	0.332288	0.409359	0.625954	0.380256	0.641558	0.652474	0.494149	0.495022	0.592427	0.555428	0.670695	0.554449	0.586514	0.401729	0.238359	0.508865	0.5474	0.552253	0.694691	0.535105	0.390274	0.61453	0.644452	0.562866	0.602079	0.508696	0.360869	0.574569	0.479702	0.69406	0.610135	0.572741	0.458744	0.570188	0.524235	0.620577	0.365434	0.372912	0.191749	0.395683	0.0236695	0.494212	0.346825	0.525276	0.520053	0.506405	0.455571	0.554828	0.397597	0.47296	0.242152	0.471481	0.386579	0.691284	0.584417	0.49294	0.670411	0.41144	0.340971	0.459116	0.476735	0.497104	0.450001	0.573354	0.447326	0.573014	0.740978	0.542986	0.450073	0.569444	0.708386	0.355914	0.505321	0.410962	0.534977	0.56811	0.326191	0.337768	0.558832	0.54513	0.430227	0.552527	0.52975	0.70233	0.660764	0.545501	0.41508	0.352196	0.586436	0.608419	0.557985	0.540329	0.443194	0.685007	0.397509	0.314697	0.557591	0.497375	0.45891	0.495509	0.489987	0.680565	0.635212	0.484811	0.496904	0.516443	0.367907	0.499981	0.383316	0.454018	0.548904	0.459391	0.404103
g5	-0.933212	-1.72539	-1.56805	-0.567726	-0.236889	-0.0357825	0.369443	0.02504	0.851238	1.95996	1.66581	0.676159	0.353855	0.0666514	0.457956	-0.407247	-1.07811	-0.997937	-1.25054	-1.11386	-1.58516	-1.95996	-0.017761	-0.32041	0.477482	0.61156	0.349809	0.177624	0.64523	0.49631	0.570003	0.596548	0.409097	0.508833	0.545827	0.543731	0.865391	0.449575	0.837293	0.301911	0.440136	0.339247	0.530169	0.460012	0.328327	0.404107	0.478355	0.484055	0.571343	0.29556	0.290981	0.587675	0.486857	0.662422	0.303974	0.427343	0.510848	0.275942	0.693809	0.590408	0.418305	0.592832	0.416262	0.459001	0.485168	0.627177	0.436456	0.360993	0.396397	0.648213	0.50854	0.448771	0.636353	0.553425	0.775693	0.468917	0.600223	0.306893	0.629919	0.49795	0.660807	0.513355	0.383419	0.296585	0.464447	0.643862	0.627128	0.0703898	0.569009	0.537255	0.353184	0.482114	0.494984	0.606007	0.292047	0.570556	0.579824	0.583175	0.150984	0.509726	0.608	0.662943	0.74849	0.618021	0.55089	0.629198	0.516109	0.798182	0.665741	0.578564	0.523658	0.664433	0.411836	0.659259	0.430918	0.531037	0.432603	0.825654	0.790082	0.641331	0.556146	0.462727	0.551125	0.728717	0.433178	0.428821	0.333088	0.540221	0.490811	0.645388	0.684079	0.565385	0.396355	0.611806	0.438005	0.424863	0.241864	0.454096	0.386086	0.274648	0.345836	0.449985	0.532639	0.552647	0.546218	0.397365	0.336931	0.639307	0.451391	0.492131	0.360294	0.439301	0.422227	0.47776	0.499064	0.532718	0.489715	0.550111	0.550111	0.389463	0.531082	0.31623	0.577081	0.567185	0.449456	0.320646	0.363699	0.368864	0.378019	0.404937	0.348979	0.309793	0.473865	0.324469	0.367009	0.536177	0.506703	0.652498	0.542692	0.46648	0.549763	0.339519	0.530594	0.380478	0.478794	0.786398	0.702132	0.59325	0.529605	0.213955	0.485617	0.468036	0.580473	0.452749	0.580756	0.376143	0.532899	0.553149	0.567901	0.211104
g6	-1.62803	-1.95996	-1.49675	-1.18346	-1.10425	-0.891313	0.0576622	-0.314715	0.943312	1.69967	1.49868	1.01085	0.539806	0.345355	1.95996	-0.335824	-0.949769	-0.0409856	-1.845	-0.341978	-0.579346	-0.75862	0.42774	0.20703	0.405099	0.506313	0.34223	0.521598	0.519763	0.519538	0.722183	0.51687	0.378213	0.397733	0.339533	0.551722	0.549858	0.61464	0.437138	0.500115	0.471955	0.495345	0.295648	0.779245	0.389255	0.644928	0.528868	0.604261	0.284206	0.546306	0.530745	0.579593	0.451362	0.53228	0.437358	0.456551	0.456398	0.490249	0.595365	0.508215	0.529456	0.418933	0.441786	0.402376	0.457794	0.533114	0.412715	0.506253	0.280809	0.449951	0.541761	0.586254	0.540204	0.803695	0.757328	0.609987	0.783797	0.531287	0.540068	0.515507	0.588354	0.677611	0.630507	0.447013	0.550693	0.333976	0.371627	0.40099	0.86865	0.758516	0.862429	0.527462	0.619641	0.482013	0.56482	0.289858	0.434203	0.472628	0.47516	0.541709	0.672373	0.514682	0.591349	0.609594	0.451519	0.559406	0.378332	0.570758	0.285803	0.606227	0.571509	0.650426	0.619601	0.507671	0.490969	0.408785	0.430832	0.590217	0.524671	0.529497	0.547485	0.504268	0.49048	0.465063	0.44731	0.452328	0.830277	0.522694	0.17482	0.636412	0.583263	0.574658	0.523015	0.543352	0.41123	0.725229	0.47708	0.464345	0.351572	0.610771	0.544254	0.583335	0.696314	0.357991	0.636407	0.566676	0.365604	0.489221	0.553021	0.287658	0.697637	0.481846	0.403967	0.462348	0.45631	0.445782	0.552278	0.544612	0.553392	0.442772	0.511461	0.348197	0.467979	0.427795	0.297476	0.552205	0.472827	0.261213	0.552804	0.356258	0.609051	0.647726	0.521147	0.450633	0.588049	0.299667	0.586935	0.473182	0.349592	0.585079	0.390844	0.453536	0.481537	0.517853	0.722897	0.187514	0.362872	0.496144	0.58572	0.426075	0.443219	0.604204	0.577593	0.185976	0.367398	0.482879	0.600786	0.554125	0.424178	0.6155
g7	-0.546038	-0.642388	-0.219907	0.0573668	0.372262	1.29486	1.67355	0.780804	1.82108	1.95996	1.00724	0.9294	0.860048	0.0946802	1.36541	0.18276	-1.57954	-1.18858	-1.76033	-0.720986	-1.68049	-1.95996	-0.139653	-0.665309	0.274064	0.74215	0.743626	0.658805	0.646926	0.621612	0.770713	0.552974	0.304101	0.42729	0.614484	0.586683	0.373667	0.574835	0.621014	0.57404	0.689782	0.649833	0.549828	0.934816	0.701681	0.434146	0.595765	0.614766	0.516317	0.489326	0.753381	0.795337	0.403656	0.500497	0.577815	0.513069	0.502375	0.477735	0.472799	0.736727	0.439288	0.677021	0.452003	0.6962	0.575018	0.627386	0.592702	0.4314	0.485956	0.64706	0.718633	0.518982	0.556192	0.468612	0.54307	0.471013	0.550667	0.515979	0.289799	0.738468	0.584437	0.468501	0.516951	0.572162	0.678035	0.367782	0.595447	0.611864	0.695636	0.560439	0.404361	0.588313	0.375973	0.645249	0.606599	0.613434	0.694631	0.23473	0.621452	0.51491	0.624773	0.491747	0.667753	0.500446	0.393964	0.574663	0.396589	0.532003	0.607629	0.511909	0.363016	0.631612	0.634349	0.580304	0.591715	0.765377	0.55304	0.657441	0.497824	0.647482	0.74563	0.443738	0.346407	0.555448	0.360819	0.370171	0.40623	0.78348	0.396885	0.660449	0.590307	0.466824	0.543442	0.355306	0.977786	0.414557	0.689862	0.389462	0.433043	0.545882	0.289343	0.486487	0.373233	0.508508	0.32409	0.572776	0.874202	0.354955	0.617966	0.734394	0.30608	0.301282	0.754526	0.605212	0.614075	0.48249	0.232337	0.537948	0.704108	0.407565	0.503913	0.624808	0.643055	0.699658	0.63916	0.431546	0.558535	0.657119	0.532504	0.486438	0.66394	0.650195	0.427315	0.612516	0.576428	0.644259	0.478396	0.866085	0.411659	0.301569	0.564655	0.617716	0.343057	0.481721	0.60024	0.41254	0.526768	0.695133	0.462112	0.549289	0.343162	0.520011	0.717794	0.426616	0.563861	0.498807	0.760948	0.652788	0.567378	0.539279
g8	-1.63023	-1.95996	-1.66321	-1.05068	-1.02539	1.56979	1.95996	-0.624879	-0.466237	0.446002	-0.0223638	-0.378221	-1.10224	-1.78866	-0.782648	-0.821717	-1.01593	-0.00461284	-0.636319	0.539804	-0.203902	-0.969687	-0.668464	-1.73678	-1.27979	0.534221	0.261205	0.525793	0.471434	0.336489	0.391565	0.300111	0.439955	0.544711	0.540536	0.449852	0.301314	0.699053	0.416014	0.402131	0.520219	0.523976	0.396682	0.738029	0.733797	0.465183	0.619332	0.734771	0.637881	0.397016	0.413498	0.383368	0.392396	0.574158	0.791638	0.54285	0.38742	0.521356	0.377455	0.550449	0.473013	0.534227	0.718938	0.703249	0.477579	0.60521	0.70477	0.382682	0.51943	0.57621	0.479871	0.442399	0.530217	0.418039	0.385722	0.710287	0.553611	0.484432	0.448569	0.36872	0.12554	0.629999	0.402984	0.31157	0.574866	0.483372	0.707303	0.201469	0.366151	0.650571	0.545121	0.713304	0.433588	0.655909	0.410332	0.444219	0.57111	0.741739	0.692877	0.424846	0.44662	0.483354	0.460112	0.544898	0.638523	0.834357	0.587338	0.367625	0.459338	0.435166	0.601474	0.437434	0.669688	0.48334	0.502016	0.316231	0.535411	0.383533	0.533758	0.412563	0.713859	0.262085	0.466206	0.456864	0.667294	0.611636	0.634332	0.4403	0.780273	0.63569	0.433262	0.507845	0.530783	0.318694	0.530754	0.516418	0.530643	0.385402	0.59126	0.583713	0.506455	0.492239	0.423507	0.673734	0.644815	0.453028	0.571375	0.572405	0.537715	0.354853	0.507512	0.587532	0.621576	0.597409	0.50824	0.563353	0.534823	0.585011	0.621578	0.523895	0.548871	0.525797	0.546867	0.437027	0.579095	0.436406	0.706053	0.356892	0.283007	0.529822	0.463556	0.885433	0.343015	0.554683	0.396095	0.39876	0.242208	0.620707	0.321986	0.477512	0.327911	0.677807	0.598912	0.507206	0.564957	0.288921	0.356398	0.629401	0.49965	0.642982	0.431679	0.331949	0.572527	0.591532	0.600307	0.577655	0.419463	0.678895	0.648259	0.542522
g9	-1.47256	-1.95996	-1.80408	-1.42942	-0.0341676	0.0719699	1.76514	1.13541	1.87943	1.95996	1.44424	0.77185	0.0552227	0.0357712	0.611313	0.189713	0.134181	1.44631	1.00651	1.25043	0.944441	0.865547	1.79859	0.557751	1.70587	0.572722	0.650587	0.433021	0.504647	0.28389	0.572185	0.497067	0.489674	0.686412	0.496771	0.532342	0.377262	0.535102	0.589453	0.471201	0.812298	0.522389	0.472861	0.439483	0.680109	0.499667	0.491089	0.334448	0.542988	0.350365	0.381547	0.431695	0.723501	0.558692	0.591702	0.470057	0.564865	0.681643	0.586725	0.509219	0.619399	0.451079	0.630942	0.490868	0.681921	0.540525	0.671517	0.723468	0.667856	0.653939	0.6085	0.619104	0.431029	0.515709	0.82714	0.515047	0.576407	0.573135	0.587282	0.670937	0.518166	0.675066	0.487676	0.53535	0.688998	0.560224	0.558032	0.422214	0.471651	0.48016	0.57642	0.0903182	0.435367	0.698141	0.568111	0.381243	0.63666	0.476411	0.354138	0.527067	0.450296	0.610869	0.474682	0.634885	0.679401	0.54073	0.318336	0.353381	0.508987	0.432599	0.729785	0.379447	0.687223	0.481966	0.71732	0.511811	0.648924	0.516374	0.41166	0.562073	0.313745	0.667723	0.654819	0.448261	0.447027	0.759611	0.340927	0.440406	0.398593	0.289143	0.444057	0.56478	0.720369	0.7549	0.431378	0.419771	0.571285	0.48926	0.639501	0.628343	0.547078	0.642502	0.417141	0.778512	0.541323	0.325992	0.686128	0.540584	0.804392	0.286703	0.609539	0.595404	0.458202	0.369015	0.657428	0.617148	0.518955	0.604685	0.336629	0.582442	0.399626	0.5362	0.461591	0.566347	0.581569	0.555933	0.533878	0.174368	0.589513	0.738449	0.61699	0.655451	0.569781	0.434272	0.490518	0.413419	0.569854	0.602854	0.538845	0.538387	0.743227	0.522728	0.380075	0.612651	0.587725	0.645894	0.659789	0.521481	0.578875	0.533783	0.701489	0.408809	0.582619	0.565977	0.555175	0.576609	0.431482	0.662373	0.27541	0.629879
