genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g0	-0.849867	-0.630231	-0.921947	-1.57272	-1.20359	-0.517933	-1.55779	-0.702957	1.66237	1.05207	0.603916	-0.0235415	-0.0346706	-0.185256	0.948481	1.95996	0.59501	-0.566117	-0.538771	-1.95996	-0.162294	0.799477	0.621258	0.239217	0.737853	0.319733	0.661712	0.774631	0.620277	0.506319	0.497944	0.534841	0.410893	0.487299	0.577456	0.327145	0.479244	0.689144	0.657511	0.485226	0.638234	0.709938	0.453292	0.471533	0.418574	0.437566	0.539516	0.475641	0.541716	0.40183	0.589774	0.478616	0.477217	0.465969	0.609454	0.327962	0.511011	0.312714	0.496564	0.721539	0.511862	0.530364	0.639239	0.54785	0.511488	0.743253	0.506501	0.38807	0.638822	0.459183	0.42366	0.530342	0.468532	0.510183	0.732248	0.456343	0.560306	0.470674	0.619922	0.539147	0.688419	0.51155	0.521584	0.435219	0.518185	0.477627	0.53966	0.377298	0.44203	0.335542	0.584564	0.320298	0.417059	0.521935	0.38496	0.556989	0.444812	0.45652	0.501867	0.62853	0.54156	0.627773	0.425269	0.587794	0.499612	0.508715	0.419595	0.427987	0.567063	0.589925	0.741493	0.458395	0.308033	0.371053	0.48184	0.443674	0.55918	0.267366	0.635118	0.598825	0.424886	0.538908	0.381089	0.721603	0.374061	0.432256	0.300119	0.778812	0.449176	0.484959	0.38533	0.199046	0.482504	0.465311	0.739517	0.533581	0.432431	0.337808	0.629081	0.351363	0.477721	0.302581	0.518573	0.556686	0.508768	0.640913	0.447914	0.504358	0.3394	0.517878	0.53026	0.207643	0.503335	0.59754	0.462201	0.580019	0.423589	0.476283	0.498875	0.699972	0.51326	0.47398	0.433522	0.359848	0.599489	0.519971	0.65878	0.386345	0.564817	0.380365	0.650573	0.268368	0.394511	0.290094	0.527966	0.417782	0.344331	0.408965	0.525597	0.39318	0.583972	0.275103	0.421866	0.54888	0.765493	0.441226	0.53731	0.523505	0.403369	0.385056	0.468308	0.513948	0.439321	0.527737	0.508745	0.444647	0.527508	0.785016	0.367323	0.53045
g1	0.519193	0.964559	0.823582	0.210865	0.590926	1.4529	0.742982	1.78444	1.95996	1.70579	1.5211	1.26258	0.456772	0.373043	0.6866	0.688392	0.312327	-1.14145	-0.363374	-1.20735	-0.789518	-0.780108	-1.79307	-1.95996	-1.2856	0.445677	0.474613	0.469776	0.349532	0.607238	0.564365	0.686943	0.718264	0.497771	0.538218	0.550927	0.463203	0.390018	0.573651	0.368371	0.695965	0.524665	0.394886	0.695332	0.592112	0.426266	0.457806	0.562663	0.443055	0.247344	0.533976	0.513125	0.202653	0.561522	0.610465	0.735836	0.532019	0.244319	0.466266	0.542835	0.443783	0.784655	0.508823	0.39644	0.374984	0.796564	0.635128	0.286172	0.51621	0.442145	0.620815	0.312675	0.321815	0.567026	0.406103	0.484315	0.650334	0.353673	0.541469	0.544095	0.409116	0.442138	0.842828	0.440183	0.490125	0.601152	0.682026	0.375152	0.572258	0.476066	0.496519	0.414573	0.549391	0.393732	0.553371	0.512064	0.589903	0.535619	0.495196	0.340003	0.546667	0.629469	0.537418	0.316024	0.542798	0.607015	0.413058	0.387798	0.449577	0.425285	0.763188	0.532346	0.554179	0.509049	0.52758	0.490341	0.540169	0.470158	0.573534	0.618337	0.536695	0.574228	0.462961	0.428349	0.630216	0.432085	0.448503	0.355301	0.552787	0.578868	0.380297	0.359505	0.616802	0.558128	0.484522	0.435177	0.455196	0.678102	0.57676	0.387072	0.453305	0.583302	0.660727	0.437932	0.483204	0.169642	0.731252	0.449514	0.308011	0.525858	0.347798	0.413042	0.336473	0.632212	0.666031	0.606989	0.563246	0.448174	0.539752	0.404475	0.313657	0.406738	0.652176	0.405009	0.541123	0.649905	0.454168	0.591259	0.475914	0.484662	0.468451	0.450401	0.478517	0.458775	0.380946	0.474363	0.448167	0.486357	0.602697	0.509717	0.549833	0.590399	0.549793	0.547545	0.760451	0.480961	0.489645	0.528926	0.287807	0.415597	0.47779	0.338571	0.514806	0.503	0.666196	0.237698	0.49321	0.416188	0.48138	0.872661
g2	-1.57172	-1.45663	-1.873	-1.95996	-0.472574	0.34254	-1.17076	-0.919355	1.95996	1.29632	0.456622	-0.0470785	-0.64615	-1.01265	-0.760765	0.251365	-0.330805	-0.672398	0.678708	-0.553688	0.210009	0.486503	-0.102525	-0.561184	-0.360408	0.441925	0.593027	0.787875	0.621501	0.378542	0.401449	0.691944	0.591526	0.295016	0.400447	0.534462	0.42909	0.51696	0.619562	0.418829	0.39976	0.541425	0.501528	0.289784	0.448201	0.555382	0.449289	0.400848	0.345494	0.439806	0.493993	0.639049	0.44204	0.535647	0.573608	0.45242	0.347165	0.231967	0.464657	0.510606	0.419661	0.592965	0.571166	0.472845	0.615862	0.378019	0.356776	0.645518	0.458616	0.303383	0.562815	0.303287	0.401337	0.402081	0.465022	0.739684	0.505831	0.536049	0.44661	0.468459	0.189579	0.425837	0.319919	0.438124	0.576995	0.30885	0.481726	0.384793	0.552622	0.332714	0.65123	0.631253	0.42972	0.375608	0.415672	0.588448	0.387028	0.382481	0.589039	0.509738	0.460572	0.336149	0.608312	0.736107	0.519831	0.770388	0.659221	0.513511	0.428788	0.544013	0.343531	0.593883	0.586924	0.486305	0.511426	0.487713	0.639942	0.417389	0.522035	0.208161	0.562548	0.730362	0.709472	0.485097	0.533065	0.497245	0.480224	0.470293	0.360106	0.575689	0.494724	0.672482	0.16838	0.421556	0.521471	0.391303	0.542546	0.485804	0.657197	0.381014	0.380026	0.511619	0.561871	0.461215	0.497286	0.492044	0.602517	0.454015	0.409101	0.76026	0.520474	0.558183	0.19071	0.519523	0.420498	0.331032	0.645983	0.62236	0.500236	0.632451	0.405204	0.525894	0.440534	0.685073	0.506934	0.517557	0.257813	0.557209	0.43191	0.57668	0.328016	0.455915	0.331934	0.609272	0.302377	0.494508	0.302255	0.443247	0.519683	0.569562	0.582021	0.4823	0.493164	0.399831	0.37579	0.499886	0.561281	0.381822	0.541798	0.364204	0.410109	0.520866	0.658655	0.604225	0.513059	0.607079	0.570826	0.533916	0.635561	0.404521
g3	-1.60647	-1.95996	-0.317919	-0.268561	-0.481588	-0.673094	0.597333	0.239575	-0.329671	-0.0221297	0.170688	0.74999	1.20906	1.33319	0.853724	0.587454	0.878652	1.0869	0.95709	1.95996	1.34954	1.06219	1.35337	1.63174	1.12548	0.300963	0.416333	0.600595	0.329444	0.440981	0.467393	0.467576	0.495546	0.472108	0.718326	0.235253	0.600205	0.463153	0.661141	0.585852	0.707453	0.510505	0.539102	0.449558	0.568991	0.631275	0.419743	0.510958	0.485617	0.428846	0.650168	0.433063	0.422908	0.46692	0.657938	0.524268	0.694732	0.44562	0.382902	0.740536	0.483952	0.607036	0.585308	0.665153	0.482572	0.584558	0.40352	0.261924	0.5043	0.567578	0.484787	0.70417	0.702683	0.625975	0.499208	0.284952	0.587367	0.584321	0.59922	0.551133	0.438459	0.437865	0.575624	0.392496	0.321234	0.507684	0.429286	0.494847	0.435324	0.427368	0.626084	0.542399	0.672346	0.545737	0.275107	0.610776	0.568332	0.533434	0.520865	0.659886	0.401762	0.332	0.324144	0.40058	0.393267	0.484248	0.482174	0.555103	0.889005	0.682499	0.46036	0.388691	0.609859	0.365989	0.472091	0.608501	0.478082	0.489886	0.555082	0.600065	0.432001	0.499437	0.597069	0.368577	0.489452	0.462715	0.443676	0.574316	0.329588	0.585783	0.585646	0.460923	0.75145	0.414632	0.584073	0.418976	0.609919	0.69299	0.742333	0.524397	0.496025	0.448941	0.522106	0.454455	0.533937	0.714472	0.558466	0.433438	0.493629	0.467934	0.554614	0.506724	0.433722	0.447552	0.36997	0.59011	0.408379	0.63869	0.415395	0.456059	0.574978	0.365476	0.509902	0.569496	0.464618	0.470504	0.372299	0.807664	0.602604	0.541281	0.576284	0.343368	0.491325	0.484961	0.5844	0.590634	0.406749	0.651504	0.549612	0.356482	0.46113	0.376072	0.638827	0.716821	0.314923	0.456113	0.347859	0.462021	0.375809	0.360775	0.264068	0.554515	0.480597	0.566966	0.398535	0.399155	0.360843	0.700201	0.581818	0.405706
g4	1.26565	0.853588	1.03854	1.10877	-0.706406	-1.45837	-0.896586	-1.2556	-1.95996	-1.5755	-1.45337	-0.146681	0.500471	0.792784	0.00904959	-0.631535	-0.484006	1.95996	0.0952614	0.750549	0.232212	-0.558469	0.606382	1.2877	1.05566	0.57207	0.39637	0.30391	0.577461	0.720302	0.576404	0.584449	0.324064	0.401516	0.373311	0.485678	0.507423	0.44039	0.386724	0.567805	0.432133	0.588452	0.495358	0.586526	0.349158	0.403011	0.633003	0.50024	0.656571	0.156563	0.324268	0.447892	0.216449	0.502054	0.465402	0.480497	0.273269	0.544178	0.574904	0.509905	0.289218	0.426532	0.424903	0.32926	0.651455	0.474691	0.672771	0.547334	0.449614	0.345127	0.705324	0.321545	0.527565	0.558769	0.384923	0.554127	0.292658	0.726788	0.491127	0.533017	0.456661	0.471155	0.685119	0.497068	0.530448	0.656322	0.352016	0.362751	0.515423	0.588381	0.685214	0.39453	0.488957	0.507883	0.508996	0.523517	0.50792	0.323561	0.503497	0.467673	0.524776	0.385635	0.526515	0.589556	0.531195	0.670125	0.707149	0.474393	0.517977	0.695319	0.62153	0.484725	0.45523	0.622171	0.551865	0.586446	0.764804	0.473406	0.589855	0.339401	0.559128	0.698535	0.430671	0.394271	0.762042	0.47758	0.695472	0.433156	0.446845	0.403458	0.448686	0.596793	0.595256	0.602016	0.35955	0.459761	0.539586	0.401772	0.637287	0.652054	0.460222	0.375397	0.453908	0.373388	0.636703	0.463399	0.569566	0.474462	0.484969	0.466821	0.54611	0.300559	0.453594	0.503159	0.394832	0.442524	0.465648	0.576439	0.416204	0.378472	0.386267	0.64959	0.526621	0.333897	0.583545	0.660625	0.489871	0.413219	0.366972	0.323548	0.421456	0.476738	0.578819	0.37456	0.25751	0.734872	0.33711	0.545511	0.472543	0.510487	0.506648	0.469505	0.339073	0.435056	0.409523	0.428807	0.515663	0.568075	0.586447	0.582716	0.475251	0.445061	0.45491	0.372162	0.483864	0.509243	0.541582	0.544965	0.546378	0.532608
g5	1.86497	1.95996	1.7032	0.39522	1.08332	1.40782	0.273219	0.611229	1.07155	0.371622	0.0317828	-0.225717	-0.959694	-0.996109	-0.823956	-0.1198	-0.279557	-0.431996	-0.26942	-0.875229	-0.685383	-0.48594	-1.6585	-1.95996	-1.53824	0.607263	0.424659	0.546075	0.710512	0.533847	0.64046	0.390673	0.467037	0.476105	0.564633	0.550361	0.400163	0.557832	0.715398	0.734769	0.438779	0.409926	0.521707	0.698389	0.752134	0.680939	0.574216	0.613319	0.541193	0.427401	0.409068	0.295946	0.505995	0.407274	0.473383	0.40319	0.631722	0.458836	0.53187	0.54621	0.305702	0.527785	0.523009	0.553296	0.415081	0.542494	0.493209	0.383826	0.293562	0.415019	0.33869	0.535725	0.437274	0.33736	0.447318	0.280031	0.614391	0.38317	0.555262	0.508411	0.176342	0.49417	0.540962	0.261252	0.406062	0.452052	0.347777	0.375126	0.460564	0.384755	0.460929	0.75524	0.665583	0.702893	0.232429	0.65973	0.562626	0.510178	0.510465	0.53806	0.54126	0.395299	0.4709	0.306273	0.627225	0.378623	0.622391	0.304854	0.530552	0.586	0.61643	0.481799	0.642273	0.709436	0.604709	0.208302	0.894629	0.432945	0.667461	0.404362	0.545337	0.49387	0.638367	0.538526	0.469736	0.543243	0.590524	0.512132	0.459811	0.427676	0.53139	0.387008	0.449397	0.620965	0.38905	0.55279	0.486054	0.546375	0.402287	0.43041	0.340257	0.47471	0.648056	0.386447	0.487399	0.629838	0.521612	0.657389	0.423793	0.332442	0.370595	0.70242	0.669362	0.430942	0.51531	0.502895	0.447428	0.435378	0.560973	0.191663	0.550656	0.327698	0.435736	0.532751	0.433992	0.446985	0.399284	0.392871	0.463365	0.465678	0.375911	0.471466	0.728523	0.444641	0.619274	0.536981	0.587429	0.706968	0.881474	0.64951	0.564395	0.498201	0.503664	0.47513	0.478874	0.713191	0.512573	0.744688	0.304994	0.514993	0.441177	0.522881	0.443654	0.519724	0.482887	0.500851	0.59623	0.711196	0.455284	0.550137
g6	-0.117099	-0.917842	0.138053	1.53968	0.649338	-1.95996	-0.522282	-0.985251	-1.74556	-1.04648	-0.822768	-0.684706	0.19409	1.95996	1.2054	0.737801	1.00886	1.19288	-0.594686	-0.349899	-0.818342	-1.90902	-1.77212	-0.22641	-0.757989	0.447225	0.550442	0.480609	0.769757	0.472192	0.556502	0.515684	0.506491	0.476359	0.565847	0.407344	0.350475	0.728256	0.64458	0.44918	0.381979	0.500389	0.674716	0.435009	0.598221	0.342231	0.522899	0.49384	0.382017	0.556441	0.602621	0.527103	0.536534	0.50541	0.591548	0.543268	0.538839	0.446377	0.439518	0.438165	0.660706	0.490198	0.753159	0.607962	0.353837	0.418895	0.558574	0.384804	0.582889	0.572122	0.511784	0.368022	0.59036	0.447011	0.612942	0.580783	0.197175	0.543199	0.551865	0.651993	0.467051	0.516515	0.272221	0.582508	0.581647	0.60135	0.407471	0.509577	0.343741	0.531012	0.42191	0.520116	0.472024	0.442552	0.392878	0.44314	0.423466	0.610465	0.399432	0.484225	0.391247	0.599621	0.503031	0.433378	0.424188	0.609143	0.418706	0.548232	0.344606	0.226857	0.435119	0.52765	0.518126	0.433191	0.344384	0.431404	0.594946	0.454548	0.232778	0.69261	0.546304	0.695443	0.53883	0.683272	0.449338	0.481051	0.38859	0.433507	0.376673	0.313479	0.625549	0.538297	0.50626	0.468886	0.339826	0.532657	0.627253	0.299967	0.696492	0.570268	0.652537	0.594572	0.522396	0.433859	0.428611	0.501058	0.481958	0.46328	0.574898	0.340879	0.469128	0.510777	0.67614	0.421902	0.582454	0.294874	0.30602	0.53232	0.380371	0.351548	0.623291	0.336592	0.453238	0.588676	0.587356	0.652228	0.625964	0.605026	0.525796	0.377309	0.556174	0.349152	0.491019	0.58083	0.374825	0.310317	0.617272	0.330402	0.596288	0.353307	0.639923	0.441166	0.482267	0.579309	0.639945	0.530257	0.527969	0.265569	0.543568	0.535037	0.522312	0.481645	0.290857	0.463817	0.506939	0.381556	0.403427	0.516729	0.612351	0.564281
g7	-1.57393	-1.95637	-1.8114	-1.05668	-1.25961	-1.95996	-1.14279	-1.25837	-1.60348	-0.808384	-0.598451	-0.124168	0.0532591	0.820216	0.694774	0.333337	0.757816	0.955336	0.511506	0.816488	0.44524	0.296635	1.38942	1.95996	1.66696	0.422831	0.411444	0.570473	0.45635	0.451985	0.629478	0.515123	0.515992	0.506415	0.417862	0.535807	0.292197	0.539363	0.632541	0.619141	0.571465	0.407413	0.57389	0.456306	0.42037	0.577377	0.735426	0.255363	0.475315	0.434108	0.25617	0.211487	0.490672	0.303922	0.632384	0.724136	0.417495	0.450752	0.384535	0.582749	0.474883	0.539371	0.539454	0.41215	0.593257	0.702582	0.604152	0.691711	0.531355	0.417517	0.463933	0.423135	0.699087	0.600059	0.54551	0.448815	0.590033	0.429637	0.407831	0.617466	0.386768	0.315593	0.477651	0.460744	0.517104	0.504826	0.404225	0.312006	0.373434	0.592053	0.606355	0.640767	0.417258	0.373113	0.510138	0.588191	0.691149	0.566306	0.53535	0.475669	0.410689	0.344748	0.422926	0.553164	0.57627	0.309294	0.360792	0.625406	0.335675	0.673165	0.450197	0.510586	0.484844	0.53489	0.501792	0.370455	0.582917	0.361197	0.435865	0.391617	0.458041	0.471085	0.361135	0.392676	0.61386	0.427585	0.494995	0.526658	0.567516	0.727028	0.676192	0.595305	0.391301	0.565751	0.610276	0.462363	0.583254	0.390594	0.398413	0.5107	0.508225	0.449893	0.635267	0.544478	0.671064	0.454403	0.541916	0.325823	0.53473	0.516623	0.336627	0.568264	0.642275	0.474776	0.444449	0.406794	0.487505	0.450486	0.38916	0.535509	0.524786	0.503316	0.498504	0.573581	0.445387	0.406652	0.483744	0.332207	0.429722	0.464231	0.378531	0.295606	0.616597	0.299539	0.585134	0.472729	0.392238	0.312338	0.208514	0.504822	0.515511	0.566272	0.590899	0.528187	0.476386	0.429707	0.368957	0.457141	0.444643	0.501242	0.387348	0.519352	0.569029	0.526069	0.463002	0.418277	0.512185	0.488358	0.336911	0.438068
g8	0.954714	0.298651	0.36261	0.702761	0.121982	-0.670024	-0.509338	-0.754427	-1.95996	-1.52079	-1.4957	-0.600925	-0.253881	0.310469	-0.263672	-0.938988	0.867622	1.48261	1.12788	1.95996	1.287	-0.171005	0.0203429	0.370073	-0.0320707	0.290216	0.444772	0.701639	0.377497	0.593508	0.482074	0.525605	0.23507	0.348259	0.612984	0.604268	0.657011	0.616695	0.198876	0.589042	0.681988	0.609091	0.622591	0.448393	0.56977	0.524398	0.639173	0.561149	0.65836	0.211938	0.328312	0.462088	0.477644	0.441328	0.464246	0.285304	0.708281	0.500278	0.294518	0.569713	0.476668	0.562706	0.357304	0.462329	0.508691	0.399586	0.327967	0.55915	0.645801	0.47083	0.568973	0.487351	0.59679	0.470391	0.667094	0.469091	0.398196	0.383608	0.509147	0.613725	0.549447	0.458503	0.409858	0.461676	0.611932	0.430535	0.543749	0.283261	0.488993	0.452313	0.559891	0.5459	0.528542	0.534868	0.497267	0.416398	0.719375	0.429709	0.563135	0.25008	0.663307	0.563397	0.736305	0.450233	0.518265	0.472883	0.408902	0.353561	0.618923	0.499535	0.591148	0.535447	0.406482	0.340962	0.398331	0.497511	0.384322	0.345643	0.459434	0.658967	0.486457	0.723324	0.446531	0.344059	0.606221	0.378985	0.510549	0.614656	0.278683	0.395721	0.488293	0.405615	0.74907	0.497338	0.611326	0.329919	0.441742	0.537493	0.241062	0.539968	0.546324	0.666453	0.790652	0.417812	0.361854	0.43506	0.613567	0.276583	0.57976	0.218867	0.430509	0.564825	0.480956	0.464773	0.611837	0.503981	0.418232	0.505622	0.655533	0.581738	0.566706	0.707716	0.647858	0.451664	0.39512	0.443319	0.629966	0.351465	0.409901	0.621323	0.627494	0.349638	0.453446	0.429285	0.433641	0.556901	0.529498	0.489989	0.589152	0.696547	0.566618	0.367205	0.305981	0.643962	0.574501	0.347874	0.462974	0.468733	0.404627	0.485745	0.538947	0.432241	0.561666	0.394606	0.410607	0.273283	0.435381	0.471185	0.50999	0.657247
g9	-1.94487	-1.95996	-0.9446	0.141076	0.0576122	-0.347665	-0.231292	-0.592237	-0.644639	-0.430884	0.0856536	0.385304	0.8213	0.921172	0.60438	0.320014	0.751381	1.01005	1.00898	1.95996	1.17358	0.589609	0.664271	1.79713	1.22775	0.379257	0.7714	0.511073	0.591002	0.529643	0.566675	0.357688	0.338485	0.514468	0.472708	0.319591	0.446289	0.40016	0.579703	0.433093	0.442703	0.510429	0.369497	0.694939	0.461309	0.361395	0.544564	0.510491	0.500039	0.723372	0.616998	0.446686	0.316568	0.471457	0.524432	0.445185	0.613142	0.127022	0.678456	0.403189	0.570746	0.608369	0.554998	0.641955	0.525316	0.418753	0.741325	0.531286	0.511864	0.559173	0.249158	0.384896	0.630278	0.552741	0.509951	0.640547	0.347611	0.512021	0.441281	0.458484	0.640606	0.34357	0.489808	0.428897	0.610841	0.253657	0.491202	0.409114	0.380909	0.479249	0.450028	0.495366	0.642629	0.39431	0.62129	0.458962	0.446178	0.457005	0.384606	0.454204	0.484036	0.503996	0.500378	0.451236	0.808951	0.759038	0.361603	0.498396	0.580139	0.539375	0.469953	0.37495	0.667087	0.464691	0.520928	0.67188	0.608773	0.460937	0.448341	0.585216	0.550661	0.6544	0.476338	0.572624	0.684185	0.543664	0.520285	0.269193	0.604465	0.37491	0.808183	0.682196	0.60502	0.538525	0.495256	0.393422	0.530035	0.51274	0.588387	0.610528	0.383006	0.534714	0.485389	0.52572	0.615375	0.593548	0.629761	0.489111	0.551211	0.434909	0.467409	0.372411	0.498052	0.615845	0.594725	0.539328	0.622959	0.394737	0.468878	0.658426	0.515917	0.445747	0.55982	0.434492	0.537669	0.464221	0.350555	0.667448	0.495078	0.419623	0.372817	0.528541	0.497691	0.348487	0.476651	0.616521	0.340885	0.370885	0.57003	0.449045	0.497921	0.495068	0.603031	0.678082	0.496581	0.554893	0.544974	0.485944	0.605237	0.326208	0.608606	0.540696	0.543372	0.581007	0.523925	0.394371	0.459719	0.601364	0.435983	0.384946
