V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	-7.29690068601264	0	-5.32458563765949	2.13443250632969	0	0	0	-6.03708343935231	0	3.49584242935000	0	0	-4.4418199117691	0	4.80366210843872	0	0	0	0	10.0455434431675	0	1.56831149654260	0	0	0	0	5.01997588113498	0	3.67126014612478	0	-2.42386131861924	-1.42129150414442	3.97875841984337	0	0	-4.40815165373138	-6.39785389252532	0	-3.56795718511878	0	0	0	0	0	-4.40519568010822	0	10.2419274553244	5.15336279898452	0	-5.31262256034986	0	0	0	-9.0048896615181	0	-5.00662619822594	0	-5.19968404502079	7.59091352941664	0	4.33389931272689	0	0	0	5.78585448344348	-5.82835370866773	8.85635008788045	0.553190122938874	0	0	0	0	0	0	0	-5.94461999071782	0	0	1.36161167886764	0	-6.27627843135951	-5.28915550943361	0	0	0	0	0	0	0	-5.64000278785513	0	0	0	4.44545722798227	0	0	0
3	0	0	0	0	0	0	0	3.51030245502549	3.44723315183662	0	0	0	0	0	0	2.39626578709103	0	3.87246312714581	0	0	3.54991629753001	0	0	7.32520864211866	0	0.277365212940953	0	0	0	0	0	0	3.74416990557864	0	0	0	0	7.88819597572948	0	0	0	0	0	0	0	5.61419100773694	0	0	0	0	0	4.3342498234221	0	0	4.98556343505698	0	0	0	0	0	0	0	0	0	0	1.05102382712964	0	1.63309490201586	0	4.48735768459349	0	0	0	0	0	0	0	0	0	0	-0.437376297134278	3.77502417719899	0	0	3.68992256410769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	-10.8727352134021	0	-7.93389032556375	3.18040774718043	0	0	0	-8.9955465370546	0	0	0	0	-6.61852666555515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.03085373067527	0	0	0	-6.5683593314372	-9.53311197462295	0	-5.31642890534533	0	0	0	0	0	-6.56395478766097	0	0	0	0	-7.91606476132462	0	0	0	-13.4177214585456	0	-7.46011537064494	0	-7.74778090693126	0	0	0	0	0	0	0	-8.68452913520774	0	0	0	0	0	0	0	0	0	-8.857771523089	0	0	0	0	-9.35195865287952	-7.8810977195858	0	0	0	0	0	0	0	-8.40387714646388	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	7.20459415341985	7.07514982808423	0	0	0	0	0	0	4.91812962014143	0	7.9478978129724	0	0	7.28589816119674	0	0	15.0343612927238	0	0.569268265945459	0	0	0	0	0	0	7.68458699976796	0	0	0	0	16.1898444182235	0	0	0	0	0	0	0	11.5226446235757	0	0	0	0	0	8.89567532637616	0	0	10.2324405477632	0	0	0	0	0	0	0	0	0	0	2.15713609213431	0	3.35178695676176	0	9.20991605507997	0	0	0	0	0	0	0	0	0	0	-0.897677266717225	7.74791274100309	0	0	7.57324899279918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	-6.75225943246427	0	-7.23024351817919	0	0	0	0	-4.95221737962922	0	-5.54723210579272	0	-3.04424467648512	0	0	0	0	0	0	0	0	0	-8.53450486562633	0	0	0	0	-4.11214047481237	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.42088262098368	0	0	0	0	-2.14642297132879	0	0	-8.95447049017348	0	0	0	-3.70343469169399	0	0	0	0	-10.6435835027200	0	0	0	0	0	0	0	0	-3.52280716523563	-9.33733763750357	0	0	0	0	0	0	0	-4.85554315424549	0	0	0	0	0	0	-9.2720920288476	0	0	0	0	0	-4.83896691686616	-7.98973031184642	0	-8.68849547639872	0
8	0	0	0	0	0	0	0	0	0	-3.98909239599117	0	0	0	0	0	0	0	-4.38660167001623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.60513380093103	0	0	0	-6.1434435762371	0	0	0	-5.51754920827462	0	0	0	0	0	0	0	0	0	0	-7.6498349634169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9.58628139569453	0	0	0	0
9	0	0	0	0	0	0	0	6.16099360569552	6.0502995619085	0	0	0	0	0	0	4.20572824734203	0	6.79662817387164	0	0	6.23052055771585	0	0	12.8566025813154	0	0.486808565719213	0	0	0	0	0	0	6.57145848326625	0	0	0	0	13.8447115567965	0	0	0	0	0	0	0	9.8535654243416	0	0	0	0	0	7.60711813005202	0	0	8.75025011027217	0	0	0	0	0	0	0	0	0	0	1.84467041269021	0	2.86627359827904	0	7.87584043126232	0	0	0	0	0	0	0	0	0	0	-0.767646835123644	6.62561135829535	0	0	6.47624801972058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	-17.2903568962588	0	0	-11.7304416270851	0	0	-4.14652695360018	-4.07202665940387	0	0	0	0	-4.96965554000777	-4.57512700149355	-2.83057679543763	0	-4.57432740889456	0	0	-4.19332060394376	0	0	-8.65286551926746	0	-0.327636249635465	0	0	0	0	0	0	-4.42278169224815	0	0	0	0	-17.1383828268189	0	0	0	0	0	0	0	-6.63173462529226	0	0	0	-4.70526409030264	0	-5.11981059943339	0	0	-5.88917149653339	0	0	0	0	0	0	0	0	0	0	-1.24151655987074	0	-1.92908506197271	0	-5.30066848313123	0	0	0	-10.8217938979143	0	0	0	0	-5.93721834943907	0	0.516648530481103	-4.45922814395612	0	0	-4.35870229554306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	10.2525737123721	0	0	0	0	0	8.11016408978962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58367608122121	0	0	0	0	0	0	0	0	0	0	5.3170991367249	0	0	0	4.31041318486048	0	0	0	0	4.01860431015111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02182721334295	0	0	0	8.41045839596409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	12.2602165378943	7.82031645095052	4.60098921153948	0	0	0	0	3.15135979577772	5.4361152641079	3.52999937118096	8.78498371448505	1.93721509912876	0	8.05326115127447	0	0	16.6178053898341	0	0.629224552603262	0	0	5.4309602040163	0	0	0	8.49394056568246	2.61677409804742	0	0	0	17.8949859322549	0	0	0	0	0	0	0	12.7362288428887	0	5.35865631542979	0	0	0	9.8325827420691	1.36588330803155	0	11.3101383141610	5.69820670863271	0	0	0	2.35669283050873	0	0	0	0	6.77307932229461	2.38432927615116	0	3.70480276954685	0	10.1799198303222	0	0	0	2.24174991075058	5.94184547541691	0	0	0	0	0	-0.99222213905453	8.56393587998435	3.08984083491477	0	8.37087625345294	0	0	0	0	5.90032621804036	0	0	0	0	0	3.07929249181146	5.08429112733023	0	5.52895263498501	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	-5.76036064404380	0	0	0	0	0	0	0	-6.33437511912527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.09396949138858	0	0	0	-8.87130381613205	0	0	0	-7.96749489755124	0	0	0	0	0	0	0	0	0	0	-11.0465749805597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13.8428576209420	0	0	0	0
19	0	0	0	-10.6161963577594	0	-7.74669261450337	3.10536700095376	0	0	0	-8.78329937300597	0	0	0	0	-6.46236455698756	-3.88593066337971	0	0	0	0	0	-3.00441091318914	0	0	0	0	0	0	0	0	0	0	0	-6.864962891355	0	0	0	-6.41338090574542	-9.30818111880034	-5.42639427347774	-5.19098939442984	0	0	-8.18542651715143	-2.04099140774743	0	-6.40908028582991	0	0	0	0	-7.7292876389902	0	0	-3.81388346150030	-13.1011344323055	0	-7.28409623446765	-4.65781037264172	-7.56497439057425	0	-4.46790583457450	0	0	0	0	0	-8.47962033145105	0	0	-5.47345207936143	0	0	0	0	0	0	-8.64877511827668	0	-5.29735729089888	0	-7.85270542119717	-9.13130205417288	-7.6951456338863	0	0	0	-2.11778326886798	0	0	0	-8.20559024038179	0	0	0	0	0	0	0
20	0	0	0	6.65731213878941	0	4.85787461347297	-1.94734505035180	0	0	0	5.50792049845573	0	0	0	0	4.05248514257849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30495059141899	0	0	0	4.02176797750097	5.83706866979225	0	3.25521830449249	0	0	0	0	0	4.01907110112426	0	0	0	0	4.84696012481296	0	0	0	8.21559232223048	0	4.56778498133076	0	4.74392090564443	0	0	0	0	0	0	0	5.31748636352549	0	0	0	0	0	0	0	0	0	5.42356166372899	0	0	0	0	5.72614955108346	4.82555000979991	0	0	0	0	0	0	0	5.14564479332549	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	0	0	0	-4.53549482401929	0	-3.30957369968653	1.32668758987411	4.61109715176332	4.52824996465512	0	-3.75243707836694	0	0	0	0	0.386832243844545	0	5.08682768071074	0	0	4.66313348728806	0	0	9.6223186288089	0	0.364344087091199	0	0	0	0	0	0	4.91830302617221	0	-2.93287752143617	0	0	10.3618529919448	-2.73995081875178	-3.97667920436460	0	-2.21771571818822	0	0	0	7.37474348632533	0	-2.73811349032363	0	0	0	5.69342592892532	-3.30213787486831	0	6.54898478118738	0	-5.59712023064383	0	-3.11194138237087	0	-3.23193929690365	0	0	0	0	1.38061407465747	0	2.14521664378628	-3.6226980763063	5.89454683847806	0	0	0	0	0	0	0	0	-3.69496507611034	0	-0.574532999308179	4.95883287959969	0	-3.90111220700883	1.55949268929741	0	0	0	0	0	0	0	-3.50562582012467	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	-4.80777590773072	0	-5.14811241206142	0	0	0	0	-3.5261013955054	0	-3.94976661361592	0	-2.16757758780325	0	0	0	0	0	0	0	0	0	-6.0767787860891	0	0	0	0	-2.927945838241	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.99587693451793	0	0	0	0	-1.52830630288567	0	0	-6.37580470948079	0	0	0	-2.63693720075006	0	0	0	0	-7.57849499832114	0	0	0	0	0	0	0	0	-2.50832592941706	-6.64841559850337	0	0	0	0	0	0	0	-3.45726695329428	0	0	0	0	0	0	-6.60195910960231	0	0	0	0	0	-3.44546426183814	-5.68888581470605	0	-6.18642391390050	0
26	0	0	0	-9.62694676343373	0	-7.02483214131592	2.81599942122917	0	0	0	-7.96484471666982	0	0	0	0	-5.86018169403478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.22526468622807	0	0	0	-5.81576248899228	-8.4408163786076	0	-4.70727715140645	0	0	0	0	0	-5.81186261397291	0	0	0	0	-7.00904901456905	0	0	0	-11.8803307201651	0	-6.60534190456026	0	-6.86004697638887	0	0	0	0	0	0	0	-7.68946341552395	0	0	0	0	0	0	0	0	0	-7.84285584278065	0	0	0	0	-8.28041944534158	-6.97808846575706	0	0	0	0	0	0	0	-7.4409682851212	0	0	0	0	0	0	0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57668986435681	0	0	0	0	0	3.53847203305391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39098476600962	0	0	0	9.64045985933842	2.40379602680633	0	0	0	0	0	0	0	0	0	4.49183562295097	0	0	0	5.48577814922334	0	0	5.26211636782354	0	0	0	0	0	0	0	0	6.44640752104134	0	0	0	0	0	0	0	0	6.23901029671165	0	9.2485945896202	0	0	0	0	0	2.49423833339906	0	0	0	0	0	0	0	0	0	0	0
29	0	0	0	0	0	0	0	-5.25904195869758	-5.1645532028067	0	0	0	0	0	0	-3.59002179440737	0	-5.80162146427386	0	0	-5.31839036600598	0	0	-10.974433143208	0	-0.41554119949159	0	0	0	0	0	0	-5.60941596520857	0	0	0	0	-11.8178858221747	0	0	0	0	0	0	0	-8.41103194158147	0	0	0	0	0	-6.49345803471197	0	0	-7.46923879883243	0	0	0	0	0	0	0	0	0	0	-1.57461599884434	0	-2.44665943242038	0	-6.72284016813868	0	0	0	0	0	0	0	0	0	0	0.655265558406775	-5.65564101593722	0	0	-5.52814403818842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
