V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1	-4.90659584149098	-2.79759365429289	0	-7.80117213720023	-3.86534799158146	0	0	0	0	0	0	0	0	0	-2.9026621716941	0	0	-2.78121018638239	-4.14657202169174	0	0	-6.0740661635647	0	0	0	0	0	-1.43259637956384	0.166563974786278	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.64209103139222	0	2.78952116152539	0	-1.34525904046636	0	0	0	2.32667419999810	0	0	-8.11807117587712	0	0	0	0	0	0	2.5009562102472	0	0	0	-10.1103583628906	3.0873419086932	0	0	0	3.30220569207478	0	3.93286930650875	0	0	3.25363640885993	0	0	-3.4620061736646	3.80311690675294	0	2.91512125361324	0	0	0	-1.66108217811255	6.06001775212513	0	0	3.10148923459286	0	0	0	0	6.45103204515069	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.80276840243757	0	0	0	0	0	0	-8.5821426809555	0	0	-2.75380167614804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.22713336499968	0	0	0	0	0	0	0	0	0	0	0	-5.49131663062001	0	0	-5.34064485851166	0	0	0	0	0	0	-3.30181271972855	0	0	-4.55409142867811	0	0	-4.79995526477931	0	0	0	0	0	0	0	-2.07559499191359	0	-1.35948594772142	0	0	0	0	0	0	0	-3.25120005125047	0	0	0	-7.48598456314517	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	-4.2176587421143	0	0	0	0	-7.03877964502203	0	0	0	0	0	-12.5639886247148	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.64469250343074	0	0	0	-4.31738360870978	0	-7.34415897570178	0	-13.0751782280073	0	0	0	0	0	0	0	0	-2.92749894138923	0	0	-4.27221223676543	0	0	0	0	0	-11.3455134872296	0	0	0	-7.19416384212857	0	-6.96398266933281	-10.2806326124003	0	-9.4203357177166	-7.7803316932381	0	0	-4.88044465926362	-6.82752582217819	-5.48183444384723	0	0	0	0.107255272184566	0	0	0	-4.20432839520887	-3.59793785256631	-10.6214228445659	-0.948800141049088	0	-11.8973775227431	-9.42749929880424	-6.7763026787872	0	0	0	0	0	-7.92585613984444	0	-15.1467736394089	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
