V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100
1	0	0	0	-7.71203998442573	0	-9.34127622714883	0	0	0	0	0	0	0	0	0	0	-2.64081232960338	-1.46251442290456	0	-9.15937552465902	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.18354806154444	0	0	-7.32159813538816	0	0	-5.17252691425556	0	-7.60904647687501	0	0	0	0	0	0	0	-5.36033982234728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14.2507242089845	0	0	-1.60172141856800	0	0	0	0	0	-9.66309611284559	-8.47625378145353	-6.37989462520013	0	-9.34118693723149	0	0	0
2	0	0	0	0	0	0	0	0	0	-2.71461893924601	0	0	0	-12.4753678037580	0	0	-3.71378832386099	-12.2153015792276	0	-10.8258010595152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8.06394820912034	0	0	0	0	0	0	0	0	4.58125935871001	0	4.12893014620202	0	0	0	-13.0668918104652	0	0	0	-4.51956023001553	0	0	0	0	0	4.75133272392935	0	3.62847978451829	-6.77685357154546	0	0	0	0	0	0	-9.32212209370563	0	1.69339051007887	1.15207775419232	0	0	0	0	0.665803800309264	-9.54230036645013	0	0	0	-9.2572210712436	0	0	0	0	0	4.68084388869333	-11.0322806515445	0	0	0	-6.79117538559481	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	9.73931834650941	0	6.46173656476421	0	0	0	0	0	0	0	0	0	11.8855074478254	0	0	0	0	0	0	0	0	0	0	0	8.47458919666019	0	0	0	0	0	3.49229608623312	0	0	0	3.91583292903515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.20003343177979	0	0	0	0	0	1.23185274952716	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73836018592244	0	11.6420153138988	0	0	10.8808154053563	0	0	0	0	0	0	0	0	0	0	0	0	12.4862030031738	8.16205215548436	0	0	0	0	0	0	0	0
6	0	0	0	9.68353613110257	0	11.7292682660982	0	0	0	1.94086072392861	0	0	0	8.91946602037725	0	0	5.97113929181192	10.5699172262058	0	19.1486577927139	7.3405782315727	0	0	0	0	0	0	0	0	0	0	0	0	10.2755799366464	0	5.76545021940472	9.19328222164604	0	0	6.49482515189837	0	9.55421349355784	0	0	0	15.7387476560789	0	0	0	6.73065031425054	9.34238567782201	0	0	0	3.23133269758417	0	0	0	0	0	0	0	0	9.23498382146846	13.4155415168892	0	0	0	0	0	4.02639257548238	0	0	0	0	0	0	0	-0.476027197475302	6.82242200900457	0	0	0	24.5123612753427	0	0	2.01118345599697	0	0	0	7.8877075166533	0	12.1333577803052	10.6431125765503	12.8663035173558	0	11.7291561502193	2.49419404169425	0	0
7	0	0	0	7.61725691084268	0	9.22646939603988	0	0	0	0	0	0	0	0	0	0	2.60835602623082	1.44453972198984	0	9.04680430276679	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0829700251683	0	0	7.23161369855776	0	0	5.10895514853413	0	7.51552922157408	0	0	0	0	0	0	0	5.29445978479071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0755789239445	0	0	1.58203582573105	0	0	0	0	0	9.54433402761865	8.37207831199297	6.30148398120274	0	9.22638120351996	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282828636032523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.0377590747846	0	-9.0466840663352	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.4103979785095	0	-7.95017331107324	0	0	0	0	0	0	0	0	0	-3.7102998605354	-2.52425763889901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10.2559535582834	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	6.49411271220925	0	0	0	0	0	0	8.09104173746525	-1.47291936245540	-0.176418730383535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.5335904388396	0	0	0	0	0	-0.0923165325279683	0	0	0	-4.68990898144372	0	0	3.4259033409841	-2.41086179057957	0	-4.74758030228765	0	0.0415068258897398	0	0	6.34785179329622	0	0	10.1882938535451	0	0	-2.24251947134856	-2.98674948406976	0.211851714062944	-2.7225650561101	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.39283445588648	0	0	13.5835203195144	0	0	0	-5.29626887389232	0	0	0	0	0	0	-2.376551292293	1.34504138131259	0	0	0	0	0	0	0	-4.92462901773398	0	0	0	0
