genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	-0.406751	-0.0625771	-0.0938657	-0.156443	-0.344174	-0.250308	-0.312886	-0.43804	-0.281597	-0.0312886	-0.125154	-0.469328	-0.375463	-0.187731	-0.21902	0.778866	0.555518	0.472748	0.506718	0.660006	0.595724	0.451644	0.510218	0.601712	0.646384	0.379718	0.55714	0.407196	0.530287	0.358297	0.593684	0.407403	0.578647	0.521002	0.53047	0.545529	0.533022	0.384194	0.594466	0.490975	0.263322	0.516192	0.409126	0.462658	0.73465	0.513226	0.370355	0.328452	0.610387	0.494339	0.520461	0.0569482	0.710635	0.470752	0.615434	0.364568	0.599062	0.341146	0.420601	0.707856	0.513657	0.3097	0.416097	0.617243	0.536884	0.340916	0.584912	0.461012	0.399885	0.529217	0.757603	0.162312	0.56096	0.266232	0.444129	0.558692	0.182929	0.517343	0.41305	0.569878	0.343438	0.598932	0.746439	0.636725	0.47347	0.664612	0.558178	0.328923	0.574185	0.666318	0.46177	0.466581	0.279778	0.77049	0.62852	0.667253	0.598072	0.682787	0.469764	0.466475
g1	0.307042	0.0472372	0.0708558	0.118093	0.259805	0.188949	0.236186	0.33066	0.212567	0.0236186	0.0944744	0.354279	0.283423	0.141712	0.16533	0.499622	0.301968	0.625732	0.436236	0.51404	0.430103	0.534589	0.777864	0.564738	0.662623	0.497549	0.410588	0.328179	0.309289	0.383079	0.697022	0.57063	0.362259	0.475895	0.438747	0.456515	0.52998	0.530652	0.524839	0.458224	0.583178	0.788211	0.524322	0.749693	0.518241	0.395253	0.727068	0.550366	0.421717	0.615625	0.58776	0.340018	0.721861	0.206451	0.489624	0.605431	0.7222	0.664766	0.703615	0.476387	0.46505	0.499369	0.663937	0.62601	0.519669	0.405816	0.409031	0.321451	0.581256	0.650711	0.244314	0.474697	0.662513	0.284444	0.810022	0.599187	0.349508	0.479773	0.330795	0.46015	0.425782	0.489002	0.659898	0.353991	0.543864	0.606751	0.444046	0.559211	0.28141	0.266136	0.594285	0.454618	0.677268	0.531209	0.507298	0.594289	0.495658	0.589451	0.370502	0.517953
g2	0.902511	0.138848	0.208272	0.34712	0.763663	0.555391	0.694239	0.971935	0.624815	0.0694239	0.277696	1.04136	0.833087	0.416544	0.485967	0.423508	0.619334	0.275108	0.573893	0.445642	0.48583	0.361906	0.490131	0.558253	0.500743	0.667652	0.614931	0.676193	0.432431	0.518941	0.600321	0.687117	0.554852	0.368331	0.421965	0.689376	0.481247	0.427372	0.584499	0.37163	0.435622	0.474531	0.337531	0.50455	0.649121	0.679808	0.194581	0.459487	0.458374	0.444247	0.586151	0.471614	0.507554	0.463843	0.445277	0.499539	0.650837	0.41818	0.602925	0.561171	0.49861	0.423244	0.61419	0.404081	0.50825	0.367669	0.65302	0.496659	0.485675	0.248124	0.498626	0.356806	0.403744	0.502693	0.687323	0.602293	0.456986	0.551699	0.409857	0.308609	0.396248	0.590075	0.606245	0.408118	0.521335	0.555262	0.433705	0.318402	0.509633	0.270132	0.340817	0.69425	0.542654	0.514207	0.773746	0.459076	0.680531	0.396731	0.559739	0.484209
g3	-0.632349	-0.0972845	-0.145927	-0.243211	-0.535065	-0.389138	-0.486422	-0.680991	-0.43778	-0.0486422	-0.194569	-0.729634	-0.583707	-0.291853	-0.340496	0.76386	0.54415	0.754871	0.339885	0.629206	0.441986	0.251398	0.484513	0.597397	0.557945	0.445428	0.485117	0.584228	0.468333	0.652551	0.56391	0.379743	0.432413	0.368954	0.309749	0.298878	0.270716	0.653778	0.445204	0.472769	0.742827	0.549406	0.577096	0.614874	0.553295	0.327824	0.342236	0.54147	0.359462	0.455356	0.424955	0.749772	0.587859	0.587045	0.609501	0.503027	0.669617	0.347714	0.596426	0.436409	0.352815	0.283506	0.587878	0.406763	0.520136	0.54986	0.392409	0.705347	0.495272	0.487938	0.458411	0.385005	0.635311	0.527695	0.548372	0.635106	0.314451	0.439925	0.506559	0.262268	0.583211	0.241062	0.65009	0.592868	0.735298	0.634934	0.634151	0.576231	0.38435	0.58978	0.442534	0.560988	0.505983	0.556179	0.41062	0.577671	0.520186	0.382133	0.511531	0.555039
g4	0.226312	0.0348172	0.0522258	0.087043	0.191495	0.139269	0.174086	0.24372	0.156677	0.0174086	0.0696344	0.261129	0.208903	0.104452	0.12186	0.653003	0.442326	0.547351	0.379513	0.40991	0.469848	0.696518	0.252284	0.695579	0.424795	0.557992	0.507215	0.402524	0.528151	0.651105	0.336042	0.629567	0.745378	0.468981	0.427614	0.520926	0.465699	0.57176	0.475236	0.572954	0.422579	0.316235	0.361661	0.553615	0.648507	0.495533	0.476204	0.894627	0.2659	0.305331	0.506642	0.512887	0.46192	0.710353	0.624868	0.514917	0.439284	0.381152	0.522392	0.480038	0.394657	0.427946	0.576823	0.551836	0.315446	0.467835	0.687475	0.50504	0.21569	0.532932	0.416491	0.490472	0.658452	0.435315	0.348519	0.465614	0.674881	0.417559	0.557964	0.553928	0.510841	0.475368	0.169403	0.693954	0.532488	0.444823	0.540628	0.600455	0.330542	0.472646	0.800281	0.379416	0.469605	0.313208	0.500284	0.385349	0.521525	0.498091	0.341195	0.331977
g5	0.330351	0.0508232	0.0762349	0.127058	0.279528	0.203293	0.254116	0.355763	0.228705	0.0254116	0.101646	0.381174	0.304939	0.15247	0.177881	0.686865	0.674528	0.582846	0.550127	0.539972	0.390556	0.536083	0.648525	0.572431	0.431732	0.507861	0.239642	0.417987	0.718833	0.403914	0.673729	0.402661	0.494031	0.512979	0.438461	0.498555	0.0857259	0.263121	0.302293	0.447514	0.595526	0.645383	0.512054	0.45163	0.218844	0.42356	0.496223	0.531424	0.70119	0.308292	0.503861	0.502086	0.588511	0.235892	0.419544	0.546709	0.57091	0.527866	0.495158	0.322234	0.541803	0.542981	0.40637	0.614867	0.446589	0.448794	0.282676	0.426593	0.452368	0.551017	0.44241	0.516537	0.441837	0.36017	0.781767	0.354439	0.513604	0.742431	0.509746	0.313469	0.311358	0.599444	0.369314	0.528127	0.467442	0.733815	0.530646	0.633012	0.470981	0.448701	0.561455	0.589308	0.815512	0.499196	0.392687	0.434077	0.458962	0.676046	0.412361	0.569366
g6	-0.753409	-0.115909	-0.173864	-0.289773	-0.6375	-0.463636	-0.579545	-0.811363	-0.521591	-0.0579545	-0.231818	-0.869318	-0.695454	-0.347727	-0.405682	0.354336	0.692395	0.477783	0.445901	0.479572	0.587627	0.491283	0.441157	0.435438	0.65915	0.441466	0.470308	0.593093	0.704868	0.345079	0.555067	0.280886	0.561059	0.446701	0.536245	0.610644	0.585894	0.383634	0.592738	0.594633	0.500833	0.662128	0.599167	0.491754	0.700783	0.491707	0.58755	0.604427	0.753696	0.592321	0.514469	0.587718	0.496305	0.446246	0.450582	0.397824	0.524749	0.745876	0.503481	0.468683	0.575983	0.485207	0.626704	0.525199	0.526248	0.631925	0.45241	0.240557	0.476523	0.540296	0.624532	0.35442	0.384609	0.508694	0.55379	0.565432	0.545605	0.498414	0.161307	0.720784	0.362763	0.562675	0.451125	0.490949	0.552795	0.522943	0.224599	0.475515	0.512369	0.428181	0.554521	0.453644	0.475831	0.571821	0.407579	0.334381	0.479497	0.266035	0.351164	0.467421
g7	0.603543	0.0928528	0.139279	0.232132	0.510691	0.371411	0.464264	0.64997	0.417838	0.0464264	0.185706	0.696396	0.557117	0.278558	0.324985	0.509522	0.653302	0.602039	0.443596	0.628691	0.357052	0.25824	0.437006	0.677016	0.481727	0.582514	0.386174	0.713998	0.579735	0.24566	0.386338	0.425638	0.301965	0.659095	0.654648	0.520349	0.583947	0.638851	0.405243	0.523842	0.507537	0.345282	0.59978	0.544921	0.475525	0.360755	0.26395	0.212587	0.459726	0.523218	0.741363	0.456722	0.53932	0.400012	0.720206	0.668724	0.377997	0.467406	0.511182	0.631027	0.408443	0.428434	0.591414	0.566493	0.503713	0.605919	0.532114	0.330237	0.470017	0.417662	0.4129	0.608825	0.487474	0.649426	0.513162	0.676692	0.602804	0.365204	0.490497	0.433578	0.622483	0.609978	0.663972	0.4865	0.601091	0.280875	0.485964	0.544179	0.644328	0.571145	0.546165	0.630583	0.684946	0.387954	0.40397	0.394207	0.693248	0.587674	0.559151	0.852557
g8	-0.869825	-0.133819	-0.200729	-0.334548	-0.736006	-0.535277	-0.669096	-0.936735	-0.602187	-0.0669096	-0.267639	-1.00364	-0.802916	-0.401458	-0.468368	0.491672	0.404613	0.224158	0.57631	0.620759	0.343173	0.304318	0.661181	0.577556	0.474158	0.312591	0.619015	0.775966	0.461509	0.428364	0.455427	0.534624	0.427932	0.458022	0.572854	0.173783	0.615833	0.615505	0.756241	0.78446	0.488639	0.427888	0.48883	0.321237	0.462036	0.403203	0.180893	0.702197	0.588051	0.441559	0.512627	0.240017	0.523303	0.67861	0.517839	0.518341	0.327902	0.392693	0.636275	0.614271	0.140574	0.408383	0.385845	0.527508	0.493171	0.392888	0.365697	0.45103	0.732356	0.477515	0.610947	0.910333	0.335687	0.403263	0.234249	0.454621	0.381402	0.232442	0.429819	0.618241	0.691631	0.428749	0.225745	0.38729	0.433901	0.678052	0.539158	0.652334	0.367226	0.453815	0.743325	0.573328	0.567219	0.390644	0.33294	0.486932	0.456211	0.350966	0.329372	0.587567
g9	-0.548272	-0.0843495	-0.126524	-0.210874	-0.463922	-0.337398	-0.421747	-0.590446	-0.379573	-0.0421747	-0.168699	-0.632621	-0.506097	-0.253048	-0.295223	0.326169	0.58463	0.361476	0.451316	0.532125	0.726602	0.596856	0.478156	0.3481	0.458864	0.406959	0.576117	0.449251	0.499057	0.594567	0.485464	0.515655	0.575039	0.565539	0.55094	0.279728	0.41848	0.502103	0.417271	0.615562	0.530879	0.541654	0.394693	0.673887	0.595414	0.695427	0.417604	0.340095	0.299636	0.408736	0.734074	0.603644	0.418096	0.429058	0.55697	0.354054	0.607676	0.617615	0.653673	0.561537	0.601561	0.644157	0.665448	0.405686	0.476682	0.778792	0.322449	0.53755	0.516498	0.47443	0.797924	0.543548	0.446518	0.648725	0.38562	0.511521	0.534598	0.386133	0.589568	0.32431	0.474773	0.44237	0.389642	0.470087	0.445648	0.582729	0.611966	0.425446	0.692758	0.622762	0.471892	0.403649	0.297011	0.532859	0.397668	0.408739	0.435714	0.455951	0.394852	0.666535
