genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g0	0.284393	0.0853178	0.36971	0.597224	0.568785	0.199075	0.710981	0.682542	0.255953	0.654103	0.426589	0.0568785	0.341271	0.625664	0.142196	0.455028	0.170636	0.0284393	0.39815	0.511907	0.312832	0.540346	0.227514	0.483467	0.113757	0.385903	0.507953	0.440607	0.553486	0.544781	0.559118	0.485438	0.343652	0.511365	0.496592	0.40629	0.571233	0.675383	0.395184	0.628523	0.373851	0.219903	0.539097	0.622444	0.518922	0.663878	0.260071	0.518227	0.380771	0.45173	0.472777	0.567783	0.59531	0.63074	0.534883	0.531738	0.385262	0.356247	0.436467	0.429075	0.336351	0.45557	0.436842	0.569576	0.577903	0.269309	0.266365	0.55918	0.525351	0.561452	0.828453	0.668237	0.330237	0.528807	0.620907	0.443453	0.388908	0.452397	0.609198	0.339002	0.310521	0.504421	0.213949	0.549975	0.499731	0.530239	0.535953	0.609743	0.545216	0.562721	0.508088	0.62388	0.251886	0.52559	0.444587	0.523506	0.39437	0.354903	0.507131	0.240076	0.245044	0.566443	0.666859	0.55042	0.488571	0.358765	0.471213	0.384673	0.359078	0.455163	0.543454	0.721991	0.505866	0.368324	0.461753	0.49808	0.555293	0.573839	0.645585	0.339157	0.713482	0.433365	0.482933	0.559527	0.454484	0.63701	0.42411	0.571243	0.475202	0.561574	0.219199	0.403372	0.431937	0.445111	0.529193	0.532015	0.558017	0.487396	0.490261	0.47896	0.521745	0.301499	0.455462	0.443143	0.761659	0.364636	0.44275	0.547941	0.438352	0.380042	0.649629	0.470309	0.545331	0.768292	0.425565	0.490028	0.515897	0.460991	0.477559	0.741489	0.367466	0.573278	0.674146	0.655313	0.39559	0.284357	0.444795	0.721469	0.443308	0.334571	0.704678	0.342159	0.271651	0.440249	0.279677	0.44827	0.52619	0.549141	0.538688	0.496476	0.417916	0.328799	0.389837	0.482897	0.552173	0.479712	0.315568	0.513902	0.438792	0.299823	0.425423	0.59967	0.660494	0.554966	0.398008	0.545771	0.641015	0.542473	0.48675	0.41165
g1	-0.371479	-0.111444	-0.482923	-0.780106	-0.742958	-0.260035	-0.928698	-0.89155	-0.334331	-0.854402	-0.557219	-0.0742958	-0.445775	-0.817254	-0.18574	-0.594367	-0.222888	-0.0371479	-0.520071	-0.668663	-0.408627	-0.70581	-0.297183	-0.631515	-0.148592	0.385737	0.743376	0.390264	0.54631	0.495679	0.686302	0.689086	0.289957	0.409774	0.510626	0.534761	0.439741	0.769618	0.323272	0.530348	0.516987	0.54718	0.530552	0.692703	0.590679	0.435997	0.413485	0.244583	0.55326	0.22947	0.330934	0.362188	0.748046	0.538732	0.372193	0.483874	0.361527	0.331422	0.398675	0.42052	0.422371	0.578087	0.544855	0.614959	0.446879	0.578305	0.456952	0.37334	0.584981	0.562	0.497094	0.595163	0.342396	0.561738	0.333123	0.459277	0.631404	0.429251	0.356561	0.576146	0.226699	0.650826	0.0883507	0.722999	0.201839	0.53883	0.661969	0.563403	0.407246	0.419065	0.495054	0.46214	0.330059	0.568091	0.398197	0.496794	0.53044	0.512561	0.396197	0.611746	0.620504	0.47831	0.499829	0.405703	0.627381	0.611133	0.565686	0.668456	0.343001	0.410521	0.468556	0.399225	0.37131	0.397853	0.523922	0.306963	0.600994	0.278721	0.439333	0.534925	0.400944	0.732834	0.423749	0.547686	0.56103	0.305098	0.407609	0.512127	0.215254	0.427681	0.568545	0.351092	0.521603	0.392052	0.388268	0.574525	0.589491	0.522005	0.544351	0.406428	0.554928	0.640226	0.538367	0.69033	0.439891	0.460618	0.336447	0.17808	0.422482	0.584564	0.358541	0.444969	0.375811	0.533501	0.470015	0.565192	0.330647	0.398987	0.345879	0.524173	0.500023	0.374562	0.399854	0.620255	0.468283	0.534381	0.30749	0.306008	0.558533	0.481787	0.463477	0.333269	0.420494	0.272972	0.491247	0.429682	0.498477	0.240943	0.445945	0.334037	0.731007	0.388333	0.408229	0.563192	0.48211	0.40331	0.451495	0.395381	0.58852	0.567023	0.344604	0.54815	0.496436	0.404955	0.389565	0.44138	0.429899	0.595641	0.674257	0.475272
g2	0.445562	0.133669	0.579231	0.935681	0.891125	0.311894	1.11391	1.06935	0.401006	1.02479	0.668343	0.0891125	0.534675	0.980237	0.222781	0.7129	0.267337	0.0445562	0.623787	0.802012	0.490119	0.846568	0.35645	0.757456	0.178225	0.590452	0.27362	0.383355	0.609086	0.342634	0.405933	0.473354	0.595792	0.385608	0.773212	0.183904	0.454655	0.462752	0.502241	0.681764	0.376422	0.452945	0.799671	0.674425	0.557961	0.625082	0.707912	0.445374	0.499601	0.599652	0.516142	0.620332	0.480959	0.318322	0.453724	0.44953	0.611514	0.471321	0.62252	0.448043	0.450095	0.351601	0.185625	0.524165	0.490161	0.429999	0.491734	0.58939	0.379199	0.556134	0.459898	0.555414	0.398976	0.380174	0.408281	0.548393	0.466121	0.528217	0.504293	0.535246	0.502545	0.44561	0.438743	0.339177	0.430098	0.650853	0.713187	0.453183	0.540616	0.341828	0.443726	0.532412	0.543961	0.498619	0.531422	0.597799	0.554637	0.523907	0.545828	0.597946	0.508706	0.464144	0.383655	0.306025	0.27632	0.445655	0.487909	0.427727	0.351601	0.449447	0.697742	0.472561	0.541625	0.464686	0.52105	0.417422	0.461065	0.414921	0.200435	0.343469	0.440929	0.354745	0.579756	0.622801	0.752607	0.364933	0.606301	0.261109	0.386486	0.475159	0.527431	0.471366	0.442423	0.378625	0.370548	0.683985	0.150789	0.585545	0.604299	0.363018	0.436588	0.260508	0.3618	0.502893	0.425711	0.487243	0.45657	0.543506	0.429697	0.217716	0.535179	0.27362	0.313928	0.533598	0.48344	0.617087	0.448497	0.342783	0.440619	0.432528	0.316446	0.691176	0.488191	0.495896	0.3779	0.41206	0.598576	0.582123	0.38363	0.369896	0.761392	0.369419	0.631792	0.636702	0.470231	0.278376	0.639292	0.440134	0.352423	0.654328	0.380663	0.458611	0.519513	0.669486	0.650652	0.491684	0.288619	0.598184	0.613977	0.525211	0.584907	0.307386	0.581332	0.417263	0.400768	0.489127	0.306625	0.510132	0.527873	0.438789
g3	-0.721637	-0.216491	-0.938128	-1.51544	-1.44327	-0.505146	-1.80409	-1.73193	-0.649473	-1.65977	-1.08246	-0.144327	-0.865965	-1.5876	-0.360819	-1.15462	-0.432982	-0.0721637	-1.01029	-1.29895	-0.793801	-1.37111	-0.57731	-1.22678	-0.288655	0.349314	0.559905	0.600315	0.427356	0.271221	0.457816	0.491675	0.4633	0.404075	0.359721	0.359607	0.507571	0.608692	0.371591	0.536617	0.373766	0.472632	0.313437	0.574769	0.426978	0.616712	0.663034	0.430465	0.45389	0.450622	0.466603	0.506138	0.338826	0.523906	0.513519	0.341379	0.358037	0.317359	0.38556	0.418182	0.354511	0.656372	0.441839	0.562692	0.531466	0.595283	0.663589	0.528876	0.552767	0.388949	0.365111	0.480504	0.728539	0.547044	0.357293	0.456971	0.351561	0.44588	0.422041	0.342567	0.306539	0.374231	0.437743	0.597648	0.607275	0.358436	0.728641	0.394499	0.385477	0.59674	0.38565	0.388834	0.76335	0.458666	0.590882	0.397352	0.313168	0.214154	0.414676	0.415625	0.513638	0.307662	0.46018	0.597218	0.632673	0.536345	0.460778	0.464967	0.359871	0.373518	0.364664	0.403929	0.678346	0.322238	0.536607	0.450829	0.713241	0.379203	0.481471	0.522652	0.439212	0.653412	0.61644	0.513912	0.557586	0.476302	0.415992	0.35785	0.546472	0.644709	0.384753	0.448892	0.356959	0.569684	0.366742	0.346709	0.528398	0.466767	0.474043	0.27191	0.636739	0.473423	0.473331	0.612554	0.522347	0.566385	0.21894	0.594797	0.36279	0.434158	0.511842	0.609147	0.46685	0.40496	0.34971	0.495996	0.375851	0.410461	0.394618	0.494427	0.390889	0.334196	0.439156	0.557183	0.437281	0.425274	0.568663	0.59982	0.576912	0.513114	0.208304	0.437038	0.437344	0.500352	0.439785	0.31719	0.553882	0.605502	0.518213	0.373809	0.548385	0.481888	0.508911	0.460408	0.295735	0.318941	0.464929	0.339978	0.528566	0.396647	0.68169	0.390491	0.509436	0.568901	0.594273	0.435183	0.456593	0.595392	0.45947	0.540487
g4	-0.506681	-0.152004	-0.658685	-1.06403	-1.01336	-0.354677	-1.2667	-1.21603	-0.456013	-1.16537	-0.760022	-0.101336	-0.608017	-1.1147	-0.253341	-0.81069	-0.304009	-0.0506681	-0.709354	-0.912026	-0.557349	-0.962694	-0.405345	-0.861358	-0.202672	0.545383	0.581118	0.493252	0.555709	0.488135	0.316861	0.372583	0.30639	0.518217	0.498834	0.504917	0.4923	0.489557	0.548974	0.439547	0.492232	0.328099	0.466328	0.619508	0.443999	0.66429	0.222149	0.192398	0.446311	0.516695	0.549263	0.637976	0.397241	0.407389	0.41055	0.353444	0.495696	0.422752	0.696158	0.632898	0.651322	0.591388	0.495068	0.478517	0.431123	0.612902	0.539115	0.473595	0.669296	0.694732	0.442447	0.519148	0.536341	0.3153	0.6882	0.622839	0.31009	0.49497	0.58091	0.402574	0.332033	0.598724	0.650656	0.600515	0.543473	0.445741	0.420314	0.418234	0.527498	0.726044	0.187063	0.43097	0.409706	0.469416	0.625941	0.492474	0.390643	0.457045	0.561583	0.607977	0.496619	0.49716	0.554248	0.498942	0.56891	0.321176	0.584714	0.584739	0.623925	0.626718	0.530535	0.589604	0.583735	0.435118	0.515248	0.573594	0.590164	0.529685	0.410272	0.440914	0.422504	0.5948	0.434377	0.70472	0.520684	0.34797	0.518427	0.605013	0.520607	0.390502	0.576567	0.668562	0.363914	0.678601	0.420399	0.416798	0.453307	0.311652	0.288744	0.341094	0.516587	0.633399	0.232091	0.531436	0.459632	0.540533	0.519597	0.390152	0.597575	0.688239	0.504016	0.657822	0.486117	0.650605	0.488914	0.687905	0.48072	0.536525	0.482052	0.406617	0.600106	0.511783	0.53027	0.447298	0.40058	0.447806	0.447699	0.433266	0.388083	0.505493	0.564979	0.3689	0.646992	0.38575	0.288785	0.661438	0.423478	0.294141	0.474198	0.419221	0.565534	0.502859	0.645859	0.435707	0.700417	0.590228	0.332192	0.430676	0.578107	0.500655	0.311417	0.364396	0.587159	0.583649	0.285647	0.648405	0.316513	0.446554	0.424512	0.420691
g5	0.735153	0.220546	0.955699	1.54382	1.47031	0.514607	1.83788	1.76437	0.661638	1.69085	1.10273	0.147031	0.882184	1.61734	0.367577	1.17625	0.441092	0.0735153	1.02921	1.32328	0.808669	1.39679	0.588123	1.24976	0.294061	0.277149	0.474539	0.313354	0.413576	0.597607	0.663975	0.579673	0.554197	0.355119	0.533292	0.651089	0.648918	0.46414	0.396385	0.532224	0.530669	0.530058	0.557516	0.540117	0.464629	0.462829	0.317842	0.575984	0.461454	0.400133	0.254449	0.416346	0.503563	0.372413	0.210445	0.536481	0.383227	0.589741	0.659568	0.464639	0.48186	0.412755	0.509455	0.443602	0.556409	0.517642	0.525384	0.374234	0.311679	0.573305	0.60246	0.624352	0.484027	0.478751	0.342119	0.749116	0.515621	0.561568	0.361197	0.62828	0.548561	0.509827	0.295587	0.417796	0.433481	0.561578	0.4898	0.44588	0.651371	0.274257	0.404303	0.391385	0.372588	0.570365	0.641408	0.39572	0.550632	0.571352	0.442818	0.69396	0.672384	0.64362	0.746478	0.560567	0.348565	0.401978	0.384944	0.509988	0.514563	0.49088	0.531877	0.531087	0.39388	0.481528	0.450682	0.4869	0.456207	0.54615	0.314119	0.522967	0.532733	0.281314	0.534644	0.427088	0.570224	0.53549	0.361215	0.393303	0.417202	0.312309	0.660882	0.430845	0.588993	0.231742	0.602668	0.650872	0.451004	0.575831	0.433591	0.711029	0.546382	0.532871	0.503129	0.251983	0.481317	0.218726	0.624206	0.678756	0.498902	0.487862	0.383812	0.24153	0.491047	0.340063	0.583116	0.530689	0.336178	0.334853	0.564046	0.523289	0.475141	0.47221	0.327264	0.524789	0.534182	0.432734	0.524457	0.337668	0.64872	0.46375	0.645559	0.669601	0.697323	0.444139	0.377919	0.412137	0.454193	0.610771	0.420589	0.448549	0.550397	0.34211	0.488597	0.509984	0.345835	0.764348	0.463995	0.481023	0.467138	0.594756	0.442261	0.697933	0.711872	0.510796	0.400449	0.278862	0.695883	0.52673	0.729887	0.254665
g6	-0.472617	-0.141785	-0.614403	-0.992497	-0.945235	-0.330832	-1.18154	-1.13428	-0.425356	-1.08702	-0.708926	-0.0945235	-0.567141	-1.03976	-0.236309	-0.756188	-0.28357	-0.0472617	-0.661664	-0.850711	-0.519879	-0.897973	-0.378094	-0.80345	-0.189047	0.490128	0.421333	0.678366	0.609219	0.589181	0.7162	0.6358	0.398445	0.538083	0.278924	0.438334	0.582995	0.48768	0.442079	0.547731	0.767477	0.641773	0.218699	0.39441	0.500569	0.635409	0.701789	0.598661	0.449093	0.502586	0.713217	0.589195	0.641185	0.68377	0.570802	0.398096	0.397694	0.837455	0.462652	0.421165	0.785928	0.275855	0.40856	0.589807	0.390632	0.509809	0.566499	0.630751	0.655217	0.411535	0.442478	0.502108	0.532728	0.361204	0.383077	0.666597	0.4939	0.517099	0.425542	0.31661	0.353469	0.476013	0.564514	0.4027	0.459108	0.720763	0.514577	0.453336	0.444249	0.593089	0.403133	0.533779	0.560421	0.22925	0.640332	0.536288	0.588669	0.594546	0.421294	0.589597	0.529851	0.126148	0.477494	0.406129	0.534579	0.447718	0.388248	0.399499	0.451572	0.455422	0.440055	0.283215	0.548871	0.375849	0.42836	0.561582	0.608939	0.475743	0.542497	0.550621	0.672439	0.540486	0.494804	0.629975	0.509624	0.411424	0.526736	0.421156	0.304158	0.493544	0.355316	0.480085	0.325329	0.375602	0.542519	0.56081	0.412818	0.5119	0.244561	0.369103	0.414743	0.642046	0.51181	0.436624	0.76969	0.353214	0.302841	0.629657	0.46858	0.338795	0.255336	0.404544	0.359515	0.302491	0.386231	0.430148	0.429115	0.481563	0.362346	0.402692	0.493891	0.235805	0.323413	0.532844	0.373389	0.584559	0.502107	0.434408	0.47462	0.404821	0.377882	0.355708	0.51803	0.38247	0.425498	0.468068	0.650557	0.496805	0.248261	0.576186	0.55309	0.598589	0.359193	0.556469	0.630251	0.42204	0.250263	0.384995	0.571176	0.403848	0.427118	0.553244	0.477121	0.340371	0.647496	0.456378	0.370875	0.393276	0.568889	0.311059
g7	0.41189	0.123567	0.535458	0.86497	0.823781	0.288323	1.02973	0.988537	0.370701	0.947348	0.617836	0.0823781	0.494269	0.906159	0.205945	0.659025	0.247134	0.041189	0.576647	0.741403	0.453079	0.782592	0.329512	0.700214	0.164756	0.713584	0.549457	0.601122	0.379929	0.715334	0.627042	0.572626	0.612179	0.599346	0.481153	0.549842	0.516225	0.325785	0.401554	0.44153	0.41733	0.525138	0.446152	0.602177	0.292362	0.40649	0.652736	0.572075	0.553169	0.624615	0.343489	0.599802	0.57657	0.638962	0.405935	0.436068	0.540341	0.282623	0.420712	0.569439	0.696587	0.348169	0.361648	0.534488	0.44477	0.557124	0.654777	0.699328	0.505448	0.409375	0.593525	0.542829	0.54199	0.363743	0.362126	0.491061	0.382471	0.485968	0.739683	0.277601	0.517301	0.493639	0.566833	0.525873	0.614891	0.299973	0.545098	0.204283	0.56921	0.494016	0.64264	0.567914	0.385764	0.587845	0.412527	0.480979	0.531615	0.239509	0.445964	0.52215	0.332357	0.407753	0.436592	0.431042	0.492184	0.779202	0.4896	0.345544	0.606769	0.406518	0.497284	0.263227	0.467042	0.420229	0.734068	0.313602	0.388176	0.519051	0.212161	0.54744	0.460503	0.307052	0.556659	0.496263	0.561723	0.652078	0.551969	0.632124	0.495278	0.366494	0.754513	0.700071	0.493622	0.34289	0.653656	0.595384	0.465794	0.563308	0.497603	0.525722	0.4718	0.692382	0.361536	0.423656	0.541208	0.478987	0.453392	0.417911	0.472566	0.266348	0.564476	0.411876	0.485869	0.487888	0.539181	0.435864	0.556429	0.691346	0.542143	0.341872	0.4839	0.386722	0.434508	0.455453	0.352052	0.556124	0.426908	0.45061	0.481482	0.329568	0.446901	0.593566	0.440424	0.646425	0.612504	0.273539	0.517484	0.395155	0.384577	0.430518	0.453056	0.336252	0.425099	0.397333	0.451001	0.716482	0.488011	0.169339	0.354735	0.583646	0.578682	0.591271	0.429576	0.474914	0.401054	0.490351	0.357313	0.414084	0.411034	0.425506
g8	0.524034	0.15721	0.681244	1.10047	1.04807	0.366824	1.31009	1.25768	0.471631	1.20528	0.786051	0.104807	0.628841	1.15288	0.262017	0.838455	0.314421	0.0524034	0.733648	0.943262	0.576438	0.995665	0.419227	0.890858	0.209614	0.693088	0.341392	0.41103	0.396113	0.567044	0.646536	0.542601	0.463166	0.300996	0.367932	0.34703	0.483779	0.510934	0.458574	0.47107	0.475867	0.594586	0.485963	0.511298	0.481715	0.387631	0.399777	0.429728	0.426645	0.661453	0.583341	0.497201	0.38515	0.484188	0.610518	0.598455	0.605619	0.640113	0.527891	0.205874	0.565358	0.595528	0.525643	0.521556	0.342187	0.300313	0.239179	0.231995	0.401837	0.670729	0.542999	0.622289	0.321124	0.552838	0.266289	0.233167	0.591727	0.555734	0.275449	0.514078	0.539997	0.559281	0.381706	0.589198	0.657802	0.397877	0.470743	0.557946	0.369187	0.248206	0.387531	0.523351	0.419589	0.559893	0.445977	0.627897	0.540245	0.472571	0.330457	0.38939	0.363883	0.401195	0.499917	0.438677	0.565437	0.768765	0.434268	0.584689	0.397664	0.690076	0.582296	0.449142	0.640834	0.49893	0.417133	0.409338	0.404588	0.339828	0.508005	0.647981	0.202761	0.358764	0.50792	0.245764	0.37484	0.445038	0.515281	0.548055	0.593085	0.3913	0.4045	0.413332	0.531777	0.487382	0.348833	0.230956	0.449029	0.416891	0.374257	0.318686	0.288438	0.531089	0.685524	0.525208	0.478901	0.544405	0.467116	0.459311	0.465567	0.566184	0.574622	0.530265	0.325549	0.459659	0.467554	0.189952	0.529173	0.479533	0.561571	0.576364	0.612038	0.57588	0.444851	0.453709	0.599697	0.682012	0.65232	0.492804	0.458252	0.585785	0.435283	0.280353	0.530935	0.466659	0.540638	0.513263	0.424387	0.632481	0.520643	0.45369	0.534808	0.858877	0.582058	0.603151	0.517633	0.270011	0.462883	0.443828	0.461415	0.385054	0.585042	0.458812	0.0626013	0.491222	0.339819	0.680475	0.600391	0.399614	0.398801	0.075129
g9	-0.283269	-0.0849809	-0.36825	-0.594866	-0.566539	-0.198289	-0.708174	-0.679847	-0.254943	-0.65152	-0.424904	-0.0566539	-0.339923	-0.623193	-0.141635	-0.453231	-0.169962	-0.028327	-0.396577	-0.509885	-0.311596	-0.538212	-0.226616	-0.481558	-0.113308	0.461364	0.484876	0.393685	0.574129	0.631695	0.594358	0.396244	0.607421	0.489396	0.470747	0.352308	0.574667	0.35011	0.481499	0.351197	0.52425	0.533526	0.597193	0.430406	0.354919	0.337132	0.627924	0.36945	0.433336	0.448941	0.696742	0.437234	0.385528	0.709571	0.480208	0.592824	0.189959	0.625349	0.433968	0.214587	0.257486	0.344028	0.529986	0.51448	0.555351	0.514249	0.536951	0.560642	0.304844	0.414625	0.193968	0.525066	0.53835	0.476706	0.329545	0.403713	0.612769	0.457046	0.42746	0.516554	0.590117	0.567919	0.295261	0.481992	0.397749	0.467864	0.392548	0.834204	0.604041	0.414408	0.523176	0.475686	0.28117	0.464579	0.383025	0.538323	0.347523	0.394578	0.33258	0.307531	0.375689	0.443156	0.560508	0.543533	0.640487	0.483645	0.407516	0.608064	0.338148	0.410641	0.666188	0.463253	0.643208	0.451505	0.494207	0.360345	0.629809	0.361486	0.578721	0.490341	0.380305	0.431347	0.523923	0.501608	0.5354	0.406996	0.516854	0.621244	0.355624	0.519609	0.506886	0.361596	0.383263	0.562063	0.600873	0.404825	0.571895	0.546693	0.435608	0.421163	0.569388	0.436657	0.466047	0.340442	0.504914	0.553348	0.578575	0.642314	0.667419	0.701052	0.353729	0.279467	0.74724	0.681753	0.454618	0.46452	0.450094	0.620158	0.576034	0.528959	0.349019	0.537194	0.294583	0.279535	0.441996	0.50092	0.451262	0.418212	0.304195	0.446717	0.431062	0.371847	0.575827	0.503265	0.576807	0.545705	0.149221	0.448703	0.313875	0.496957	0.28245	0.521669	0.344947	0.544192	0.383855	0.405545	0.339024	0.407545	0.239167	0.454513	0.363142	0.532321	0.377567	0.606942	0.636961	0.513176	0.485021	0.559965	0.529182	0.407495
