genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
g0	-0.0411964	-0.0823928	-0.370768	-0.659142	-0.288375	-0.741535	-0.865124	-0.782732	-0.205982	-0.535553	-0.247178	-0.617946	-0.947517	-0.329571	-0.494357	-0.906321	-0.164786	-1.02991	-0.823928	-0.45316	-0.988714	-0.411964	-0.57675	-0.123589	-0.700339	0.372039	0.530707	0.703542	0.741248	0.484433	0.618319	0.465696	0.381403	0.598051	0.624404	0.744961	0.515152	0.307231	0.592569	0.464422	0.551216	0.35238	0.84936	0.532278	0.318888	0.490441	0.276853	0.60069	0.547315	0.317856	0.511553	0.392221	0.797125	0.621733	0.700344	0.499275	0.600312	0.422083	0.632782	0.484896	0.531476	0.403991	0.383968	0.31905	0.708616	0.737332	0.28301	0.486348	0.49102	0.413615	0.48792	0.625099	0.491194	0.514453	0.438475	0.348117	0.456166	0.540346	0.497947	0.381898	0.450862	0.402553	0.623973	0.58088	0.285525	0.359898	0.322537	0.555174	0.484949	0.524685	0.385337	0.453876	0.314207	0.50353	0.327664	0.376782	0.516759	0.466122	0.634274	0.407001	0.451551	0.574024	0.51597	0.780413	0.463694	0.538259	0.60862	0.63766	0.410258	0.478404	0.428171	0.487522	0.491448	0.477888	0.545313	0.417882	0.514005	0.704371	0.817493	0.490834	0.58593	0.619331	0.352953	0.455754	0.551496	0.463843	0.591458	0.692047	0.338348	0.418163	0.423509	0.630846	0.523609	0.71973	0.379595	0.441317	0.494205	0.484486	0.6116	0.486386	0.525925	0.678253	0.340552	0.577949	0.387725	0.447494	0.546814	0.448772	0.572479	0.691556	0.338718	0.524495	0.488584	0.353857	0.656627	0.492502	0.310411	0.54632	0.585626	0.499818	0.515913	0.779234	0.317372	0.566963	0.490376	0.454015	0.538994	0.63423	0.622678	0.438394	0.45572	0.795782	0.508813	0.563106	0.534813	0.335017	0.27375	0.567323	0.719952	0.484943	0.558209	0.605527	0.423772	0.596363	0.621009	0.369516	0.61912	0.355228	0.530268	0.439133	0.437055	0.699331	0.591983	0.740546	0.420255	0.464374	0.656325	0.583365	0.58678	0.598391
g1	0.00633804	0.0126761	0.0570424	0.101409	0.0443663	0.114085	0.133099	0.120423	0.0316902	0.0823946	0.0380283	0.0950707	0.145775	0.0507044	0.0760565	0.139437	0.0253522	0.158451	0.126761	0.0697185	0.152113	0.0633804	0.0887326	0.0190141	0.107747	0.368462	0.23112	0.521097	0.522857	0.396257	0.651628	0.504847	0.600523	0.625483	0.519804	0.442318	0.394916	0.646493	0.675678	0.387343	0.401452	0.532064	0.58467	0.63416	0.528835	0.45092	0.559647	0.475449	0.568253	0.400721	0.516406	0.447192	0.351589	0.483999	0.431983	0.540278	0.537805	0.592735	0.547777	0.399935	0.117724	0.536336	0.37158	0.487357	0.53918	0.402543	0.548637	0.373867	0.455328	0.334723	0.540852	0.881325	0.508102	0.585362	0.581337	0.470226	0.630996	0.368129	0.272992	0.477083	0.495982	0.630387	0.748011	0.447754	0.527682	0.590658	0.471355	0.39546	0.514431	0.684423	0.529387	0.70228	0.314941	0.364499	0.524231	0.338597	0.56789	0.493244	0.671328	0.379379	0.398737	0.572513	0.521294	0.523959	0.557058	0.435738	0.799938	0.35667	0.744934	0.612559	0.196982	0.274382	0.271709	0.801059	0.441947	0.447309	0.820473	0.458099	0.548317	0.313974	0.617937	0.35681	0.416538	0.489974	0.402482	0.371501	0.522649	0.481654	0.556877	0.423926	0.635885	0.473912	0.546153	0.56896	0.50078	0.712208	0.651526	0.599414	0.36024	0.780289	0.458817	0.578209	0.398212	0.385194	0.60267	0.549974	0.528086	0.635987	0.178411	0.329337	0.671638	0.392688	0.371143	0.430964	0.456635	0.346328	0.411819	0.368863	0.368664	0.577676	0.645152	0.375259	0.259925	0.406302	0.627398	0.490183	0.63885	0.364465	0.498879	0.519869	0.584984	0.536151	0.397051	0.111233	0.636301	0.465722	0.379312	0.505719	0.594481	0.613456	0.726486	0.394212	0.680974	0.594224	0.672599	0.463236	0.336802	0.288709	0.596481	0.490116	0.538912	0.487354	0.464252	0.445893	0.400867	0.573255	0.614657	0.310973	0.567939	0.367377
g2	0.0704177	0.140835	0.633759	1.12668	0.492924	1.26752	1.47877	1.33794	0.352088	0.91543	0.422506	1.05626	1.61961	0.563341	0.845012	1.54919	0.281671	1.76044	1.40835	0.774594	1.69002	0.704177	0.985847	0.211253	1.1971	0.334806	0.465934	0.492398	0.582573	0.511893	0.653028	0.340456	0.664909	0.440196	0.305959	0.610746	0.462034	0.321371	0.460456	0.260608	0.551437	0.552076	0.32405	0.402238	0.335467	0.548943	0.559754	0.633539	0.736572	0.438419	0.417205	0.419813	0.189757	0.477328	0.554198	0.670259	0.456457	0.508504	0.593905	0.615993	0.480284	0.389401	0.594911	0.560841	0.301608	0.531269	0.638549	0.370053	0.357814	0.686206	0.593489	0.440984	0.75259	0.564167	0.552399	0.382542	0.581344	0.700166	0.430037	0.556645	0.457305	0.589535	0.364517	0.455704	0.277271	0.605583	0.327704	0.486603	0.452034	0.427696	0.392844	0.506114	0.648313	0.532938	0.668888	0.568248	0.315103	0.586045	0.428096	0.582288	0.73419	0.290243	0.577989	0.590096	0.548678	0.503107	0.595731	0.412888	0.270234	0.450883	0.682172	0.379122	0.613508	0.521017	0.369178	0.312261	0.476909	0.348125	0.551936	0.472269	0.415266	0.523477	0.634049	0.473887	0.555161	0.798226	0.53942	0.454205	0.549711	0.477855	0.446701	0.323775	0.517525	0.498108	0.605981	0.350087	0.526539	0.490668	0.399296	0.37819	0.359649	0.721683	0.46347	0.542038	0.533104	0.603134	0.412889	0.635397	0.389183	0.50349	0.886424	0.742447	0.496213	0.408737	0.496423	0.629242	0.598068	0.478106	0.345062	0.412967	0.531563	0.478234	0.603983	0.484495	0.482638	0.509073	0.457853	0.716988	0.423933	0.472908	0.649776	0.430958	0.555327	0.394141	0.387087	0.44039	0.548667	0.471897	0.52758	0.304507	0.439881	0.368152	0.472168	0.446222	0.499466	0.549239	0.462059	0.506932	0.583291	0.44836	0.737991	0.395147	0.576232	0.491133	0.372932	0.444131	0.61475	0.528316	0.471288	0.311983
g3	0.0497602	0.0995205	0.447842	0.796164	0.348322	0.895684	1.04496	0.945444	0.248801	0.646883	0.298561	0.746404	1.14449	0.398082	0.597123	1.09473	0.199041	1.24401	0.995205	0.547363	1.19425	0.497602	0.696643	0.149281	0.845924	0.528651	0.549661	0.313104	0.575925	0.389215	0.399798	0.660654	0.512737	0.513811	0.615592	0.418041	0.194433	0.561261	0.337357	0.4473	0.517326	0.386641	0.726553	0.578825	0.726382	0.360378	0.731367	0.447477	0.639106	0.473349	0.574451	0.557662	0.669012	0.298669	0.490439	0.412618	0.342106	0.215212	0.320758	0.626647	0.516241	0.53466	0.534446	0.558771	0.473062	0.404346	0.526398	0.57365	0.580859	0.508511	0.65633	0.40079	0.496553	0.394158	0.439509	0.320374	0.224701	0.308553	0.74698	0.618046	0.484529	0.426817	0.573882	0.624743	0.351405	0.748093	0.451222	0.586409	0.625886	0.423077	0.218116	0.451269	0.432195	0.566632	0.681592	0.528607	0.440364	0.346322	0.667167	0.551687	0.469009	0.325715	0.572908	0.642994	0.50639	0.731346	0.365247	0.6901	0.460174	0.596767	0.52594	0.603419	0.576029	0.367926	0.462733	0.398884	0.469414	0.514433	0.613145	0.517123	0.639428	0.615535	0.688094	0.551319	0.713009	0.406408	0.471885	0.62538	0.583399	0.527787	0.487035	0.600134	0.362486	0.55938	0.613777	0.319285	0.572372	0.702238	0.497504	0.403795	0.373949	0.449095	0.420239	0.656417	0.54584	0.485081	0.506698	0.486365	0.534999	0.544485	0.618887	0.435262	0.464969	0.43398	0.547096	0.524951	0.386626	0.539175	0.526647	0.37022	0.568686	0.803794	0.687526	0.685224	0.523586	0.681507	0.478188	0.383512	0.593664	0.566943	0.553246	0.636964	0.34462	0.605281	0.611392	0.367246	0.391537	0.482721	0.487131	0.558051	0.445868	0.443331	0.582043	0.804254	0.603534	0.424086	0.55456	0.377618	0.510113	0.427182	0.723119	0.551155	0.58519	0.827418	0.477408	0.509766	0.329442	0.311456	0.567519	0.293469
g4	-0.015827	-0.0316541	-0.142443	-0.253233	-0.110789	-0.284887	-0.332368	-0.300714	-0.0791352	-0.205751	-0.0949622	-0.237406	-0.364022	-0.126616	-0.189924	-0.348195	-0.0633081	-0.395676	-0.316541	-0.174097	-0.379849	-0.15827	-0.221579	-0.0474811	-0.26906	0.396935	0.272216	0.42354	0.585809	0.532492	0.313511	0.479333	0.521507	0.49218	0.506488	0.449354	0.502897	0.403939	0.317857	0.52257	0.694713	0.472887	0.418677	0.630586	0.580515	0.590444	0.419154	0.297344	0.609381	0.67526	0.459603	0.455236	0.607087	0.477287	0.51807	0.301581	0.46439	0.37549	0.486398	0.461021	0.475468	0.723076	0.584327	0.374377	0.625766	0.694996	0.450109	0.424352	0.657763	0.486823	0.474088	0.527197	0.514978	0.494261	0.524629	0.553956	0.411043	0.479273	0.641895	0.43654	0.426029	0.502442	0.46586	0.507695	0.527776	0.559917	0.211075	0.396119	0.461564	0.574901	0.588161	0.581949	0.420809	0.518649	0.493573	0.190923	0.621702	0.53795	0.530176	0.363315	0.574099	0.457311	0.503917	0.60661	0.562408	0.327522	0.512795	0.546453	0.430549	0.583633	0.557611	0.774942	0.456224	0.518605	0.431535	0.499688	0.379682	0.686429	0.595566	0.459157	0.627787	0.641	0.520533	0.392914	0.572977	0.402441	0.475084	0.442631	0.592798	0.534634	0.540135	0.66633	0.554246	0.777599	0.600409	0.526372	0.455687	0.332038	0.615815	0.358326	0.531987	0.699938	0.531273	0.635463	0.33454	0.217156	0.475977	0.388366	0.625033	0.620126	0.271339	0.394712	0.503888	0.589512	0.564327	0.493252	0.718186	0.431974	0.69543	0.406543	0.430595	0.487685	0.663987	0.522734	0.617986	0.402955	0.326689	0.390208	0.305064	0.452192	0.647745	0.348496	0.708022	0.411232	0.718105	0.539146	0.522922	0.415084	0.336032	0.492352	0.418985	0.616331	0.674181	0.611451	0.502891	0.559305	0.808161	0.617236	0.596586	0.369051	0.539144	0.622355	0.840942	0.545573	0.725498	0.581679	0.159549	0.592526	0.465242	0.494392
g5	-0.0390707	-0.0781413	-0.351636	-0.625131	-0.273495	-0.703272	-0.820484	-0.742343	-0.195353	-0.507919	-0.234424	-0.58606	-0.898625	-0.312565	-0.468848	-0.859554	-0.156283	-0.976766	-0.781413	-0.429777	-0.937696	-0.390707	-0.546989	-0.117212	-0.664201	0.614463	0.756791	0.621355	0.546381	0.318599	0.636735	0.553553	0.272489	0.272613	0.564357	0.551806	0.451682	0.726384	0.507231	0.220766	0.584816	0.333563	0.469737	0.53444	0.333467	0.526818	0.370359	0.319177	0.590976	0.483347	0.751777	0.57256	0.547546	0.452489	0.367671	0.555264	0.37911	0.329883	0.295276	0.794032	0.648081	0.487349	0.608129	0.596396	0.477301	0.400307	0.631149	0.654123	0.669988	0.583962	0.409944	0.558023	0.537322	0.519885	0.512397	0.675714	0.370276	0.47206	0.455314	0.631472	0.609557	0.578477	0.494082	0.531936	0.728521	0.495964	0.457295	0.310432	0.41391	0.358893	0.572055	0.444773	0.534125	0.583516	0.572467	0.576332	0.54067	0.598023	0.545085	0.511512	0.4853	0.541532	0.612394	0.586304	0.457119	0.655848	0.33829	0.706062	0.70206	0.485641	0.264394	0.383273	0.4567	0.464559	0.591687	0.536115	0.453177	0.482466	0.636998	0.62304	0.620661	0.521096	0.506639	0.668367	0.382935	0.59078	0.431999	0.549631	0.499221	0.39526	0.234634	0.650063	0.538077	0.584983	0.790487	0.518513	0.840809	0.499204	0.0981171	0.689036	0.429914	0.41831	0.779049	0.525572	0.589351	0.667515	0.481355	0.665899	0.516258	0.433327	0.524384	0.518388	0.588072	0.664314	0.477498	0.476301	0.607492	0.553682	0.583275	0.406604	0.530267	0.430836	0.242202	0.53347	0.540016	0.532916	0.151563	0.610979	0.413587	0.571574	0.648046	0.440968	0.344253	0.695312	0.667747	0.490737	0.471878	0.474048	0.360496	0.615609	0.406636	0.36727	0.756172	0.622479	0.507472	0.576902	0.614826	0.56952	0.613629	0.581428	0.658751	0.450094	0.479344	0.500862	0.42618	0.534269	0.508257	0.525969	0.663333	0.415179
g6	0.0115615	0.0231231	0.104054	0.184985	0.0809307	0.208108	0.242792	0.219669	0.0578077	0.1503	0.0693692	0.173423	0.265915	0.0924923	0.138738	0.254354	0.0462461	0.289038	0.231231	0.127177	0.277477	0.115615	0.161861	0.0346846	0.196546	0.386831	0.291219	0.445611	0.541137	0.439943	0.378311	0.697667	0.61107	0.454256	0.52574	0.791881	0.512773	0.380468	0.50445	0.418028	0.359877	0.511799	0.350478	0.330961	0.36372	0.503623	0.634793	0.262354	0.357218	0.372568	0.414167	0.449574	0.698689	0.343185	0.313784	0.632886	0.497331	0.247254	0.370999	0.524329	0.589626	0.748829	0.47574	0.468794	0.42103	0.472143	0.531295	0.632964	0.443174	0.589046	0.78918	0.353007	0.787959	0.549282	0.636759	0.649518	0.54815	0.614601	0.446525	0.481507	0.687057	0.651772	0.704105	0.451145	0.726975	0.421185	0.491292	0.368951	0.636321	0.646033	0.424502	0.379309	0.485619	0.454892	0.60108	0.546056	0.512709	0.564305	0.345358	0.530866	0.220253	0.418143	0.495361	0.700952	0.557845	0.496344	0.402419	0.543402	0.150443	0.452908	0.501788	0.574201	0.491754	0.551402	0.695643	0.608169	0.381841	0.358736	0.542192	0.557056	0.622227	0.239967	0.531682	0.380432	0.641934	0.496401	0.472171	0.481541	0.448078	0.658216	0.600185	0.560593	0.553078	0.631128	0.427966	0.5665	0.567895	0.35717	0.214826	0.377617	0.348052	0.49269	0.56435	0.454458	0.722351	0.303467	0.465131	0.701473	0.615415	0.400591	0.604872	0.483956	0.281616	0.651543	0.432645	0.518686	0.746485	0.492094	0.54023	0.446299	0.51767	0.493269	0.639482	0.437296	0.503285	0.516254	0.505482	0.480136	0.687525	0.313087	0.442648	0.486107	0.669964	0.522292	0.393979	0.489581	0.515873	0.500657	0.555529	0.468208	0.383185	0.465085	0.335257	0.350677	0.295392	0.479508	0.384797	0.606224	0.651393	0.655549	0.676605	0.361272	0.480806	0.599222	0.55195	0.643925	0.584385	0.378762	0.434003	0.559206
g7	-0.0706057	-0.141211	-0.635451	-1.12969	-0.49424	-1.2709	-1.48272	-1.34151	-0.353028	-0.917874	-0.423634	-1.05909	-1.62393	-0.564846	-0.847268	-1.55333	-0.282423	-1.76514	-1.41211	-0.776663	-1.69454	-0.706057	-0.98848	-0.211817	-1.2003	0.524137	0.714247	0.513861	0.574161	0.334466	0.513997	0.449759	0.415319	0.403283	0.546901	0.50337	0.49972	0.34316	0.505958	0.401554	0.391842	0.35363	0.402704	0.56687	0.509856	0.360684	0.235261	0.605462	0.408672	0.499752	0.453357	0.660561	0.437169	0.551216	0.590453	0.655915	0.592361	0.566009	0.561796	0.489077	0.64948	0.486715	0.469955	0.628102	0.513455	0.508269	0.430267	0.321699	0.567829	0.437236	0.478818	0.512881	0.197359	0.512091	0.349559	0.793385	0.431865	0.471214	0.472899	0.612948	0.754488	0.490122	0.449416	0.606392	0.56029	0.513696	0.530327	0.468357	0.335167	0.42279	0.485291	0.600345	0.21436	0.210632	0.369396	0.624855	0.811123	0.359622	0.312738	0.426874	0.844384	0.528053	0.482924	0.504199	0.604766	0.409998	0.552948	0.560639	0.665571	0.308103	0.60401	0.550737	0.645587	0.655684	0.518416	0.472515	0.398658	0.394945	0.370962	0.572571	0.459727	0.599859	0.443086	0.753415	0.652987	0.599304	0.289261	0.412578	0.563855	0.384181	0.455881	0.439741	0.359277	0.555002	0.400308	0.471535	0.505839	0.340778	0.388547	0.560127	0.60103	0.300692	0.39584	0.559132	0.386045	0.398448	0.32191	0.565023	0.474652	0.182454	0.575298	0.451183	0.531349	0.492193	0.496326	0.504412	0.716206	0.55505	0.430709	0.487016	0.440847	0.641465	0.680792	0.340489	0.529782	0.538791	0.651091	0.651558	0.476588	0.568802	0.501726	0.514082	0.467469	0.567395	0.576831	0.269386	0.600178	0.435358	0.586894	0.539847	0.434055	0.464873	0.480648	0.669539	0.644899	0.479666	0.589748	0.324587	0.405462	0.408798	0.38183	0.53046	0.563344	0.699262	0.49172	0.557033	0.367977	0.61045	0.441804	0.581882
g8	0.0175048	0.0350095	0.157543	0.280076	0.122533	0.315086	0.3676	0.33259	0.0875238	0.227562	0.105029	0.262571	0.402609	0.140038	0.210057	0.385105	0.070019	0.437619	0.350095	0.192552	0.420114	0.175048	0.245067	0.0525143	0.297581	0.406709	0.507771	0.523881	0.507794	0.461756	0.615651	0.450961	0.507521	0.379566	0.548272	0.489757	0.19327	0.471383	0.435265	0.525013	0.57451	0.578961	0.578251	0.635933	0.628736	0.640872	0.437108	0.368625	0.612309	0.480161	0.673925	0.464418	0.511589	0.46712	0.463288	0.559205	0.394446	0.461228	0.306005	0.362445	0.727059	0.518357	0.4753	0.454877	0.592723	0.470888	0.352602	0.289181	0.389378	0.460542	0.534119	0.515934	0.571501	0.410847	0.36733	0.394323	0.51424	0.584967	0.58566	0.449916	0.584908	0.487654	0.521097	0.496941	0.561145	0.414174	0.345699	0.75462	0.651913	0.598847	0.699655	0.676093	0.326505	0.551521	0.457826	0.316144	0.712873	0.399339	0.292923	0.592502	0.457815	0.828715	0.679355	0.499334	0.569624	0.586863	0.367583	0.457221	0.436251	0.326468	0.438583	0.365151	0.260756	0.363289	0.520378	0.612103	0.558773	0.543037	0.654132	0.449761	0.358319	0.488991	0.488696	0.367979	0.56345	0.43205	0.331869	0.414419	0.480532	0.554168	0.527448	0.452194	0.375689	0.807648	0.528906	0.224962	0.629808	0.386017	0.642751	0.524396	0.729242	0.400818	0.298212	0.356356	0.58308	0.631432	0.50213	0.328853	0.661913	0.425332	0.679934	0.525606	0.432184	0.502379	0.289871	0.392593	0.490361	0.552628	0.687676	0.426802	0.441798	0.427649	0.440959	0.453041	0.800555	0.528164	0.594094	0.621622	0.584296	0.692183	0.602519	0.469444	0.337459	0.454123	0.455342	0.458504	0.54666	0.579085	0.525678	0.529469	0.655172	0.461005	0.492516	0.475959	0.492302	0.574729	0.237563	0.561801	0.422735	0.593332	0.609694	0.471959	0.460556	0.485263	0.42673	0.579528	0.666838	0.411621	0.407787	0.289145
g9	0.0285714	0.0571428	0.257143	0.457143	0.2	0.514286	0.6	0.542857	0.142857	0.371428	0.171429	0.428571	0.657143	0.228571	0.342857	0.628571	0.114286	0.714285	0.571428	0.314286	0.685714	0.285714	0.4	0.0857143	0.485714	0.342199	0.575085	0.567354	0.369797	0.400353	0.581393	0.525376	0.337824	0.592841	0.522679	0.848119	0.265525	0.557069	0.44635	0.622176	0.512362	0.563212	0.69299	0.35454	0.567103	0.361186	0.459441	0.564539	0.566926	0.665699	0.453926	0.420145	0.702198	0.387233	0.426997	0.452651	0.614658	0.640356	0.466622	0.508368	0.416571	0.611074	0.557716	0.593172	0.419103	0.591544	0.675807	0.474273	0.628768	0.398027	0.620518	0.565306	0.517075	0.499447	0.634582	0.48441	0.539888	0.330906	0.417185	0.473792	0.696757	0.388483	0.382941	0.47975	0.234606	0.653534	0.568091	0.276772	0.61909	0.570361	0.673831	0.485792	0.599924	0.66774	0.30558	0.546688	0.389379	0.37878	0.534447	0.240411	0.739571	0.337419	0.376899	0.633383	0.604841	0.59652	0.70954	0.737173	0.346757	0.482317	0.5747	0.264165	0.140995	0.58256	0.429047	0.392506	0.382373	0.395925	0.517416	0.587323	0.427571	0.752298	0.570054	0.467332	0.485667	0.57213	0.563486	0.500974	0.470997	0.524989	0.414522	0.556268	0.447976	0.261693	0.494721	0.508188	0.526843	0.507626	0.452663	0.585953	0.572469	0.459569	0.40516	0.67714	0.505396	0.409365	0.345156	0.269138	0.500511	0.656881	0.545503	0.292837	0.64143	0.464167	0.562111	0.493603	0.543291	0.363147	0.265295	0.586892	0.680174	0.582466	0.672761	0.532853	0.5585	0.526375	0.464135	0.425235	0.29571	0.688101	0.496162	0.439884	0.56244	0.437775	0.605193	0.533624	0.505986	0.640756	0.626059	0.630672	0.653293	0.382697	0.592646	0.450407	0.624783	0.348371	0.446786	0.592034	0.457833	0.617303	0.264049	0.757699	0.624402	0.64393	0.502569	0.549329	0.486765	0.29523	0.61923	0.531173
