genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149
g0	-0.276749	-0.404479	-0.149019	-0.12773	-0.212884	-0.25546	-0.170307	-0.0851535	-0.340614	-0.0212884	-0.383191	-0.361902	-0.234172	-0.298037	-0.106442	-0.0425767	-0.0638651	-0.425767	-0.319326	-0.191595	0.334684	0.673472	0.461356	0.424785	0.520633	0.442926	0.660524	0.610183	0.597448	0.511104	0.632082	0.389901	0.503026	0.589191	0.444683	0.180875	0.522256	0.437708	0.342945	0.348071	0.71717	0.380069	0.543652	0.439151	0.617992	0.831757	0.381842	0.384801	0.562168	0.458655	0.719767	0.490578	0.532151	0.660623	0.459545	0.493747	0.460705	0.356339	0.215931	0.418985	0.560051	0.328717	0.36946	0.501237	0.532082	0.658793	0.464108	0.480209	0.45412	0.264891	0.512892	0.306387	0.329272	0.656798	0.506068	0.249309	0.406247	0.486069	0.571981	0.233813	0.419862	0.416391	0.642609	0.598144	0.473654	0.240903	0.325425	0.345678	0.58911	0.606262	0.355334	0.296902	0.555243	0.607606	0.499134	0.332467	0.453348	0.398586	0.540663	0.572423	0.565937	0.325791	0.446774	0.539781	0.403827	0.671075	0.667539	0.320165	0.221954	0.400269	0.335712	0.518904	0.675245	0.462233	0.5177	0.369715	0.236492	0.232589	0.34397	0.613023	0.470602	0.683973	0.448885	0.378706	0.613686	0.672309	0.375234	0.517918	0.317967	0.338633	0.556594	0.382688	0.68113	0.377655	0.384232	0.642234	0.527202	0.498077	0.330347	0.639611	0.832956	0.604529	0.342341	0.355832	0.281908	0.366966	0.532577	0.416712	0.726563	0.459448
g1	-0.389649	-0.569488	-0.209811	-0.179838	-0.29973	-0.359676	-0.239784	-0.119892	-0.479569	-0.029973	-0.539515	-0.509542	-0.329703	-0.419622	-0.149865	-0.0599461	-0.0899191	-0.599461	-0.449595	-0.269757	0.533105	0.756181	0.360827	0.642888	0.36199	0.372899	0.704766	0.664706	0.400347	0.289957	0.351909	0.585828	0.625846	0.40032	0.535442	0.549454	0.511221	0.279283	0.507078	0.468504	0.451909	0.366446	0.487564	0.339002	0.424904	0.332862	0.321306	0.313743	0.337018	0.380031	0.302075	0.615782	0.542499	0.396856	0.4686	0.715281	0.278956	0.583654	0.39158	0.51614	0.59966	0.271141	0.598528	0.34151	0.406574	0.299841	0.415715	0.432156	0.493764	0.412279	0.450314	0.740087	0.379165	0.272451	0.377337	0.241839	0.605321	0.424109	0.561573	0.390481	0.400378	0.544201	0.167501	0.375663	0.315275	0.414035	0.496298	0.234306	0.157639	0.451166	0.473319	0.423812	0.570806	0.374606	0.39192	0.409096	0.628963	0.540341	0.399034	0.357102	0.472482	0.508077	0.349478	0.517444	0.406424	0.476918	0.385865	0.330056	0.44064	0.531108	0.391286	0.436482	0.477503	0.655338	0.442206	0.437068	0.693858	0.584028	0.477031	0.281216	0.515295	0.541146	0.634118	0.369829	0.744054	0.457989	0.178247	0.488459	0.467605	0.384703	0.431368	0.429276	0.594889	0.593443	0.624481	0.639324	0.673279	0.550057	0.430875	0.428859	0.5186	0.695414	0.498831	0.419484	0.5916	0.544309	0.200887	0.283169	0.560141	0.14546
g2	-1.06298	-1.55359	-0.572376	-0.490608	-0.817681	-0.981217	-0.654145	-0.327072	-1.30829	-0.0817681	-1.47183	-1.39006	-0.899449	-1.14475	-0.40884	-0.163536	-0.245304	-1.63536	-1.22652	-0.735913	0.574169	0.472811	0.613327	0.57306	0.43308	0.325609	0.338202	0.36713	0.52734	0.409992	0.496186	0.351344	0.387336	0.411595	0.43521	0.702665	0.575343	0.382994	0.527313	0.635866	0.52715	0.499685	0.386978	0.546572	0.730871	0.487433	0.359526	0.384342	0.456804	0.568544	0.50037	0.660479	0.415529	0.300751	0.195364	0.480646	0.276991	0.608202	0.285066	0.443988	0.289156	0.29254	0.371937	0.730624	0.422115	0.431132	0.395338	0.368883	0.429453	0.387938	0.438219	0.383869	0.433423	0.433226	0.395518	0.387767	0.723619	0.624325	0.413839	0.481325	0.316475	0.562143	0.243923	0.66269	0.414938	0.624563	0.234546	0.554975	0.548101	0.485819	0.383805	0.373787	0.196451	0.374284	0.552139	0.536075	0.391069	0.261928	0.323133	0.529723	0.430756	0.636548	0.426166	0.316066	0.431332	0.278423	0.459739	0.258345	0.61989	0.400471	0.290352	0.552189	0.361729	0.606125	0.656558	0.46168	0.440411	0.413033	0.510895	0.311997	0.582175	0.234091	0.603545	0.666813	0.532723	0.330732	0.54954	0.478404	0.0540949	0.712152	0.419389	0.44033	0.330361	0.306677	0.374353	0.314158	0.505873	0.65297	0.388747	0.65325	0.220926	0.348888	0.311242	0.412421	0.590164	0.630009	0.534792	0.315971	0.536512	0.504663
g3	-1.26043	-1.84216	-0.678692	-0.581736	-0.96956	-1.16347	-0.775648	-0.387824	-1.5513	-0.096956	-1.74521	-1.64825	-1.06652	-1.35738	-0.48478	-0.193912	-0.290868	-1.93912	-1.45434	-0.872604	0.373662	0.492326	0.452569	0.645853	0.328878	0.354764	0.543484	0.431558	0.345064	0.507141	0.48068	0.299915	0.552917	0.447251	0.482162	0.4517	0.582004	0.377599	0.522872	0.375474	0.304673	0.463102	0.332445	0.478312	0.495106	0.390257	0.524637	0.377592	0.227448	0.409348	0.421794	0.516972	0.565084	0.496654	0.351559	0.380179	0.44654	0.421256	0.350641	0.395119	0.452369	0.448796	0.444045	0.445994	0.330323	0.346219	0.689462	0.371534	0.65221	0.598262	0.353784	0.45828	0.244588	0.397485	0.320008	0.698598	0.31778	0.549082	0.288381	0.448338	0.481066	0.548863	0.468706	0.273986	0.409992	0.661191	0.456011	0.430351	0.600363	0.367904	0.512553	0.436777	0.601063	0.341322	0.323399	0.345325	0.318257	0.524916	0.377883	0.611154	0.47662	0.601534	0.367248	0.487462	0.373006	0.664128	0.292887	0.609682	0.392713	0.593554	0.482441	0.432174	0.598477	0.578986	0.414992	0.255875	0.427289	0.444731	0.299138	0.422593	0.493151	0.545697	0.439216	0.484629	0.320114	0.405303	0.313237	0.504129	0.455294	0.505183	0.355155	0.497601	0.536017	0.405004	0.428563	0.41556	0.59281	0.555664	0.433801	0.246752	0.606161	0.523356	0.295248	0.515224	0.450915	0.573337	0.500382	0.401639	0.650756	0.586659
g4	-1.11722	-1.63285	-0.601578	-0.515638	-0.859397	-1.03128	-0.687518	-0.343759	-1.37504	-0.0859397	-1.54692	-1.46098	-0.945337	-1.20316	-0.429699	-0.171879	-0.257819	-1.71879	-1.2891	-0.773458	0.486186	0.747504	0.67297	0.364103	0.526743	0.449143	0.263486	0.503325	0.467408	0.463548	0.454807	0.466751	0.453403	0.696239	0.386294	0.446304	0.638007	0.346815	0.247349	0.735157	0.359453	0.60622	0.516529	0.426035	0.493216	0.270869	0.265868	0.529073	0.537743	0.442883	0.203025	0.459183	0.46181	0.316912	0.442499	0.514679	0.510616	0.583585	0.418938	0.591101	0.430004	0.517404	0.415941	0.527266	0.314504	0.580716	0.222371	0.179353	0.548392	0.456865	0.356459	0.555058	0.512481	0.417343	0.503345	0.486604	0.256892	0.550829	0.33733	0.372735	0.824594	0.491087	0.334846	0.737106	0.442313	0.367881	0.566207	0.546269	0.557986	0.585565	0.253461	0.291831	0.817969	0.514145	0.493561	0.539892	0.696943	0.639196	0.597389	0.665001	0.37761	0.588409	0.373375	0.431733	0.559964	0.468648	0.470874	0.404036	0.666466	0.38356	0.447862	0.355728	0.606748	0.396738	0.361404	0.536415	0.637305	0.600628	0.725838	0.415912	0.374763	0.411247	0.623745	0.514965	0.571278	0.410295	0.519236	0.452648	0.49343	0.452382	0.506892	0.56042	0.289227	0.502541	0.611722	0.666088	0.61037	0.529778	0.527898	0.402961	0.556916	0.47068	0.487391	0.736086	0.442339	0.618849	0.599002	0.420986	0.572428	0.418342
g5	0.544793	0.796236	0.29335	0.251443	0.419072	0.502886	0.335257	0.167629	0.670515	0.0419072	0.754329	0.712422	0.460979	0.5867	0.209536	0.0838143	0.125722	0.838143	0.628608	0.377165	0.436533	0.479147	0.556644	0.6976	0.481369	0.365383	0.567102	0.36174	0.762073	0.40364	0.278862	0.500182	0.488149	0.390799	0.395354	0.484792	0.560871	0.438752	0.485467	0.575545	0.354851	0.526526	0.424293	0.519683	0.300003	0.383227	0.548594	0.626484	0.34857	0.289058	0.334575	0.237016	0.39851	0.333372	0.471547	0.499897	0.456358	0.382192	0.43827	0.321156	0.413333	0.486224	0.485541	0.429604	0.284749	0.381153	0.471868	0.259202	0.413921	0.218594	0.635092	0.312696	0.445271	0.754478	0.379726	0.416012	0.377296	0.324175	0.264007	0.450327	0.505502	0.366447	0.604045	0.496913	0.501708	0.450312	0.575203	0.567578	0.542678	0.599601	0.459335	0.560537	0.660056	0.322547	0.362316	0.670836	0.480468	0.507172	0.335194	0.589277	0.663915	0.612449	0.589737	0.476698	0.471698	0.536302	0.44752	0.446012	0.191315	0.363029	0.461239	0.508777	0.582519	0.30616	0.581888	0.453565	0.433053	0.325995	0.501759	0.317335	0.490774	0.207186	0.60631	0.531788	0.42339	0.586548	0.328392	0.193594	0.222846	0.36326	0.306914	0.440803	0.156768	0.539082	0.444513	0.295447	0.402377	0.392902	0.398984	0.34334	0.456736	0.367199	0.365025	0.51637	0.284323	0.481945	0.674989	0.504781	0.486674	0.423591
g6	-0.300056	-0.438543	-0.161569	-0.138487	-0.230812	-0.276975	-0.18465	-0.0923249	-0.369299	-0.0230812	-0.415462	-0.392381	-0.253893	-0.323137	-0.115406	-0.0461624	-0.0692436	-0.461624	-0.346218	-0.207731	0.632432	0.345948	0.121683	0.460398	0.433077	0.566627	0.347376	0.532115	0.432192	0.391402	0.311503	0.356886	0.488564	0.481278	0.422482	0.473589	0.484393	0.492237	0.509726	0.409531	0.55521	0.482287	0.79531	0.335641	0.292665	0.673172	0.415835	0.327805	0.677981	0.501056	0.658174	0.510361	0.378753	0.493615	0.440676	0.606913	0.588817	0.408672	0.449953	0.387652	0.493932	0.378734	0.421943	0.280308	0.531983	0.497981	0.364766	0.422996	0.528253	0.454905	0.494223	0.456945	0.552948	0.382716	0.494247	0.511277	0.640682	0.608075	0.42711	0.33266	0.460404	0.482516	0.381695	0.320735	0.255237	0.373385	0.341707	0.347115	0.398339	0.496431	0.402474	0.545549	0.730231	0.456584	0.487064	0.48304	0.514703	0.511249	0.338713	0.468076	0.282676	0.486096	0.443056	0.426136	0.605696	0.515938	0.595398	0.504353	0.506679	0.447043	0.493346	0.507203	0.441759	0.36146	0.503064	0.615298	0.705733	0.36694	0.507486	0.505034	0.638725	0.783644	0.375836	0.423429	0.510759	0.359549	0.466485	0.391145	0.42405	0.383135	0.409489	0.432637	0.665816	0.40115	0.416884	0.465291	0.509703	0.544964	0.282596	0.674428	0.269282	0.601729	0.392161	0.410011	0.461871	0.298264	0.438227	0.211928	0.659443	0.576666
g7	-0.902435	-1.31894	-0.485926	-0.416508	-0.69418	-0.833016	-0.555344	-0.277672	-1.11069	-0.069418	-1.24952	-1.18011	-0.763598	-0.971853	-0.34709	-0.138836	-0.208254	-1.38836	-1.04127	-0.624762	0.428233	0.603062	0.513188	0.516436	0.64896	0.572329	0.511035	0.335936	0.275543	0.655593	0.423227	0.564382	0.549884	0.544984	0.569108	0.294366	0.364502	0.411392	0.512963	0.679087	0.362485	0.621266	0.658593	0.339099	0.545485	0.527866	0.396778	0.513945	0.257957	0.455514	0.355078	0.325181	0.210141	0.318331	0.256416	0.468223	0.331063	0.410172	0.436327	0.410338	0.404334	0.38774	0.684722	0.29416	0.458827	0.263914	0.477964	0.374776	0.421344	0.455378	0.345408	0.481303	0.547867	0.516773	0.558981	0.674274	0.338326	0.539377	0.329036	0.36304	0.32463	0.373021	0.333655	0.627533	0.558033	0.591931	0.398791	0.414403	0.496678	0.369967	0.326333	0.647123	0.509869	0.597981	0.293674	0.53203	0.578389	0.356758	0.371443	0.445977	0.348832	0.307555	0.416809	0.264051	0.536172	0.512921	0.546457	0.385476	0.572293	0.550286	0.445852	0.4306	0.268449	0.32443	0.458832	0.589601	0.619095	0.464876	0.467926	0.428335	0.563168	0.539005	0.58324	0.502408	0.426111	0.631024	0.394706	0.416375	0.340558	0.515076	0.519687	0.337641	0.473087	0.504093	0.60604	0.318828	0.376154	0.462209	0.582204	0.581694	0.518759	0.548513	0.679085	0.240922	0.327551	0.58301	0.213982	0.379611	0.616889	0.531744
g8	-0.448898	-0.656082	-0.241714	-0.207184	-0.345306	-0.414367	-0.276245	-0.138122	-0.55249	-0.0345306	-0.621551	-0.58702	-0.379837	-0.483429	-0.172653	-0.0690612	-0.103592	-0.690612	-0.517959	-0.310775	0.439866	0.546874	0.62691	0.289612	0.419583	0.38251	0.556547	0.586344	0.181355	0.587587	0.515248	0.427166	0.473755	0.659696	0.534964	0.454933	0.464717	0.492475	0.40467	0.331536	0.395076	0.562647	0.711358	0.73244	0.82878	0.466763	0.449265	0.404887	0.454085	0.535171	0.343213	0.500864	0.464199	0.553417	0.474372	0.547995	0.636109	0.396609	0.576913	0.481701	0.451217	0.45203	0.696246	0.55762	0.336087	0.327722	0.67138	0.559207	0.355131	0.584824	0.278417	0.588566	0.54091	0.709067	0.397059	0.215827	0.411396	0.375985	0.62735	0.367873	0.643695	0.2832	0.374003	0.745133	0.431733	0.658593	0.308948	0.630789	0.523557	0.193294	0.538621	0.411424	0.454998	0.458699	0.360435	0.437135	0.316966	0.392109	0.415128	0.360157	0.404744	0.716382	0.201379	0.254997	0.322048	0.186513	0.516109	0.441575	0.277851	0.565188	0.479211	0.335469	0.400552	0.346523	0.48323	0.398899	0.242221	0.575925	0.310668	0.557739	0.313535	0.619751	0.546861	0.372352	0.572502	0.474509	0.394114	0.76456	0.584355	0.489878	0.479834	0.363162	0.50337	0.398573	0.586582	0.586718	0.436048	0.551114	0.621609	0.47614	0.363005	0.304383	0.62124	0.606748	0.728231	0.553298	0.204281	0.579566	0.275471	0.412299
g9	0.796436	1.16402	0.42885	0.367586	0.612643	0.735171	0.490114	0.245057	0.980229	0.0612643	1.10276	1.04149	0.673907	0.8577	0.306321	0.122529	0.183793	1.22529	0.918964	0.551379	0.412477	0.697858	0.41913	0.246188	0.52358	0.440545	0.526894	0.233143	0.517446	0.404402	0.581461	0.516412	0.521107	0.54747	0.345305	0.55411	0.382329	0.36795	0.40952	0.448647	0.452751	0.440418	0.382772	0.404377	0.227175	0.702518	0.440341	0.493773	0.391425	0.3765	0.571485	0.362696	0.622692	0.369678	0.666903	0.194899	0.389967	0.388271	0.365128	0.453032	0.163366	0.538788	0.700387	0.302864	0.405687	0.390611	0.386795	0.525415	0.325889	0.413903	0.498931	0.383172	0.487559	0.508452	0.233866	0.525109	0.508232	0.316205	0.449764	0.472889	0.534586	0.583636	0.675377	0.475913	0.321257	0.584761	0.635352	0.520243	0.264847	0.576608	0.537481	0.608847	0.546607	0.51756	0.37472	0.539723	0.381646	0.384912	0.393014	0.425159	0.471944	0.577701	0.684125	0.566615	0.379931	0.601237	0.640035	0.548307	0.582257	0.29883	0.451241	0.461375	0.321799	0.39879	0.438764	0.309403	0.387605	0.330389	0.511217	0.557585	0.266704	0.435144	0.580268	0.586821	0.325193	0.434475	0.388409	0.420686	0.440415	0.619693	0.40446	0.313711	0.331322	0.560514	0.37966	0.22199	0.607611	0.392247	0.375862	0.368078	0.391588	0.419444	0.476916	0.414039	0.363263	0.249949	0.527476	0.515342	0.635939	0.407588
