genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99
g0	0.700145609758	-0.825711123068	-0.400213103614	-0.0769380907916	-0.135051101498	0.211948902776	1.57325211714	1.32092174291	-0.431054446505	0.210682207797	-1.01487850971	1.9197575783	1.03972284901	0.414155963393	-1.26184754298	1.32076922023	-0.388668656673	1.11939583728	1.15834050515	-1.25333425809	0.775649499324	-0.361053578532	-0.028792473499	0.549830205258	-0.548920864889	0.703273714239	0.344976916786	-2.62169766532	-0.759081427967	0.223868126151	0.65843286136	-0.944337264391	1.21662225905	-0.933740590149	-0.265828611079	0.379313411454	0.0982013340767	-1.75571167315	0.0427540847619	0.610124980487	1.02964713189	-0.657294512525	0.469414435816	-0.477837262639	-0.399278556056	1.1071579881	-0.450699738679	0.519599155852	-0.994451204238	-0.0501942270827	1.18837690418	-0.0147541025425	0.148877815513	0.0700152102215	0.842952659859	0.763710074321	0.787891138596	-0.4783982205	-0.737499399373	-0.119600421511	0.171709722143	-0.762347578939	0.0134918966986	-1.15003297014	0.464995370862	0.347081013777	0.198698266965	0.489911257686	-0.0232366958074	-0.988602130351	0.438356500974	0.503188252442	-0.152450601956	-1.64685955176	0.308394146717	-0.997117144397	-0.369209853931	-1.06306150336	0.990428379444	2.44286854767	0.692822811857	-0.534585337153	-1.10898194119	0.886215077135	-1.95358264492	-0.240237305873	0.47789723097	0.513458020832	1.10381739599	0.802210627839	-0.33835208726	-0.0416867429256	-0.257270394238	1.29631757473	1.38315448501	1.92990798618	0.542059004616	0.701854538447	0.54685805973	-2.17957122338
g1	-2.51130504788	-4.0371617807	-3.61166376125	-3.28838874843	-3.34650175913	-2.99950175486	-1.6381985405	-1.89052891472	-3.64250510414	-3.00076844984	-4.22632916734	-1.29169307933	-2.17172780862	-2.79729469424	-4.47329820062	-0.190691054422	-1.23889733055	-2.08667708719	0.215882697927	0.0203044246581	-1.30150719934	1.32110161016	0.84277998218	0.462001557474	2.15166794271	1.27285923367	2.64516008829	0.02555130686	-0.429095471848	-0.391432949699	-0.467112171897	1.01297062047	-1.06689075778	-0.870777726102	-0.93094246974	-0.281777115479	-1.46875569217	-0.00425488121591	-0.492428651539	-1.53387181915	2.01022119664	-1.38497193617	0.91176037122	-1.20817041327	0.628396077515	-0.402879964288	-1.09588296147	2.22782638847	-0.523413729834	-0.369428390719	0.849271681786	-1.93867049832	-1.36317360925	-0.126379162318	-0.884305574049	-0.438757744606	0.509910261464	0.546341914629	-1.47017789376	0.311102354721	-0.0501512065356	0.288794880934	-1.64807229862	0.42899259967	-0.469603620078	-0.599099473809	0.169031532179	0.502457968903	0.101745056151	0.325104690204	-1.1847650502	-0.42599736271	0.293445093716	-1.95430977598	0.23774759685	-1.03899663782	0.862581964218	-0.465074373987	-0.127908863669	0.119755450433	1.80344485995	-0.421406887239	0.541571894775	0.613432085978	-1.82824210387	-0.052819232187	1.74227909999	0.416050346891	-0.523417997109	1.47862928463	0.158806290812	0.77262077995	0.397767853804	-0.680955163928	0.630710855639	1.01136441766	0.143095373478	0.273719541301	2.19368563341	0.780545945301
g2	0.444048809753	-1.08180792307	-0.656309903619	-0.333034890797	-0.391147901504	-0.0441478972291	1.31715531713	1.06482494291	-0.68715124651	-0.045414592208	-1.27097530971	1.6636607783	0.783626049008	0.158059163388	-1.51794434299	0.335105941433	-0.979219897152	-1.28029055368	0.926905674758	-1.0610171545	-0.0629917070049	-1.97728338352	1.99641340239	-0.242404604777	-0.285716035635	-0.510085779013	0.512257778828	-0.598204247232	0.0913863856655	-0.42571340423	0.36212319618	0.431285381232	-0.417684248548	-1.57413823774	0.729171743067	0.0796774852055	-1.18631784146	-0.692631294119	0.29833904086	0.817128033218	0.0888956226754	-1.0636364191	-0.0218764775609	-0.892043644637	-1.37751698821	1.91500043475	1.83665675433	0.291511554557	0.625530046935	0.199847046166	-0.442561369514	-0.617215023943	0.141897216329	-1.67048105435	-0.0464205238724	-0.525147889996	2.14271820193	1.31093139929	-1.62899565793	1.22371820117	1.32512129283	-1.15050940873	0.756977373712	-0.184053819847	0.326444162048	-0.585478245506	0.506612928564	2.16866902531	-2.26544087182	-0.631995274351	0.673002287611	1.30908817388	-0.0767252089279	0.605913119616	-0.70524277385	0.427678340572	1.75661673734	0.297252029032	0.750975491393	0.564379910201	1.89566274629	0.788287955038	1.14136948684	-0.576675165284	0.19621775545	-0.148054939212	-0.635279824198	-1.70043880794	1.3817026552	0.157019740521	0.372218151541	0.731673201823	-0.20795882551	-0.355783076747	0.250196034812	-0.357552195569	0.109539516185	1.14189306875	1.01200303402	-0.79033192598
g3	1.51661957896	-0.00923715386429	0.416260865591	0.739535878413	0.681422867706	1.02842287198	2.38972608634	2.13739571212	0.385419522699	1.027156177	-0.198404540501	2.73623154751	1.85619681822	1.2306299326	-0.445373573777	-1.12147128219	-0.753063725986	-0.400391475874	0.753628658664	1.85378169342	-2.72555963123	-0.329546569832	-0.846571782705	-0.0463652048403	0.728517490679	0.710964134115	-0.491110466834	0.988517840099	-0.666576979558	1.43402321235	2.30864539334	1.24982454601	0.769438788851	-0.67593591786	-1.27224075417	-0.209540784043	0.897944140235	0.432309275836	-0.394385387049	-0.663404971916	0.623336293137	-0.257312997699	1.39347629949	-1.05363085978	1.73303043294	1.26615529125	-0.637208312558	0.429177274135	-0.613508526974	-1.71954331339	0.954443444788	-0.0218159968669	1.10758728384	-1.35267553938	-1.54014193246	0.153071355874	-1.38334658371	-1.99629307304	-0.145484620747	-0.400585149803	1.1132561713	-0.634419215702	-0.167684070929	0.953456247105	-0.644456021849	-1.00414349351	0.928105308074	0.36260977066	-0.0143904580058	0.980245570714	0.716359490191	-0.845123251167	-0.13494523336	-0.912935815545	-1.36566373058	1.13750582808	-0.0457146106809	1.36409667488	-1.51050835472	-1.42884473449	0.250573555215	-0.730686596082	-1.24593517469	0.375688268775	-0.509802620478	-0.217370529436	-0.996945286996	0.559315855498	0.332601314399	1.32877156036	1.59340737527	0.608057801831	0.0947930404426	-0.0576908527181	-0.715438740224	1.7550758452	-0.837412313327	0.952843120699	-0.875784856551	-0.47306389021
g4	4.03673972047	2.51088298765	2.9363810071	3.25965601992	3.20154300922	3.54854301349	4.90984622785	4.65751585363	2.90553966421	3.54727631851	2.32171560101	5.25635168902	4.37631695973	3.75075007411	2.07474656773	0.116559587585	-2.00708601533	-0.576388933552	-0.636992434791	1.23584939116	-0.285155890174	0.712334788169	-0.034702525447	-0.191808338297	0.211600676544	1.67660065435	1.02216838938	0.776617516641	0.105491101545	1.06708175101	0.621582398222	-0.142714602493	-0.467881954831	-0.284649949329	-0.0128055399203	1.24914814781	2.33337250247	-1.04099607316	1.72143243445	0.651273923017	-1.16143814102	0.216199418888	-0.972035870152	0.782036805079	0.448345780209	-0.617650680368	1.05114176087	0.743703158002	-1.01738485812	0.684555591887	0.74165201868	1.24552051001	-1.36437785483	0.447245253805	-0.340157502393	0.050382566408	0.0621570165484	0.566840291618	-0.244044170206	0.63859700333	-0.654614460409	0.64147517364	1.70087048955	0.0818434753573	-0.372027031388	-0.558730018535	0.654991592509	1.00889982502	1.02332083283	0.461867385838	-0.829941537188	-0.175223644627	0.270697076993	-1.2858086081	1.30036234656	-0.384302783659	1.99478107169	0.325032985407	-0.379871845613	-0.0171616693934	-1.62857643189	-0.622269322471	-0.823283637305	-0.090753680166	0.575472352163	0.611041124982	-1.05442565029	-0.0788423278887	-0.169268750316	0.0143139394427	1.55454174664	0.942288097468	-1.22645220575	-1.25686510723	-0.140325842846	-0.014454371812	1.54450653953	2.35857389741	0.915649200108	-1.20345922262
g5	-2.3306178095	-3.85647454233	-3.43097652287	-3.10770151005	-3.16581452076	-2.81881451648	-1.45751130212	-1.70984167635	-3.46181786576	-2.82008121146	-4.04564192896	-1.11100584096	-1.99104057025	-2.61660745587	-4.29261096224	0.255427702236	-1.35768408626	-2.19958523861	0.262419072978	-1.35329382713	1.60034145403	-1.58620973639	0.986554392897	0.331130108388	0.5001586559	0.806514685863	-1.5790289012	0.734699951114	-0.723489645734	-0.479096320187	0.101926022241	-0.0557566295822	-1.55223251508	0.47462350903	0.785234865792	-0.230370539461	0.763040172694	0.0106366162793	1.87027415065	0.557090513985	0.442313435903	-0.737079237488	-0.58762699141	-0.78840916757	-0.155441269085	1.52919412116	0.0837009998927	3.05118772169	0.723757988073	-0.704761821162	0.245287449747	-0.278951593786	0.340276201384	1.55906312902	-0.121331748583	-2.04518378717	-0.272686893245	0.168957598728	-0.749460297909	-0.368491096078	0.395420899874	0.0585366212112	-0.619800822298	1.65611408598	-0.917776240945	-1.82609787091	-1.64218713495	0.828896058092	-1.04083217244	0.503389437221	0.928187103496	2.66617013125	-0.638676101434	0.508823956226	0.396387135396	-0.733569406775	0.789949271854	0.729450090603	0.364408055126	-0.919842219763	-0.672562528792	0.310116873253	0.549455394244	1.30146868164	-0.250780602075	1.53849331216	0.425154377652	-0.672919250833	-0.883480558986	0.931314472955	-0.106492088193	-0.321175072643	0.174900330424	0.39400490167	1.52093813246	0.401934482317	-0.94734584473	1.73931722963	-0.708109256573	-0.586910667239
g6	-1.11460344719	-2.64046018001	-2.21496216056	-1.89168714774	-1.94980015844	-1.60280015417	-0.241496939805	-0.49382731403	-2.24580350345	-1.60406684915	-2.82962756665	0.105008521358	-0.775026207931	-1.40059309355	-3.07659659993	0.422568404849	2.1844726541	0.613569890602	-2.811558303	0.790444002692	0.211506674778	-0.131594698768	-1.40748110397	-0.259588283202	2.37166778694	0.946889558981	-0.239581448382	-0.431889893153	-0.257364697387	0.719745720308	0.471818127637	0.599046371493	-0.111240192264	2.14962109391	0.0619739510871	0.176639690588	0.369140810658	-0.898447282817	-0.417678732687	0.0557069599581	0.467855959163	0.987173630805	1.87345582872	-0.253718461951	-0.196659315855	0.771998013492	-0.788222300172	0.493191406855	1.42381054505	1.15777472734	0.271246454262	0.0587028405921	-0.806667438595	-1.54142046875	1.7142426404	-2.77840895947	1.02607626069	-1.79960385666	-1.23344631257	-0.590368580667	-0.274522713107	-1.07776186213	-0.50791210768	-0.383349019508	-1.87371768434	-0.598364408816	0.283056866574	1.11146348605	-0.0640324738507	-0.547326634641	-0.616497140106	-0.622026218159	-1.18278324348	0.386792464611	0.884086342607	0.375142325605	0.511017839953	0.213392915109	-0.360779987013	0.77717555951	0.278075065259	-0.511558895521	0.392498503985	-0.42902886478	0.202924727905	0.694663718815	1.97117950985	0.0718062295663	0.637800914138	-0.225017514499	1.69876519502	-0.267947516561	2.21996672854	-0.274955293922	1.58576942721	-2.56371632944	0.050167321533	0.822333460401	-0.39905772067	-1.66134122683
g7	-5.39159526418	-6.91745199701	-6.49195397755	-6.16867896473	-6.22679197544	-5.87979197116	-4.5184887568	-4.77081913103	-6.52279532045	-5.88105866614	-7.10661938365	-4.17198329564	-5.05201802493	-5.67758491055	-7.35358841692	-0.214272186144	1.79201036742	-0.984744584794	-1.38666060623	-0.348600986513	0.566087268676	-0.605590685621	-0.341348929439	-0.107939963065	0.563874969165	-0.928451084839	-0.936965291846	-1.12963613791	0.0685299945072	2.00153187013	-1.3890546068	-0.420436100819	-0.25341865881	-0.667578785404	1.61139558744	-0.559940592039	0.595648996618	0.902833323792	-0.199893083072	-1.37512238968	-0.0984345523649	0.0473873209141	0.245206060855	-2.00173364518	-0.242189388598	1.40605804987	-1.20007704971	-0.165697537126	1.29115522755	1.94052323997	0.474705775777	1.49699472367	0.198022724658	0.305569345003	-0.974326605864	0.737671981771	1.26244507739	1.43832522727	0.579655105019	-0.92885928374	0.0346878524956	0.102927110548	0.697434858886	0.547945542344	-0.0655453562022	0.718806426266	-0.234810078301	-0.756419094913	1.26221217374	-0.659910020029	1.20688706736	1.29021908331	1.43584660265	0.21730154803	-0.185132301578	0.0419089507606	2.29861942355	0.126548084989	0.143079232431	-1.95601756984	1.35596420036	-0.13999192879	-0.219319624348	0.380019618136	0.452170310261	-0.35489557622	-0.0690604717481	-0.412176828921	2.60193559045	1.45368093396	1.47308055609	-1.08603543262	0.826561989689	1.19793625308	0.106194254479	-0.483550395103	-0.154451424361	-0.82028927487	0.00498244243826	0.141577501996
g8	-1.71883996698	-3.24469669981	-2.81919868035	-2.49592366753	-2.55403667824	-2.20703667396	-0.845733459599	-1.09806383382	-2.85004002324	-2.20830336894	-3.43386408644	-0.499227998435	-1.37926272772	-2.00482961334	-3.68083311972	0.769777705411	0.464463197736	-1.6963043877	1.65928998175	0.648760255071	-0.912637912292	-0.478893416638	-0.183359465261	-1.02268510833	-0.543771180865	0.618852613711	0.618885829691	-1.60316613891	0.463961337852	2.35173569899	0.996723875645	-1.30597005385	1.48505972934	-1.08207115435	-0.846653962657	-1.44916483073	1.10741285636	0.0926330068816	0.449027000012	1.37044870276	-0.509912756471	-0.711835759084	0.141519878149	-0.668741276064	-0.0900881593961	-0.518268584224	1.05905512032	-0.877371484374	-0.83741957293	-2.406035735	0.89065493986	-0.76179728387	-2.69106752337	-0.430953846655	-0.552458944796	-0.108507405597	0.87661464724	-1.83868830877	0.414850603228	0.703952497925	-0.999700986968	1.1042888337	0.532301333914	-1.13911183295	0.399648128743	0.714237291911	-0.163299869262	0.313318000297	-0.610235153978	1.71285593879	-0.584233204574	-1.67485246282	-1.39546295189	-0.95750976144	0.22349114101	-0.225310472444	0.392642643787	0.487198408386	-0.850997689531	0.200163951769	-1.36883052845	1.22272536084	0.976054901697	-0.286939066196	-1.28911779527	-1.19436272664	0.38378970572	0.263595949731	0.312706077177	-1.91538482602	-0.3046948534	0.070060146279	-0.558983922579	0.1040894338	-1.3973778232	-1.20126767771	-0.1637710677	-0.0200187668189	0.936242770627	0.47987645707
g9	0.878722580777	-0.647134152049	-0.221636132594	0.101638880228	0.0435258695207	0.390525873795	1.75182908816	1.49949871393	-0.252477475486	0.389259178817	-0.836301538686	2.09833454932	1.21829982003	0.592732934412	-1.08327057196	0.739248352219	-0.699674896271	-0.0101484242471	-0.0239894799567	-0.208735805588	1.01185972126	1.45833173542	1.35903746861	-0.265238598416	-0.059672330061	0.965745335562	1.02422612169	0.312441240628	0.470544998714	0.345008955061	-0.715897249827	0.859125760371	0.229150085719	-0.740633704977	1.8635560604	0.00635096904769	-1.8611157691	-0.367854610055	-0.796345222857	-1.62190034609	0.260274561215	-0.277564554533	0.614180121638	0.08978218578	1.22822273223	-0.782122342086	0.615666389306	-0.417346967946	1.18786940329	0.603608142946	0.339122577243	-0.88743915876	-0.592391074225	0.891761470814	-1.5016489319	-0.0738780021646	-0.667470159839	0.661395339081	0.0736290113157	0.9276418511	1.0181188764	-0.230683263995	0.274257510637	0.974659200313	0.444075243779	-2.03415996524	0.607501038362	0.145638286114	-0.421681654856	-0.0446268207183	0.819091987633	-0.15077754249	0.120956782822	-0.320944051488	0.49779658509	0.892577870723	0.668446205051	0.386279401083	0.849429961754	0.377843563454	0.318623033618	0.0700947330166	0.107496416714	-0.248583946787	0.881648223536	0.43014376566	0.240053414526	-0.206291491447	-0.59245738051	-0.544062069493	-0.447594732937	-0.11364345692	0.50599740043	0.506506020139	-0.772664034683	-0.084505683983	-1.33231515404	0.805550058522	-0.157753587846	0.770560457549
