genes	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149
g0	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	1.2625443044	1.98822789114	-0.354125325661	2.32655934989	0.974792415906	-1.86167438827	0.477547444778	0.0330415097306	2.37088933798	1.39810113723	0.0208154521775	0.863900540935	1.75859573836	0.654388057236	1.60382079942	1.21835638055	-0.592856589733	-1.90354031802	1.37159993205	0.308764713263	0.494687653314	0.832207525038	-0.406946574256	-0.308613843147	0.121342442965	0.563025342873	-0.295687460438	-0.687473924366	-1.37734757267	1.07647005321	0.366687219718	0.157934182355	-0.46765324449	-0.706239535161	0.106071507446	-0.824219442236	-0.461845119392	0.392158809816	1.36420547642	2.2791131591	0.566584081828	0.418383582166	0.243512591306	-1.74293663972	-0.493526701761	0.582061749699	1.10723765637	-0.728122230165	1.12094590378	-1.06237911785	1.56016032925	-0.496320599098	0.0680815478704	0.219391712123	-0.521096602678	0.736637673896	-1.6805363611	1.40285396866	1.33778926517	0.422359501227	-1.09351432208	-0.609267518238	-0.503113536009	-1.23647379341	-1.12376251771	0.735563197319	-2.00521695675	-0.443435440834	0.630295435766	0.150245458131	0.813051885348	1.459803801	0.749351886497	1.97502904667	-0.843063202195	0.579272453394	0.649880597952	1.56753793083	1.55993005036	0.90787027198	0.802466190937	1.3605312618	0.896486045456	0.603534222216	1.90554114466	-0.679822578297	0.166206344295	-0.158982705672	-0.956292436299	0.436710879411	0.536761014889	-0.541863788722	-0.408410418562	-0.690784661309	-0.174669455885	0.289613182976	-0.741393587318	-0.630808909746	0.73215972444	-0.137012854079	0.636321916131	-0.361048292016	-0.818997900316	-0.289262487374	-0.0209393172144	1.00991045171	1.17722966724	-1.63963183497	0.502570151079	-1.39046740873	-0.954691261797	-1.38745836506	0.109982686014	-0.0216774034864	-0.476021999473	-0.818833779741	-0.597082024747	-0.25120826407	0.361526123236	0.198762038009	1.80880266242	-1.12759775871	1.29326297066	0.372465215145	0.958888049173	0.235024941802	-0.395872631456	-0.989158567875	-0.0560432648086	-0.988589503024
g1	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	-0.750439036614	0.711249584731	-0.317142339417	0.569194732606	-0.306173486081	1.9817243338	-0.0668493126512	0.898237379819	-0.11626216295	-0.903446586733	0.305047834626	-0.502059370311	-0.368084541827	0.0825470221168	0.876720903661	-1.52997233692	0.0194632991461	0.49349039156	-0.302583146114	0.289226201883	-0.131430555891	-1.41332882192	-1.73557602851	1.93499812419	1.55035401461	-1.80639454945	0.219072724189	0.2013469123	0.0120844409235	-1.16371239682	-0.424684837867	-0.335735890289	-0.381956035477	1.7805573784	-0.574427616841	0.633749832605	-0.627101970356	-0.90753572999	0.729464206077	-0.347210112457	0.635360817268	0.954307181409	-0.35663206223	-0.500562920476	-1.22577519023	-2.3383736143	0.472478655161	1.67591230251	0.190968011819	0.292187480346	0.190262899737	0.396637706438	1.26486420652	-0.534951903781	-1.17677257835	0.91015283757	-1.21050504993	-0.10160088887	-0.858244960404	-0.612874040642	-0.427620410998	-0.593077021981	0.582234271925	-0.96818056367	0.94945646072	0.666697649331	-1.50539315722	0.615073575843	2.26074243739	1.02223793044	-2.16759808807	-0.157565205404	0.0935497706524	0.26759544707	-1.15855839217	-1.35445892122	-1.41086095284	0.455644072914	-0.394045858268	-1.8435286477	-0.230224345148	-0.0766497408204	1.8666010953	-0.753773862051	1.14097073438	-0.190883811516	0.476951141845	-0.0549211291324	1.42355476045	0.12977617924	-0.966445444787	1.56399623391	-0.42228911196	0.94083080068	0.0766880837039	-1.43838065265	-0.478187568715	1.11923569867	0.391484394507	0.809867789842	-0.511486949169	0.359934211126	-0.0715737419601	0.298207765824	-0.590474355297	-0.0546106920999	0.880020320699	0.515194411445	0.656236953837	-0.136797410458	-1.14190651267	1.06844466425	1.2781082942	1.2428421294	-0.484286243367	1.82713433762	-1.04711570286	0.805153289618	-1.63377954113	-1.04522783006	1.09724363962	-0.528594747233	0.222863548098	-0.107842644535	-0.211635813348	-0.874691235009	-1.3383476146	-1.68961121114	0.257548652459	0.289096000413
g2	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	-1.47490294693	1.01818527637	-0.302867376366	1.21478681297	1.09219486202	2.54185338771	-2.08275847169	-0.839263690036	1.8223435029	0.659489129558	0.594479933576	-0.181762021565	0.0825791641945	0.397911752254	0.0838565881771	0.280720747807	-1.46788980875	1.08119965588	-0.207004520738	-0.350070038019	1.75992681824	1.60035960866	0.397565214854	1.95948530808	1.5666390127	0.775298383617	-0.126238565924	-2.02748356583	-0.486053495243	-0.25928556813	-2.15268182712	0.646234692494	0.88616374079	0.666140421996	0.247904051298	-1.31735290722	0.423834606459	-0.202427312284	1.76117932084	-0.12020939476	-1.47747536926	-0.529029842848	0.446337313813	0.866310587091	0.495612113261	-1.10582519428	0.482513451939	-1.47646711037	-1.46511421817	-1.2600190578	-0.00678692232375	-1.64994360585	0.211260509281	1.09584595761	-0.693564073505	-0.425695593769	0.4291992314	1.29377480093	0.255954825963	1.2495761493	-0.108695459416	0.226659586346	-0.00880918668946	-1.39784358281	-0.401113224004	1.54018929829	0.0962344621944	0.392804075255	-0.990733872012	-0.265053264846	-2.52879451646	-0.399634500379	-1.1495409841	-0.645436338857	-0.64345461969	-2.45010806391	-0.0413402826499	-0.141297618349	0.972646363087	0.219191615705	0.0592095826156	0.304656774241	-1.12923333654	0.970176652571	1.38169037643	-2.08112339597	0.171557440502	0.0856477697515	-1.56957268737	-0.13936653302	0.368309708257	0.614395840265	0.259593925916	-0.301187827836	0.387329609747	0.337151366798	0.493657456819	1.68198869582	-0.855651129163	-0.206109774867	1.0939303361	-1.20073125877	0.157926008639	-0.749487236166	-0.974320176905	0.794348872853	-1.45880896081	-0.143996153588	0.269878372803	-0.00399843626187	0.77205339736	-0.621522509717	-0.721162963466	-0.338940021239	-0.127782551655	-0.850927692754	-0.311320322144	0.702446928953	0.286101224851	-2.13704119726	-1.19540702293	0.325214810251	0.624850088197	1.89531841373	0.0951787339246	1.28664644055	-0.968895711465	0.944276037712	0.362124720151	-1.16938415395
g3	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	3.01707618124	-0.37699498995	-1.23618593833	-0.63218596174	0.0606366183619	-1.12438274638	-0.465701382522	0.545870860001	-0.143216800003	-0.638116335886	0.71686752584	1.10329177434	-0.464604618668	-0.368414620377	2.94309303994	0.802462256208	0.147463297868	-0.370594856115	1.48933034127	-0.352426957247	-0.161786978	1.13357648149	2.84365333331	2.26953295678	1.32188766026	1.56991506596	2.58063327737	0.615570390474	-0.967630962925	0.891911290162	-1.26369641775	0.206019189213	2.06078225624	-1.08785379348	-1.16938787786	-2.28280458105	0.186359737703	0.0368808559576	0.529880800817	-0.876141190165	0.671097354521	-0.211207833632	-0.137955358199	-0.491926829844	0.341255774963	1.59900179251	-1.22716225459	-1.02115806707	0.311305952423	-1.60591453115	-1.97467616413	-1.40217436461	0.024057084517	-0.713505698771	-1.60508691687	-0.485235387707	1.71287155147	1.75342553653	0.584745294702	-0.959591689983	-0.52952858557	0.951094971004	-0.33908181141	-0.187367991631	1.4134365321	-0.704149089724	-0.302345052209	-0.799960069384	-0.483458609951	0.851263108305	-0.465071930819	0.388660212555	0.0581879002506	-1.20525016044	-0.565201341386	0.889163782991	-0.33832487351	2.7306703427	0.990278441605	1.02913697974	-1.61615634132	0.371897007518	0.318944364361	0.812336352158	0.79318405524	0.872960115486	0.977613312611	1.19127550364	0.0237037375309	-0.0535222750076	0.218688179961	0.538936858617	-0.300162591728	2.10307768668	-1.05694343448	-0.703355657169	0.929161853825	0.869459959506	1.22221627817	-3.15343036417	0.213840582159	-0.280283872957	-0.651937035851	-0.954914624168	2.18109108866	0.039870209187	-0.0237069406536	-1.6596246963	-0.969009142329	0.597199777542	-0.336246695693	0.065193213031	-0.184599694457	0.328674848306	-2.04874409527	-0.639680554609	-0.877432242715	0.246422334832	-0.372743204002	0.129898017388	1.06283767268	0.154324895306	0.608288018234	2.35604765585	-3.39146672989	1.74674735778	-0.409061517499	0.554331583881	-0.452572956105	-0.0589723197717
g4	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	-2.74856985708	0.365773061879	-1.19036076002	-0.386324969942	-0.420870294498	-0.389345929259	0.60933055364	-0.392840684242	0.0758126622821	0.198177466791	-0.492578602444	1.05962658872	-1.24709355395	-0.312957000839	1.66949816231	2.90094872602	0.814265121258	0.167945512477	-0.46885075644	0.778315555099	-0.0709944430447	0.333721936864	-0.0804841106079	-0.777520274755	0.0984459240034	-0.102141566649	-0.454926126869	-0.163148434604	-1.59141116472	-0.489598537662	0.100657455858	1.28982960114	-1.40412578718	0.942567462667	0.669295474756	-0.0980893172927	0.409794491838	-0.705951048596	0.647704503789	-0.310292245678	-0.200034367886	1.07705688418	0.350287537774	0.695612530256	0.174593590447	-0.538745750228	1.19046584002	1.78861544851	-0.272306898396	-0.64516869356	0.100875594086	0.432171488844	-1.28627412722	0.786834687709	0.919549676564	0.288264460738	0.731432301862	0.330032187445	-1.2923995907	0.381324639029	-2.18055931099	-1.52818862602	0.137191991949	0.90490097919	-0.397489446428	1.17435663521	0.486414131023	1.70718567466	-0.640131138796	-1.03888996646	2.00022255622	-1.27864283793	-0.0476615436587	-0.749920066923	0.500605345279	0.952775699651	-0.56569167574	-0.919815376368	-0.258351825305	-0.595021050993	-0.655042358081	-0.840574548236	-0.959896565997	1.11851836006	0.421649831896	-0.0449351335971	0.448887954482	0.355687293277	-0.291025769559	-0.0917816397324	-1.00609338034	-1.6774327446	1.99488050261	-0.670844135015	-0.195515160426	-2.17147221039	-0.27752545245	2.05968557068	1.65619320368	1.50711168617	-0.116024480866	-0.0926427901471	0.907027514159	1.38992887237	-0.18983910017	1.0328470505	-0.224408863468	-0.66150553533	0.204560187231	-0.348010604138	0.478991062902	-0.125578741808	-0.105301127019	-0.749153361611	-1.237062347	-0.22335868208	1.45582041043	1.61878945655	-0.024679498177	2.44025768634	-0.207731855004	1.32718672148	0.0656024521158	0.318011906735	-1.19521522383	0.419947117526	-0.584337180615	0.79918248114	-1.69539138838	-0.0611048522245
g5	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	0.257198435014	0.870803147916	0.540209727509	-0.863238243473	1.37141750146	-0.205257185943	0.661761323729	-0.979607736988	-0.428929745044	-0.425539272054	-1.60020837466	0.118976686274	1.20787955619	0.347729682124	-0.34554525419	0.13709373412	0.351303970306	0.432151333243	0.542647238347	-0.95804489555	1.91709969057	1.07161436134	-0.294557156467	0.771616248835	-0.591032188746	1.02845470405	-1.11439273421	0.757507322374	0.0857073010526	1.4620878439	-0.613583851042	1.33414649643	-1.43385487844	0.501798988456	-1.50972730218	-0.357690986221	-1.30844817772	0.407380360619	-0.437985407205	0.218509805809	0.988113485607	0.607312086625	-0.551634000439	0.925276901282	-0.683589513985	-0.45302908195	0.817193483392	1.59625560863	0.314548244177	0.0899156497211	-0.856315282481	-2.55765192006	0.265129665613	-1.56112542526	-0.869414333357	-0.232890919001	1.16662249067	-1.01928994871	0.552188566674	0.454202933453	-0.903596264404	0.61752887708	-2.29527501754	-0.591293786881	-0.558319575925	0.48228205025	1.40124227458	0.0887703574539	-1.14046499049	-0.17239136553	-1.54651145217	0.370844456666	1.28302766919	0.320469768319	2.38673452409	-1.40938321726	-2.16515747403	-0.0315276762626	0.391196942937	0.0727411615853	0.266799648725	0.391342600651	-0.957515897182	0.909343708864	-0.100715028801	-1.3959633129	-1.28074207435	-2.11712338072	0.696863709695	-0.0528761452102	-0.00929633883819	-0.159176448823	0.135625960815	0.188264891602	-2.43871996445	0.805898847826	-0.27716101276	-0.332403976461	1.03776244027	-0.425163998394	-0.0150383099648	1.08511783718	0.562633546296	-1.1635734153	-2.59256501675	-0.956945733684	0.915732421556	0.551474789864	0.983138677168	0.751042345039	-1.74326435728	-0.158237364173	0.202508018282	0.954784255889	0.681266259405	-0.322082276476	-0.0775598533619	0.931052462457	1.15260431277	-0.909076475787	1.30134245607	0.740727992237	-0.480145898992	0.0587480746482	0.288102421608	-1.23703479157	-0.278230051088	-0.542999298257	0.0365049634991	0.937810158959
g6	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	0.589870675953	-0.521655315433	-0.174521827749	-1.07023819273	-0.394154404832	0.140087323034	-1.18880437589	-0.729362106951	0.994600252773	0.161257132714	-0.662909713923	-0.964156255222	-1.22703889847	0.339866716786	-0.231937883131	2.2549264201	-1.6472206983	0.686762604313	-0.0604116013128	-1.2459580928	-0.541179501758	-0.432952743997	1.40478919558	-0.708311754062	-1.48965001701	1.50237776642	-0.422829876299	0.819702358914	-0.438524285915	0.788751905976	-0.993120033859	1.27441745737	-1.38877844695	-1.00983146529	-1.45543309921	0.606799334802	1.2964344252	-0.0862829984131	-0.849212612651	-1.34037925822	0.914691420127	-1.23107746779	0.26771116113	-0.405922860561	-0.0519619837097	-0.846205864243	0.265711817654	0.105500737205	-1.08033908697	0.957088238702	-0.207005207937	-1.41039580492	1.87830391632	0.975774312834	0.673413991064	0.0731864794653	0.773840091917	-1.27398716967	0.39991279693	0.184053621456	1.41036455792	3.03114466897	1.39753201194	1.48818469857	-1.60853691795	1.03511749877	2.22621331515	-0.0660873205535	0.848241310488	1.01482988135	-0.769167288993	-0.309472491661	0.152107293284	1.86759033387	0.717458946327	1.17804829501	1.26414836531	-2.38339687957	-1.59319738243	-0.430908660555	0.42910159789	0.787804085717	-0.921540507523	-1.01952239707	0.0191206500671	1.98806881889	-0.15965494283	-0.343328195926	-1.60694445282	-0.200147920398	-2.64079799242	-1.04575213609	0.702703612437	1.09847909863	0.170558515008	0.00661574441853	0.26384999929	-0.227098211817	0.00203995660082	2.74515987244	0.860504333862	0.328824640225	1.90490467524	0.290869600526	-1.40684844558	-0.565823892573	0.622736727685	-2.17124976644	-0.818395580633	1.47777231956	-0.626165480081	-0.319184029491	-1.35740334019	0.360112211811	0.624455001433	-0.234438478201	1.53074181897	-1.03323859359	0.207811017411	0.535846679947	0.107071557686	-0.070036677537	0.1155271363	1.12636984905	-0.477370640647	0.897291015967	-0.218928829752	-0.159437784139	0.895500518075	-0.230969903638
g7	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	-0.801514983552	0.106844762021	-0.0555617309955	-0.156841069776	-1.49106605632	0.401130316538	-0.156498370058	0.649028749376	0.99879077655	-0.532144141398	1.67047563473	-1.07834174962	-1.32347299548	0.34437654246	-0.107266115438	-0.94101471732	-1.6875879069	0.40677068945	-0.152785947334	-0.58012343693	-0.369878742307	-0.28200950471	0.000791357684983	0.675403014608	0.575879027485	0.920079365648	0.671273614995	-1.04358653104	-1.3293636302	-0.363133008731	-2.65656369387	0.0681472724501	-0.332371150185	-0.501044560967	-1.46492091051	-2.10839361396	0.40193810229	0.384561357687	0.404171995462	0.58239872965	-0.105783547877	0.355530809217	-1.56816392096	-1.47209935637	1.06679795727	-1.0334100373	1.60898923931	1.36727809165	-0.701900980441	-0.480118476682	-0.289909080154	-0.449035195032	0.811261242156	-0.0575786459443	1.6464068061	-1.44210766413	-0.202103705394	0.323781507136	-0.258886329622	-1.35999993184	0.300757382101	-0.101783751697	1.9118190265	-0.142558118021	0.706607879809	0.974424746647	-0.600967196503	0.803279585133	-1.05893985671	1.52778939265	0.658196923245	-1.31965092014	-0.0148456639321	-1.25104214559	-0.0214960916807	2.20442897598	1.10312599806	0.477262917751	0.148645794447	-0.873327010284	-0.746395542341	-0.0226843974621	1.6407328873	-1.41089681469	0.722072668934	0.477261751885	-0.943487224321	0.14121584653	0.628612194375	-0.364723921399	-0.741137635546	1.92086033288	1.22579269049	0.16754781831	0.596002631464	0.202682776043	1.65950173965	-0.811647102772	-0.379541370457	0.673237568202	-1.08135465444	1.04413016214	1.3590144521	1.18330477662	0.728470714939	1.23278624318	0.954420463759	-0.576805288128	0.863739419553	-0.622988416254	2.85241235735	-1.82204931444	2.02457931128	1.02978892214	-0.0972793587942	0.426262241337	-0.444202066473	-0.841549338056	-0.337073969288	0.198205773382	0.583313967379	0.754691479701	1.80861653846	0.240387700017	1.31659098922	-0.546213873245	0.0764486570801	-1.11315918583	1.10827970126	0.217838276864
g8	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	1.29348914891	0.325792988062	0.413306754568	-0.679719528958	0.63213440383	0.0584544419326	-0.955393727407	-1.34204661476	0.997443349623	1.18070600862	-0.182045816116	2.46543063159	-0.787291163395	1.25332609451	1.41353921262	0.325961257244	0.769688722171	1.4755175483	-0.468353785661	-0.214312129078	-0.506315789672	-2.84104216762	-0.733589597777	1.55009113335	0.382425520168	0.386038334734	0.481292146127	0.480487322802	-0.450341407201	-1.26085136778	1.50266939343	-1.02292462961	-2.04074004478	2.07837787965	-1.2255838201	0.0719191238734	0.127794075163	1.47336070078	-1.24013841946	-0.821372453317	0.422171856012	-0.986588556831	0.758873611286	-0.0857594260441	0.61867914494	0.424102538563	-0.948041313455	2.60778398566	0.100316677933	0.148748830189	-0.536089656327	0.512688869095	-1.10834963958	-0.114595390449	-1.74389723439	0.651853143274	-2.05389592492	0.204434862337	1.02040723232	1.53663798024	0.666306403803	0.621941306518	0.754562049655	-0.990405749659	-2.15777334683	0.64757756181	-0.431985739936	0.913924422673	1.38897661365	0.613948036408	-0.796116420895	0.830158320602	-0.490990003562	-0.193066745231	1.02812080366	-1.13878655092	-2.02999456938	0.490218026005	1.10071367433	-1.6795915295	-0.506419095882	-0.359806707151	1.55470835169	-0.828693330016	-0.185842174381	1.2026133623	0.448147183501	-1.15926953993	-1.18258997169	-0.781867853314	-0.0690228304249	-0.170439511849	0.629777020291	-1.09373323587	0.505387347691	0.847045756208	-0.475375824015	-0.536670612602	0.927578609097	-0.617717762822	0.527852000501	-0.111812970307	0.749409791043	2.4237129151	0.060145830516	0.929369607688	-1.94539223489	-1.45533643398	1.38214721963	0.438333071664	0.0289921600178	-0.479951289625	-0.142979436655	0.744204900218	-1.47272991485	-0.410681848238	-1.57089766422	0.856330787261	0.185445165793	-0.990947832144	0.614284281846	-1.12623309591	-2.09213768947	-0.652520260655	-0.409362492347	0.139016767468	0.602791683511	-0.638425352261	1.33417599702	0.801627586177
g9	1.31146920592	-1.07641490546	-1.38130984182	-0.101764377228	-0.629088007705	-0.564570924532	0.665297620696	-0.290636651532	0.205976362644	1.02124633661	-0.603238822261	-1.07612436177	-0.949812066963	1.78020689135	-0.567404297899	-1.19403218905	1.91128413329	0.831517977325	-1.28390304715	1.39613411554	-0.451182296499	0.498858609077	-1.63574359892	0.127260358136	-0.43143842832	-0.888239245794	0.244875394763	1.12258228898	-0.113887186694	0.734514417894	-0.146847363653	0.232913451687	1.84602779898	0.548365969159	-1.37874341476	-0.168537302253	0.0914236063469	0.455052826677	2.21718149251	-0.529854540637	-1.19563900927	1.52262951732	0.589957044784	0.658544370374	0.549761120963	0.535688915394	-0.0980389071921	0.75778102736	-0.939897506209	-1.74644632375	1.61256646718	-0.0471995599235	-1.65125075242	0.345011826294	-0.37550827357	1.63357339777	0.134065455251	-0.010200378495	-0.921250958146	-0.966781544786	-0.12555331555	0.755851697876	-1.33144271284	0.479557724924	-0.826151692853	-0.70581638023	2.25374253732	-0.886523173449	-0.473017667172	-1.69023422465	0.152970307116	-1.62976932405	-1.70792546411	1.01561292737	-1.95440720781	1.12061515769	0.592180039241	1.31786549976	2.38490802838	0.566928455431	-1.2279226252	-1.46859003601	1.15351490803	-0.0207585664932	-0.065180354911	0.347101168193	0.382238605104	1.4753962514	-2.39164742599	0.721828181125	-1.7935331319	0.829255116937	0.377705756861	1.06866453053	-0.655846638656	-0.81245467714	-0.129387974535	-0.400986860048	-1.91213690157	-1.15845733539	0.105534662285	-0.500620141521	0.901341445198	-0.705746908291	-0.670364889474	-0.276252678456	-0.218954251139	2.18064014399	1.08372855696	-2.04651530045	-1.04402646827	0.62348095295	0.791383339415	0.77612818631	0.578613935257	1.58224226847	1.10996433304	0.172445204545	-0.419793828236	0.429192677568	-0.0835930035411	-0.175875975309	1.73706309822	1.55874653437	1.20033313952	-1.02891616481	0.409574154653	-0.701204235189	0.340825835296	-0.51690897518	1.5030956115	1.03266369847	-0.948794095804	0.605403461784	1.67524183014	0.346580784336	1.25313681742	-0.274865294367	0.083065042879	-1.3037269238	2.4828786702	-2.17022020237	0.431127046824	-0.137941078476	-0.352392174871	0.909148977974	-1.05903917103	0.700679458043	-1.16479895989	1.19011072335
